window_id,entropy_norm,repetition_ratio,locality_small_delta_ratio,cache_window_reuse_proxy,branch_norm,coherence_score,hardware_pressure_proxy,dominant_truth_regime,true_weight_low_entropy_repeating,true_weight_sequential_ids,true_weight_uniform_32bit,true_weight_zipfian_smallints,true_weight_clustered_ranges,estimated_weight_low_entropy_repeating,estimated_weight_sequential_ids,estimated_weight_uniform_32bit,estimated_weight_zipfian_smallints,estimated_weight_clustered_ranges,estimated_dominant_regime,mixture_entropy,reconstruction_residual,reconstructed_entropy_norm,reconstructed_repetition_ratio,reconstructed_locality_small_delta_ratio,reconstructed_cache_window_reuse_proxy,reconstructed_branch_norm,reconstructed_coherence_score,reconstructed_hardware_pressure_proxy,mixture_policy,hard_policy_from_dominant,policy_changed_by_mixture_entropy
10,0.722107841916552,0.21166781964991296,0.05801369284995972,0.1174290186013441,0.7235606434017641,0.1992621338516942,0.8213186838415866,uniform_32bit,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.6992325721577951,0.30076742784220495,0.0,uniform_32bit,0.8822269751721767,0.04788350820451406,0.753370709169392,0.24061394227376398,0.08120720551739534,0.10526859974477172,0.7200000000000001,0.18226092546634967,0.8318772115452473,simd,simd,False
11,0.35046349227691787,0.8966397598491834,0.14076633650699405,0.2084193809389353,0.7349518514733338,0.3029236538358732,0.8274565526500417,zipfian_smallints,0.0,0.0,0.0,0.55,0.45,0.018316824326864527,0.0,0.0,0.49842501040308723,0.4832581652700483,zipfian_smallints,1.1133968790076676,0.022950407728109988,0.3573401752037687,0.8902834981274443,0.15289157713569806,0.19649915016103367,0.7410062945400983,0.3137259572284266,0.8328253459414073,hybrid,hybrid,False
12,0.38510400886027407,0.9921743120196396,0.28826494149493187,0.2893123529681922,0.5710186664726477,0.4221632794007486,0.7086346277243196,clustered_ranges,0.3,0.0,0.0,0.0,0.7,0.27381539058084065,0.0,0.0,0.08071305348268254,0.6454715559364769,clustered_ranges,1.2124224363118816,0.02847568241619893,0.39691924445002924,0.9654716503731172,0.29560791502116496,0.29209075142429386,0.573512235508965,0.4102089835830911,0.6961518311368956,guarded_fallback,guarded_fallback,False
13,0.3095378628872644,0.7014175421988962,0.50600704472734,0.47381663915104927,0.4038221881894228,0.53093250969114,0.44706882930996295,low_entropy_repeating,0.4,0.0,0.2,0.4,0.0,0.4017459382549346,0.03510628311753302,0.15140873751299383,0.3330017151628005,0.07873732595173805,low_entropy_repeating,1.927539636868871,0.010818538285723584,0.32642482414702706,0.7372749710527797,0.5267626844664237,0.4949791555261361,0.4260341888170503,0.5671132350975596,0.46697499290583616,hybrid,coherent_local,True
14,0.5714943556680859,0.5603630236159984,0.42154593614901525,0.14098070744465163,0.5535934007234643,0.39993788921167717,0.6231595579997531,sequential_ids,0.0,0.35,0.0,0.3,0.35,0.05043394546320912,0.3050524942146431,0.07502471161555667,0.269587811126503,0.299901037580088,sequential_ids,2.051085349337424,0.017361209669264414,0.5680867276268753,0.5589985322836336,0.428275148682008,0.14476265300549349,0.5470620138147453,0.38890216437489405,0.6312997895241832,hybrid,hybrid,False
15,0.7698640610533093,0.46624944862723544,0.0,0.026007703436434892,0.7118169894201913,0.14086059108864643,0.9359433900583068,uniform_32bit,0.0,0.0,0.5,0.0,0.5,0.011650527379007571,0.0,0.5183765748339814,0.0,0.4699728977870111,uniform_32bit,1.0781853806930446,0.041122044310433696,0.7780267213547383,0.4719909566626983,0.011650527379007571,0.015651224714137227,0.7447427336797855,0.1371332485984377,0.9169778362327546,simd,simd,False
16,0.24514625110758015,0.7478485536402887,1.0,0.7387626822734049,0.06181690528386761,0.870546303638086,0.10604447228302288,low_entropy_repeating,0.8,0.2,0.0,0.0,0.0,0.7744805768142012,0.21017618290786627,0.0,0.015343240277932473,0.0,low_entropy_repeating,0.8509780292834628,0.04713299215141061,0.2693684055485276,0.7712655575002632,0.9887994345971093,0.7333818763026255,0.06857198111796867,0.8577976094895492,0.07908079026336198,coherent_local,coherent_local,False
17,0.9340161093131745,0.0,0.6044818908739079,0.005499917099294129,0.4419796893810109,0.38287778114786447,0.5109217764787377,sequential_ids,0.0,0.6,0.4,0.0,0.0,0.0,0.5878649758558497,0.392717896096244,0.01941712804790626,0.0,sequential_ids,1.0905356225998295,0.030324435504880128,0.9252914574151319,0.01553370243832501,0.5931076004287844,0.006795994816767191,0.41431021255495815,0.36289836218853755,0.5065383247231497,hybrid,hybrid,False
18,0.790582572280489,0.2102809236419287,0.06500621168125631,0.08183560146486188,0.7102547549211058,0.14758284631109228,0.84787877367036,uniform_32bit,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.74157828926136,0.2223632863438787,0.03605842439476128,uniform_32bit,0.9750191363855254,0.01596546001914378,0.801435814220377,0.213227884981969,0.06003808731284725,0.07818773446430514,0.7225240897076333,0.1592093597963949,0.8480277166244555,simd,simd,False
19,0.3409444325725307,0.8442298426374335,0.12311052296981148,0.2048378461862549,0.7724531641973595,0.3619182722922947,0.9098465616501832,zipfian_smallints,0.0,0.0,0.0,0.55,0.45,0.0,0.0,0.04936555723726521,0.5761571443514212,0.3744772984113137,zipfian_smallints,1.20323012704436,0.08208266472086184,0.3590363573467436,0.8279134679242244,0.15556242897488373,0.20539977350711053,0.746213410888792,0.3133411589206146,0.825262586744904,hybrid,hybrid,False
20,0.42536023583189997,0.9552615469992034,0.24669884298171726,0.2956927865585959,0.5386764726172418,0.40061606849550785,0.6766975800235048,clustered_ranges,0.3,0.0,0.0,0.0,0.7,0.29052795753885896,0.0,0.0069082418569649294,0.0,0.702563800604176,clustered_ranges,0.9254829033026407,0.048334732194182835,0.4223711279431477,0.9732299229801743,0.29052795753885896,0.2801219180925692,0.565809895765091,0.40301570311922486,0.7004023365769988,guarded_fallback,guarded_fallback,False
21,0.3084802278395904,0.7386495057696911,0.5119262141861336,0.5120341290740328,0.41410865617935466,0.5221329263823912,0.4598423022731667,low_entropy_repeating,0.4,0.0,0.2,0.4,0.0,0.4291770717660456,0.0,0.16950195632321421,0.31099188681633333,0.0903290850944068,low_entropy_repeating,1.7951381961515511,0.03558814957442142,0.3180791999286825,0.75790954317631,0.5131448812064556,0.5131768986967435,0.42589908572037655,0.5681542024634536,0.4701819249000281,hybrid,coherent_local,True
22,0.560155436229542,0.6271982478394971,0.43425686303682215,0.13306848777557645,0.5500176100365212,0.3518764058395744,0.6223720809441906,sequential_ids,0.0,0.35,0.0,0.3,0.35,0.05573560537677211,0.3186503339952463,0.0010765587906790544,0.19427616603135647,0.43026133580594605,clustered_ranges,1.7512647640838392,0.03876116525751376,0.5650488645029924,0.631697935184149,0.4268405042004847,0.12469074052319999,0.5454051960651477,0.3873356636868133,0.6432596159745484,hybrid,guarded_fallback,True
23,0.7568693483866062,0.5432117433108791,0.0,0.025962230093408627,0.7324268205478244,0.1532893253218561,0.9396237741526465,uniform_32bit,0.0,0.0,0.5,0.0,0.5,0.014305011927616847,0.0,0.45155688674062044,0.0,0.5341381013317628,clustered_ranges,1.0888394543776398,0.02962415978099358,0.7467633436658516,0.537474250994192,0.014305011927616847,0.018788092225277463,0.7473761587438917,0.14585917051020292,0.9211114998754258,guarded_fallback,guarded_fallback,False
24,0.25608405255854777,0.7829809368466142,0.9836303076142653,0.763151805037052,0.044625412991480505,0.8393598559058187,0.03405156064200952,low_entropy_repeating,0.8,0.2,0.0,0.0,0.0,0.8164645150855075,0.18353548491449242,0.0,0.0,0.0,low_entropy_repeating,0.687750588903162,0.03868890519485197,0.24682838793159395,0.8001352247837974,1.0,0.7674766441803771,0.05303638728460863,0.876585806034203,0.06221316153033325,coherent_local,coherent_local,False
25,0.944314697943053,0.03947728141026088,0.6039997903393359,0.0,0.41514565349006355,0.39465004354267064,0.5074845625340965,sequential_ids,0.0,0.6,0.4,0.0,0.0,0.006246219010564461,0.5966217744532919,0.3648088476769641,0.0,0.03232315885917937,sequential_ids,1.181050117448126,0.02324689292501324,0.9201708039585318,0.037797990312348956,0.6028679934638563,0.006194677458522386,0.40764694509703553,0.3690787604181562,0.5019888496312584,hybrid,hybrid,False
26,0.7437268192291566,0.2676572177514972,0.09171891096154033,0.1433938997998998,0.7245808609305476,0.15138827420698747,0.7977960200188583,uniform_32bit,0.0,0.0,0.7,0.3,0.0,0.01140951874520318,0.0,0.6790592382146149,0.2972622223809979,0.01226902065918404,uniform_32bit,1.0509729692391832,0.057030028482173985,0.7404553514802661,0.2610147465210978,0.09167031878807262,0.11488941566043209,0.7128721683245006,0.19222233898378446,0.823852760364084,simd,simd,False
27,0.3877731983057813,0.9240916430195825,0.144012019667935,0.1874203169716003,0.7880361073060551,0.2843238579489128,0.8146318245261043,zipfian_smallints,0.0,0.0,0.0,0.55,0.45,0.018192062040957864,0.0,0.0,0.451067560611569,0.5307403773474733,clustered_ranges,1.1083045002622742,0.06032063405733597,0.3749185746552885,0.8988078390899177,0.1399803034060815,0.18028158830602428,0.7444173829856527,0.30226410231831413,0.8452580546816726,guarded_fallback,guarded_fallback,False
28,0.43108316986722617,0.9701348719285102,0.29987195333199823,0.28491392753688716,0.5674393637199733,0.4461870465328429,0.6942646226725436,clustered_ranges,0.3,0.0,0.0,0.0,0.7,0.2930308416849639,0.010311025922417881,0.01406278025653478,0.018028778615678257,0.6645665735204052,clustered_ranges,1.1697066288487088,0.031221880198354136,0.4214025833422522,0.9528684897938043,0.30820963783361494,0.28840472943455747,0.5560363374872963,0.4123694565308261,0.6850695825933397,guarded_fallback,guarded_fallback,False
29,0.3280984698319214,0.6607456974742245,0.5067820399517471,0.4949192432426782,0.4095296734894093,0.5420461908267813,0.46364691398247965,low_entropy_repeating,0.4,0.0,0.2,0.4,0.0,0.40575195214356724,0.014404275551634357,0.2239315655694233,0.355912206735375,0.0,low_entropy_repeating,1.630026449810979,0.015715579281383462,0.3415348059926185,0.6823666784889959,0.5162525235137528,0.5059761073723344,0.428483410212653,0.5607843581641991,0.46503267448134245,hybrid,coherent_local,True
30,0.5843975635589004,0.5498401820565109,0.4317657873148604,0.09639576416666054,0.554308172640951,0.4065689456326151,0.6599528859250982,sequential_ids,0.0,0.35,0.0,0.3,0.35,0.0,0.3571138261574452,0.030843802985878615,0.2903773687291397,0.32166500212753657,sequential_ids,1.729705180916946,0.03110750644422315,0.5814299240689695,0.5475335970682976,0.4355157157143129,0.10484872907647427,0.5568173605470561,0.37873830387466034,0.6407244107369009,hybrid,hybrid,False
31,0.8084349526860686,0.48613735801875246,0.0,0.0,0.7610624197817806,0.13441433396134278,0.9028902981941658,uniform_32bit,0.0,0.0,0.5,0.0,0.5,0.0,0.011278657024167442,0.5081543762146755,0.0,0.4805669667611569,uniform_32bit,1.0773214237881055,0.03691235056194754,0.7826169992550626,0.4709556274259338,0.011278657024167442,0.004805669667611569,0.7477747860207138,0.13335766547747438,0.9209511427508901,simd,simd,False
32,0.26226224454069685,0.7897057082534726,1.0,0.7989211152820418,0.03466891623602951,0.8628154159612706,0.029413949954074925,low_entropy_repeating,0.8,0.2,0.0,0.0,0.0,0.8218157101561381,0.17818428984386195,0.0,0.0,0.0,low_entropy_repeating,0.6760887945835903,0.0536547293990501,0.2425474318750896,0.8053793959530153,1.0,0.7725067675467697,0.05207317217189515,0.8787262840624552,0.06098238666408825,coherent_local,coherent_local,False
33,0.9252323246509129,0.007890125089758513,0.6301463405222059,0.0,0.39164633899830503,0.3083177742565336,0.49793335198637734,sequential_ids,0.0,0.6,0.4,0.0,0.0,0.0,0.610418786716799,0.3867577224513165,0.0,0.0028234908318845505,sequential_ids,0.9886576190592482,0.06185693247869716,0.937687550453972,0.0027670210152468595,0.610418786716799,2.8234908318845507e-05,0.40277987526549647,0.367179178840084,0.4957185134516051,hybrid,hybrid,False
34,0.7274396397035109,0.22676401431584814,0.059078480545810295,0.10264343614368607,0.6760567902160842,0.14532386886522522,0.8852311778007074,uniform_32bit,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.7017336117707038,0.2460757866219847,0.052190601607311475,uniform_32bit,1.0786928877986974,0.07920776230917193,0.7747320842466824,0.24800741887275302,0.06644046238793587,0.08664843133376776,0.7236533421125116,0.16888482761220594,0.8458469343012135,simd,simd,False
35,0.31431443546814924,0.8535803605386341,0.19442283820803288,0.2696266792310102,0.7222108342793665,0.3027937760802992,0.8455388887735127,zipfian_smallints,0.0,0.0,0.0,0.55,0.45,0.007596325145797203,0.0,0.02055504421400908,0.644115845797783,0.32773278484241075,zipfian_smallints,1.1048965472240924,0.0659684149416156,0.31750856063551564,0.8439152044266702,0.18150760351119863,0.23585841951469752,0.7376238673369108,0.3383814689323309,0.8031819035312102,hybrid,hybrid,False
36,0.45821744111013984,0.9553285730392941,0.29386805385144726,0.30843343940154355,0.5698691518616654,0.40159609821924747,0.6886544258870989,clustered_ranges,0.3,0.0,0.0,0.0,0.7,0.29891587089858646,0.0,0.051535129311764086,0.0,0.6495489997896496,clustered_ranges,1.1455881486051438,0.028789783299853884,0.43867866628593005,0.9294955732744714,0.29891587089858646,0.28747640864256774,0.5562273203562651,0.4050117076607352,0.6878872510061808,guarded_fallback,guarded_fallback,False
37,0.27762760479075044,0.7060456564006334,0.5013403127497761,0.5218042472406564,0.42611681952952457,0.5757884630636285,0.4973178954454957,low_entropy_repeating,0.4,0.0,0.2,0.4,0.0,0.39147233518969743,0.0,0.1768712998637417,0.43165636494656096,0.0,zipfian_smallints,1.4948976074938143,0.04109106122967423,0.2937166790730924,0.7289679804431524,0.5080195537252689,0.5190637228096119,0.4459693653672119,0.5673440956968675,0.4742687733454105,hybrid,hybrid,False
38,0.5653857331917117,0.5917939102099801,0.43232888368944666,0.10850210982728535,0.5444610491614288,0.3894123565418327,0.6440678350396627,sequential_ids,0.0,0.35,0.0,0.3,0.35,0.021587450833941476,0.3468294412817754,0.0,0.2494935442031323,0.3820895636811509,clustered_ranges,1.6793735316766756,0.010043816732081821,0.5693633402181888,0.5951983095872964,0.4357801490505626,0.1114358398918128,0.5512837444073984,0.3848276810251436,0.6412222335709058,hybrid,guarded_fallback,True
39,0.8273292077232649,0.529333872561881,0.00964616381391252,0.0,0.7271897132004146,0.15977857382722163,0.9365687306286784,uniform_32bit,0.0,0.0,0.5,0.0,0.5,0.0,0.032435906542083254,0.46212916849244745,0.0,0.5054349249654695,clustered_ranges,1.1726298989153485,0.057743015711099625,0.7693106931113306,0.4953262264661601,0.032435906542083254,0.005054349249654695,0.7385137733456997,0.1457883685713261,0.9101088713750346,guarded_fallback,guarded_fallback,False
40,0.2720035850847903,0.7403853503256452,1.0,0.7633605084553591,0.028239232889638057,0.8582118798137512,0.07259293010891299,low_entropy_repeating,0.8,0.2,0.0,0.0,0.0,0.7867137437876773,0.2132862562123227,0.0,0.0,0.0,low_entropy_repeating,0.7477175193899728,0.04915320295344771,0.27062900496985814,0.7709794689119238,1.0,0.7395109191604167,0.05839152611821809,0.864685497515071,0.06905583892883421,coherent_local,coherent_local,False
41,0.9413116699589061,0.0,0.597412793298351,0.0,0.41181406280256166,0.3987872993248289,0.43783353897671756,sequential_ids,0.0,0.6,0.4,0.0,0.0,0.0015508222049671525,0.6271946288046589,0.3712545489903739,0.0,0.0,sequential_ids,0.9673003387857538,0.061168015957261145,0.9358847971350637,0.0015198057608678095,0.6287454510096261,0.0014577728726691234,0.39277321747810034,0.37613069085651113,0.48353367675679315,hybrid,hybrid,False
42,0.7480787433872579,0.24441281053431116,0.08839984974217749,0.09570213546696775,0.6760819554380354,0.19019988709285274,0.8751837553541046,uniform_32bit,0.0,0.0,0.7,0.3,0.0,0.00740006689583421,0.007735141118763477,0.6859522052998479,0.2580779565882489,0.04083463009730547,uniform_32bit,1.1724002426381779,0.06078587355060747,0.7625669177357213,0.253732368323876,0.08481625629342489,0.09769169398894431,0.7136561038979703,0.18190354277492973,0.8315537935203722,simd,simd,False
43,0.3081534648770966,0.9025957003424547,0.14028686942192767,0.19546689135427883,0.7251775372324013,0.3036385956911031,0.869501114867474,zipfian_smallints,0.0,0.0,0.0,0.55,0.45,0.0,0.0,0.0,0.550950518440453,0.449049481559547,zipfian_smallints,0.9924966390308279,0.06156461228766867,0.3461483081770324,0.8808289066807184,0.1487566399789223,0.19732317626975399,0.7514334637091683,0.3122281244257087,0.8367528652054822,hybrid,hybrid,False
44,0.4295663810496927,1.0,0.3294352972244423,0.2999771669732394,0.6025983631541948,0.42197482896845745,0.7126997044199265,clustered_ranges,0.3,0.0,0.0,0.0,0.7,0.2705317052207519,0.01866149991252163,0.0,0.07088482625911995,0.6399219686076066,clustered_ranges,1.300241282939639,0.018331569099461358,0.4085648719041699,0.9489524613590873,0.30833210822323587,0.2855087117842748,0.565718364193495,0.4122265262898007,0.6882366132245663,guarded_fallback,guarded_fallback,False
45,0.30458572616163226,0.7136636453964802,0.4905644044174931,0.5407395983648713,0.41054240942212833,0.5835587585604416,0.467233723562371,low_entropy_repeating,0.4,0.0,0.2,0.4,0.0,0.41655432996526903,0.0,0.1940298254384328,0.3879789796280069,0.0014368649682912342,low_entropy_repeating,1.5288189352323835,0.03919563217757601,0.30631175050056114,0.7200145547372946,0.5213086544648309,0.5273680816868382,0.428512549572092,0.5744588066401355,0.4598303259862166,hybrid,coherent_local,True
46,0.590781177336683,0.6017717247182814,0.47651615394117003,0.1267693672784661,0.523198993608669,0.379826170677545,0.6171998201851295,sequential_ids,0.0,0.35,0.0,0.3,0.35,0.06297344139707126,0.35840941954828964,0.0019610748622544993,0.15958569509422693,0.4170703690981577,clustered_ranges,1.74811689525496,0.02451931210201318,0.5889410247163699,0.5981114903607059,0.4644709986208022,0.11922073188720797,0.5187406186938106,0.39920549444500103,0.6162182317778357,hybrid,guarded_fallback,True
47,0.7620430039408431,0.527780710831918,0.0159383452724424,0.0,0.72965706583899,0.13081955232190653,0.8995859962654718,uniform_32bit,0.0,0.0,0.5,0.0,0.5,0.0,0.019966352681141865,0.44425368742265564,0.0,0.5357799598962025,clustered_ranges,1.115110353259626,0.024750239685967623,0.7569023827785947,0.5250643606982784,0.019966352681141865,0.005357799598962026,0.7471220937985404,0.14296218174975692,0.9209991938005009,guarded_fallback,guarded_fallback,False
48,0.24322149306508548,0.7918002367887811,1.0,0.767219036805611,0.0,0.8776091682257565,0.06780083933081445,low_entropy_repeating,0.8,0.2,0.0,0.0,0.0,0.8208597592135979,0.17914024078640214,0.0,0.0,0.0,low_entropy_repeating,0.6781925962225172,0.053514581689114674,0.24331219262912174,0.8044425640293259,1.0,0.7716081736607819,0.052245243341552394,0.8783439036854391,0.0612022553808725,coherent_local,coherent_local,False
49,0.9503472571343173,0.04040524204128018,0.5484190430798814,0.0,0.42277265806983383,0.3224601400136514,0.5388987262013377,sequential_ids,0.0,0.6,0.4,0.0,0.0,0.0,0.5462310378662341,0.42322269506915855,0.0,0.030546267064607474,sequential_ids,1.1552886756970115,0.03125800056356479,0.9316310760343033,0.029935341723315325,0.5462310378662341,0.00030546267064607475,0.43809809900408087,0.33978321450359084,0.5389290728507333,hybrid,hybrid,False
50,0.7632089153175164,0.26116459964608507,0.06672640846195514,0.12534409224915527,0.7467117888997259,0.1878219505034292,0.8378600223174674,uniform_32bit,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.6844547568951707,0.3100657769170016,0.00547946618782769,uniform_32bit,0.939349384129384,0.028676051610252558,0.7432803031435362,0.25342249839767245,0.08371775976759044,0.10857781658282882,0.7203835626331478,0.1859703107705633,0.8309374223120625,simd,simd,False
51,0.35325858098204316,0.8594163683815155,0.1448117829939912,0.19318693668869102,0.7610848466088375,0.33699560617275737,0.8105365979505398,zipfian_smallints,0.0,0.0,0.0,0.55,0.45,0.0,0.0045916615823764955,0.015910872079018378,0.567565070123847,0.411932396214758,zipfian_smallints,1.1215687953574738,0.034795200442167086,0.3487678980435666,0.8577458043895405,0.15783423051581522,0.20276709850549404,0.7464476037121973,0.31632344440730076,0.827490081604763,hybrid,hybrid,False
52,0.4118747742420106,1.0,0.2814102942796859,0.268443749567742,0.5640576547957797,0.43210962976213296,0.6922856513890164,clustered_ranges,0.3,0.0,0.0,0.0,0.7,0.29492599470284925,0.0,0.0,0.0,0.7050740052971508,clustered_ranges,0.8749997499025879,0.03729819681345205,0.4172833023837179,0.9800000000000001,0.29492599470284925,0.2842811750736498,0.5629069840788061,0.4070930159211939,0.6968710450852648,guarded_fallback,guarded_fallback,False
53,0.34522401476092474,0.7334198495641633,0.5290455016722515,0.5298529125331023,0.4981913275086521,0.5588709577783489,0.4219119426983371,low_entropy_repeating,0.4,0.0,0.2,0.4,0.0,0.3957124002509639,0.01293114609307608,0.19728626832421772,0.3940701853317425,0.0,low_entropy_repeating,1.6017694952588837,0.08313873264397653,0.31942817319279626,0.7030543005113385,0.5150424963836104,0.5098942211020159,0.4362771238559259,0.5643312898948768,0.4684894840924545,hybrid,coherent_local,True
54,0.6016063590379286,0.5715575142260794,0.43369701110857584,0.14123876712151318,0.5224435114735269,0.3502088196473465,0.6064680515720287,sequential_ids,0.0,0.35,0.0,0.3,0.35,0.09891191226286702,0.3016505403660104,0.08795759451560592,0.10742808637840134,0.40405186647711533,clustered_ranges,2.0341956264101264,0.03454761362320693,0.6108998541818277,0.5788469722679038,0.42956803595104576,0.13461754642430662,0.5221870110790657,0.38475985365708726,0.6281126078505151,hybrid,guarded_fallback,True
55,0.7551465927493645,0.5009909151504248,0.013104696070319275,0.011906854483213845,0.7196808529026908,0.07224741408418389,0.9313588396347595,uniform_32bit,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.4848393020794848,0.0,0.5151606979205151,clustered_ranges,0.9993367007742884,0.06529438015468166,0.7681776859357681,0.5048574839621048,0.0,0.005151606979205151,0.7560612488544359,0.1315160697920515,0.9315160697920514,guarded_fallback,guarded_fallback,False
56,0.2482055991590416,0.7954846442929153,1.0,0.755456035801467,0.07500332713439635,0.8757302843528767,0.07925161764003667,low_entropy_repeating,0.8,0.2,0.0,0.0,0.0,0.7890920597412725,0.18918976817114602,0.0,0.02171817208758139,0.0,low_entropy_repeating,0.8441034619699181,0.01181772053185205,0.2530892683039233,0.7906847562165121,0.9841457343760656,0.7493478963874496,0.06925687873211325,0.8628134615251233,0.07871636714067055,coherent_local,coherent_local,False
