window_id,new_dominant_prototype,new_residual,new_drift_score,updated_policy,prototype_memory_action,dominant_prototype_stability,memory_event
32,zipfian_smallints,0.4889637817478158,0.09099983419858826,hybrid,retain,0.49338978145786627,reuse
33,low_entropy_repeating,0.5479593787620218,0.12175556229572893,hybrid,retain,0.5555749236694901,activate
34,zipfian_smallints,0.5531651445609781,0.020561847283857453,hybrid,retain,0.49338978145786627,activate
35,low_entropy_repeating,0.44801242336251257,0.033671202929723754,hybrid,retain,0.5555749236694901,activate
36,clustered_ranges,0.41116569262218455,0.11175754734072021,hybrid,retain,0.41840979002848827,activate
37,uniform_32bit,0.46888886514506134,0.006459685274867108,hybrid,retain,0.5755958386992479,activate
38,uniform_32bit,0.49567569237250975,0.12190632839471906,hybrid,retain,0.5755958386992479,reuse
39,uniform_32bit,0.5798365445845893,0.2256931233003665,hybrid,retain,0.5755958386992479,reuse
40,uniform_32bit,0.43052309399840677,0.02660231403656546,hybrid,retain,0.5755958386992479,reuse
41,clustered_ranges,0.4933855731171918,0.0393529452344837,hybrid,retain,0.41840979002848827,activate
42,uniform_32bit,0.4493951600470096,0.07296045567918073,hybrid,retain,0.5755958386992479,activate
43,uniform_32bit,0.5332990115393822,0.08785242837226723,hybrid,retain,0.5755958386992479,reuse
44,uniform_32bit,0.4282173123587094,0.0037341472352178523,hybrid,retain,0.5755958386992479,reuse
45,low_entropy_repeating,0.4556846045463334,0.07731087245908398,hybrid,retain,0.5555749236694901,activate
46,zipfian_smallints,0.4865137260736443,0.1291369755511529,hybrid,retain,0.49338978145786627,activate
47,zipfian_smallints,0.45503522007304237,0.020752811679148768,hybrid,retain,0.49338978145786627,reuse
48,sequential_ids,0.4437386967732123,0.18642348662175823,hybrid,refresh,0.38084645871650274,recover
49,low_entropy_repeating,0.43893066603878067,0.12192446018681725,hybrid,retain,0.5555749236694901,activate
50,clustered_ranges,0.5265786506437122,0.09924754830529316,hybrid,retain,0.41840979002848827,activate
51,sequential_ids,0.47216810511709545,0.0779618736932283,hybrid,refresh,0.38084645871650274,recover
52,clustered_ranges,0.5023036100741041,0.057250825982960996,hybrid,retain,0.41840979002848827,activate
53,clustered_ranges,0.4187197118116376,0.01610312128401903,hybrid,retain,0.41840979002848827,reuse
54,low_entropy_repeating,0.5589545628205217,0.08799958067867192,hybrid,retain,0.5555749236694901,activate
55,clustered_ranges,0.47406808369450587,0.09429130698012715,hybrid,retain,0.41840979002848827,activate
56,uniform_32bit,0.4909691250681928,0.05945363845831314,hybrid,retain,0.5755958386992479,activate
57,sequential_ids,0.5353144355029944,0.10143782192308068,hybrid,refresh,0.38084645871650274,recover
58,zipfian_smallints,0.4891617218610953,0.018776548413974983,hybrid,retain,0.49338978145786627,activate
59,zipfian_smallints,0.4115920400377167,0.1625463966115625,hybrid,retain,0.49338978145786627,reuse
60,low_entropy_repeating,0.47102403933586995,0.06084063394320061,hybrid,retain,0.5555749236694901,activate
61,clustered_ranges,0.5530722146121101,0.0246477158978256,hybrid,retain,0.41840979002848827,activate
62,sequential_ids,0.5121663397344522,0.060269743857020525,hybrid,refresh,0.38084645871650274,recover
63,sequential_ids,0.4797439066639964,0.07182785507377437,hybrid,refresh,0.38084645871650274,recover
64,clustered_ranges,0.5503740930656859,0.08452924534508728,hybrid,retain,0.41840979002848827,activate
65,low_entropy_repeating,0.5121969396638428,0.022508605051551125,hybrid,retain,0.5555749236694901,activate
66,sequential_ids,0.4378384864853564,0.0190593469788186,hybrid,refresh,0.38084645871650274,recover
67,uniform_32bit,0.43609238165356246,0.0632938279649594,hybrid,retain,0.5755958386992479,activate
68,low_entropy_repeating,0.4136803641130218,0.08153157462972087,hybrid,retain,0.5555749236694901,activate
69,zipfian_smallints,0.45579152833332104,0.06361634528190196,hybrid,retain,0.49338978145786627,activate
70,low_entropy_repeating,0.5069057718501963,0.14686990537213718,hybrid,retain,0.5555749236694901,activate
71,uniform_32bit,0.472274716037505,0.04520286941646485,hybrid,retain,0.5755958386992479,activate
72,uniform_32bit,0.49212483956356107,0.08882866792268555,hybrid,retain,0.5755958386992479,reuse
73,low_entropy_repeating,0.42578059638833166,0.0845244890813937,hybrid,retain,0.5555749236694901,activate
74,zipfian_smallints,0.605873701876696,0.17384223056408352,hybrid,retain,0.49338978145786627,activate
75,uniform_32bit,0.437337832472059,0.0656308319225412,hybrid,retain,0.5755958386992479,activate
76,uniform_32bit,0.45046464930182567,0.09578025017951702,hybrid,retain,0.5755958386992479,reuse
77,uniform_32bit,0.5402926810444116,0.04354580811281957,hybrid,retain,0.5755958386992479,reuse
78,sequential_ids,0.37263554851306724,0.07186670397275462,hybrid,refresh,0.38084645871650274,recover
79,zipfian_smallints,0.4268792794070218,0.05352802863169631,hybrid,retain,0.49338978145786627,activate
80,low_entropy_repeating,0.5361930365396322,0.07528687228737216,hybrid,retain,0.5555749236694901,activate
81,sequential_ids,0.39211358043216843,0.006647737730450465,hybrid,refresh,0.38084645871650274,recover
82,uniform_32bit,0.4156288709362984,0.025160721077268015,hybrid,retain,0.5755958386992479,activate
83,sequential_ids,0.5718456764160657,0.22525335846202033,hybrid,refresh,0.38084645871650274,recover
84,clustered_ranges,0.46158755216059844,0.09707777754702548,hybrid,retain,0.41840979002848827,activate
85,low_entropy_repeating,0.5664348822202796,0.030657146078588125,hybrid,retain,0.5555749236694901,activate
86,clustered_ranges,0.5188668788030872,0.10173830372333094,hybrid,retain,0.41840979002848827,activate
87,low_entropy_repeating,0.461192196438495,0.07330885177419795,hybrid,retain,0.5555749236694901,activate
88,uniform_32bit,0.4680913128012667,0.06668062549955224,hybrid,retain,0.5755958386992479,activate
89,low_entropy_repeating,0.4916084944813128,0.052233639059049194,hybrid,retain,0.5555749236694901,activate
90,learned_drift_prototype,0.16357692612725697,0.27063579089099143,prototype_recovery,refresh,0.6,recover
91,learned_drift_prototype,0.1477714663834233,0.23758782041996018,prototype_recovery,refresh,0.6,recover
92,learned_drift_prototype,0.14265776737889338,0.2200042196545707,prototype_recovery,refresh,0.6,recover
93,learned_drift_prototype,0.10392209832285765,0.2358247130836654,prototype_recovery,refresh,0.6,recover
94,learned_drift_prototype,0.13513567007932553,0.32465841544652974,prototype_recovery,refresh,0.6,recover
95,learned_drift_prototype,0.21866774512376214,0.23929232762782504,prototype_recovery,refresh,0.6,recover
96,learned_drift_prototype,0.10184713951526164,0.1643794264008291,prototype_recovery,refresh,0.6,recover
97,learned_drift_prototype,0.19955714765444327,0.23313746125735693,prototype_recovery,refresh,0.6,recover
98,learned_drift_prototype,0.16400717016958055,0.13277070065129037,prototype_recovery,refresh,0.6,recover
99,learned_drift_prototype,0.18637192407790906,0.24272101691071815,prototype_recovery,refresh,0.6,recover
100,learned_drift_prototype,0.08447846577927612,0.19642375962750255,prototype_recovery,refresh,0.6,recover
101,learned_drift_prototype,0.153185860217826,0.2226233399178122,prototype_recovery,refresh,0.6,recover
102,learned_drift_prototype,0.12539144070982228,0.21482558659670195,prototype_recovery,refresh,0.6,recover
103,learned_drift_prototype,0.12740113108965576,0.22762812560512344,prototype_recovery,refresh,0.6,recover
104,learned_drift_prototype,0.2135745986496579,0.09166707795343512,prototype_recovery,refresh,0.6,recover
105,learned_drift_prototype,0.1281574867745158,0.22882562106862234,prototype_recovery,refresh,0.6,recover
106,learned_drift_prototype,0.15479969948435499,0.2014042709339355,prototype_recovery,refresh,0.6,recover
107,learned_drift_prototype,0.052163910876070876,0.23639977418570549,prototype_recovery,refresh,0.6,recover
108,learned_drift_prototype,0.22636751070820926,0.14330692975419312,prototype_recovery,refresh,0.6,recover
109,learned_drift_prototype,0.18319140068490944,0.2035737388438553,prototype_recovery,refresh,0.6,recover
110,learned_drift_prototype,0.13693378270855766,0.16735507446480255,prototype_recovery,refresh,0.6,recover
111,learned_drift_prototype,0.12327719138220618,0.28500222973494793,prototype_recovery,refresh,0.6,recover
112,learned_drift_prototype,0.16913276209938538,0.3066155802704972,prototype_recovery,refresh,0.6,recover
113,learned_drift_prototype,0.1988705944488847,0.2419543339464788,prototype_recovery,refresh,0.6,recover
114,learned_drift_prototype,0.2271967263083896,0.24194965793691495,prototype_recovery,refresh,0.6,recover
115,learned_drift_prototype,0.18139940883985295,0.20517145232326459,prototype_recovery,refresh,0.6,recover
116,learned_drift_prototype,0.14332729079296025,0.18512880883498617,prototype_recovery,refresh,0.6,recover
117,learned_drift_prototype,0.18947919672974267,0.1610848188442567,prototype_recovery,refresh,0.6,recover
118,learned_drift_prototype,0.17911751712088309,0.21046744712474202,prototype_recovery,refresh,0.6,recover
119,learned_drift_prototype,0.19856235467336597,0.257543449436563,prototype_recovery,refresh,0.6,recover
120,learned_drift_prototype,0.23103230788234008,0.2565387345569322,prototype_recovery,refresh,0.6,recover
121,learned_drift_prototype,0.06139798721733797,0.21665234135508996,prototype_recovery,refresh,0.6,recover
122,learned_drift_prototype,0.08139964037025921,0.19408600788168626,prototype_recovery,refresh,0.6,recover
123,learned_drift_prototype,0.2155614216638361,0.2518766905448848,prototype_recovery,refresh,0.6,recover
124,learned_drift_prototype,0.1050534785710627,0.16931413167798004,prototype_recovery,refresh,0.6,recover
125,learned_drift_prototype,0.14163910464381305,0.1591719925309436,prototype_recovery,refresh,0.6,recover
126,learned_drift_prototype,0.10644298613017095,0.2356004735775622,prototype_recovery,refresh,0.6,recover
127,learned_drift_prototype,0.1977656018053348,0.250438073611222,prototype_recovery,refresh,0.6,recover
128,learned_drift_prototype,0.025435524570095014,0.235218336451513,prototype_recovery,refresh,0.6,recover
129,learned_drift_prototype,0.1436016786616289,0.24069451426863464,prototype_recovery,refresh,0.6,recover
130,learned_drift_prototype,0.22081048408256038,0.11683808615976285,prototype_recovery,refresh,0.6,recover
131,learned_drift_prototype,0.11044482874044473,0.24954531613966774,prototype_recovery,refresh,0.6,recover
132,learned_drift_prototype,0.06092028002730289,0.29379745240267546,prototype_recovery,refresh,0.6,recover
133,learned_drift_prototype,0.15841783063503292,0.2623291992921702,prototype_recovery,refresh,0.6,recover
134,learned_drift_prototype,0.11145281692391029,0.26068818449831055,prototype_recovery,refresh,0.6,recover
135,learned_drift_prototype,0.19342357779945193,0.23164390100685842,prototype_recovery,refresh,0.6,recover
136,learned_drift_prototype,0.15172004463493483,0.23351716196408628,prototype_recovery,refresh,0.6,recover
137,learned_drift_prototype,0.09683273676303092,0.21262356598798235,prototype_recovery,refresh,0.6,recover
138,learned_drift_prototype,0.13237387337738207,0.23916969321767476,prototype_recovery,refresh,0.6,recover
139,learned_drift_prototype,0.18999121234551475,0.16707319590107952,prototype_recovery,refresh,0.6,recover
140,learned_drift_prototype,0.13374954848402112,0.2940727773829487,prototype_recovery,refresh,0.6,recover
141,learned_drift_prototype,0.1028205885593718,0.178887499135484,prototype_recovery,refresh,0.6,recover
142,learned_drift_prototype,0.1501153095915597,0.262219259524266,prototype_recovery,refresh,0.6,recover
143,learned_drift_prototype,0.14057130277803298,0.28644802952184945,prototype_recovery,refresh,0.6,recover
144,learned_drift_prototype,0.18283969912832637,0.2620910033445031,prototype_recovery,refresh,0.6,recover
145,learned_drift_prototype,0.16770582506620468,0.33638265501730424,prototype_recovery,refresh,0.6,recover
146,clustered_ranges,0.3798238853966743,0.16021271807585707,hybrid,retain,0.41840979002848827,activate
147,zipfian_smallints,0.4571150284521587,0.08539402221715166,hybrid,retain,0.49338978145786627,activate
148,low_entropy_repeating,0.3998870229470537,0.017417639294693033,hybrid,retain,0.5555749236694901,activate
149,uniform_32bit,0.3999361031440573,0.040293185498728804,hybrid,retain,0.5755958386992479,activate
150,low_entropy_repeating,0.5062093921406385,0.09381370896642768,hybrid,retain,0.5555749236694901,activate
151,sequential_ids,0.40936170580538167,0.03550517183163221,hybrid,refresh,0.38084645871650274,recover
152,low_entropy_repeating,0.4564111983180832,0.1029692885858306,hybrid,retain,0.5555749236694901,activate
153,clustered_ranges,0.5150976813110635,0.0869120716029341,hybrid,retain,0.41840979002848827,activate
154,zipfian_smallints,0.4914605687057534,0.10650323528007334,hybrid,retain,0.49338978145786627,activate
155,low_entropy_repeating,0.44476633685650585,0.07101942930842707,hybrid,retain,0.5555749236694901,activate
156,clustered_ranges,0.5210264237708709,0.0603129413887714,hybrid,retain,0.41840979002848827,activate
157,zipfian_smallints,0.5060583627866057,0.06670806040423105,hybrid,retain,0.49338978145786627,activate
158,low_entropy_repeating,0.5214759521012037,0.019653018552707804,hybrid,retain,0.5555749236694901,activate
159,low_entropy_repeating,0.4151763835962619,0.005890730127858956,hybrid,retain,0.5555749236694901,reuse
160,sequential_ids,0.44608677799224117,0.11747169498638702,hybrid,refresh,0.38084645871650274,recover
161,clustered_ranges,0.46575579668087125,0.0898895040970926,hybrid,retain,0.41840979002848827,activate
162,clustered_ranges,0.5463843066133846,0.07654310326369303,hybrid,retain,0.41840979002848827,reuse
163,zipfian_smallints,0.5476792944784699,0.08460633292170547,hybrid,retain,0.49338978145786627,activate
164,low_entropy_repeating,0.4502799823900632,0.005973174371749185,hybrid,retain,0.5555749236694901,activate
165,clustered_ranges,0.43559330731331736,0.06209916559627854,hybrid,retain,0.41840979002848827,activate
166,low_entropy_repeating,0.5660384915582992,0.010890924231148,hybrid,retain,0.5555749236694901,activate
167,zipfian_smallints,0.4996413734129959,0.02797280304212328,hybrid,retain,0.49338978145786627,activate
168,low_entropy_repeating,0.4734456674656137,0.011545291292376525,hybrid,retain,0.5555749236694901,activate
169,low_entropy_repeating,0.5264148495784242,0.04974996435956345,hybrid,retain,0.5555749236694901,reuse
170,zipfian_smallints,0.42651237943551545,0.04728583616562223,hybrid,retain,0.49338978145786627,activate
171,low_entropy_repeating,0.5013945220347459,0.07053778295317972,hybrid,retain,0.5555749236694901,activate
172,clustered_ranges,0.49809609269644217,0.14603308277640836,hybrid,retain,0.41840979002848827,activate
173,uniform_32bit,0.462860692456781,0.006157109157713406,hybrid,retain,0.5755958386992479,activate
174,uniform_32bit,0.4634255913951372,0.13572962222886886,hybrid,retain,0.5755958386992479,reuse
175,zipfian_smallints,0.4991688556591235,0.07344312348983276,hybrid,retain,0.49338978145786627,activate
176,zipfian_smallints,0.577550628006315,0.18384902645268766,hybrid,retain,0.49338978145786627,reuse
177,uniform_32bit,0.4834690567566389,0.08800952966585376,hybrid,retain,0.5755958386992479,activate
178,low_entropy_repeating,0.4377169483616326,0.09665351863091276,hybrid,retain,0.5555749236694901,activate
179,sequential_ids,0.47870685760230713,0.09569541057287768,hybrid,refresh,0.38084645871650274,recover
180,low_entropy_repeating,0.40052162533455155,0.02364917179956459,hybrid,retain,0.5555749236694901,activate
181,uniform_32bit,0.4241307943505196,0.05706623575303335,hybrid,retain,0.5755958386992479,activate
182,sequential_ids,0.5768615581214758,0.1352996684953649,hybrid,refresh,0.38084645871650274,recover
183,uniform_32bit,0.4318954441829186,0.09738542262254785,hybrid,retain,0.5755958386992479,activate
184,uniform_32bit,0.46578180809799524,0.0892662824707691,hybrid,retain,0.5755958386992479,reuse
185,zipfian_smallints,0.5109585558487697,0.06303707580579923,hybrid,retain,0.49338978145786627,activate
186,sequential_ids,0.4229030886928798,0.08031695311811342,hybrid,refresh,0.38084645871650274,recover
187,uniform_32bit,0.6098836863297916,0.09115398713126376,hybrid,retain,0.5755958386992479,activate
188,clustered_ranges,0.48457600890866037,0.10903885476648983,hybrid,retain,0.41840979002848827,activate
189,zipfian_smallints,0.47716084028036543,0.07147962094178978,hybrid,retain,0.49338978145786627,activate
190,sequential_ids,0.5015150679478777,0.0374231405407116,hybrid,refresh,0.38084645871650274,recover
191,zipfian_smallints,0.5132792618156714,0.1342643502222955,hybrid,retain,0.49338978145786627,activate
192,clustered_ranges,0.4656875633222154,0.1026982789654348,hybrid,retain,0.41840979002848827,activate
193,low_entropy_repeating,0.46456634722267937,0.12677735627325748,hybrid,retain,0.5555749236694901,activate
194,low_entropy_repeating,0.46321963159406765,0.019540599756199886,hybrid,retain,0.5555749236694901,reuse
195,zipfian_smallints,0.40524695848863973,0.14819311149069547,hybrid,retain,0.49338978145786627,activate
196,zipfian_smallints,0.44402598833576046,0.0048748271979551505,hybrid,retain,0.49338978145786627,reuse
197,low_entropy_repeating,0.3317735581079174,0.052825224603368276,hybrid,retain,0.5555749236694901,activate
198,low_entropy_repeating,0.5017442135731823,0.05202138569752553,hybrid,retain,0.5555749236694901,reuse
199,clustered_ranges,0.5032540104750153,0.0019520823502778561,hybrid,retain,0.41840979002848827,activate
200,zipfian_smallints,0.4849738736507869,0.07569496740894757,hybrid,retain,0.49338978145786627,activate
201,sequential_ids,0.519540306084504,0.09723226131180263,hybrid,refresh,0.38084645871650274,recover
202,uniform_32bit,0.445581385888462,0.1248907704205274,hybrid,retain,0.5755958386992479,activate
203,low_entropy_repeating,0.5614468473811995,0.03149252401742937,hybrid,retain,0.5555749236694901,activate
204,sequential_ids,0.5467892168160117,0.07043280066524699,hybrid,refresh,0.38084645871650274,recover
205,clustered_ranges,0.5501910696033279,0.05787321440539081,hybrid,retain,0.41840979002848827,activate
206,sequential_ids,0.4865742908402726,0.09291144116613476,hybrid,refresh,0.38084645871650274,recover
207,low_entropy_repeating,0.5582359010834952,0.06191147612779144,hybrid,retain,0.5555749236694901,activate
208,sequential_ids,0.45757178959858225,0.10261669753215694,hybrid,refresh,0.38084645871650274,recover
209,low_entropy_repeating,0.40171204639097424,0.11187354513255607,hybrid,retain,0.5555749236694901,activate
210,low_entropy_repeating,0.5373906330366781,0.03971301524502359,hybrid,retain,0.5555749236694901,reuse
211,uniform_32bit,0.44067171124479154,0.0043234075617051,hybrid,retain,0.5755958386992479,activate
212,clustered_ranges,0.49238329505544715,0.07103866872751226,hybrid,retain,0.41840979002848827,activate
213,clustered_ranges,0.46733112155259926,0.07204075643099696,hybrid,retain,0.41840979002848827,reuse
214,zipfian_smallints,0.4295731979028446,0.11534248204495254,hybrid,retain,0.49338978145786627,activate
215,low_entropy_repeating,0.5131332985192741,0.09925189688280506,hybrid,retain,0.5555749236694901,activate
216,sequential_ids,0.49482090004043294,0.1817536651365534,hybrid,refresh,0.38084645871650274,recover
217,uniform_32bit,0.4756452914473745,0.06464583908327116,hybrid,retain,0.5755958386992479,activate
218,sequential_ids,0.42838686647110813,0.017776410619946233,hybrid,refresh,0.38084645871650274,recover
219,uniform_32bit,0.4355601343384541,0.07646598091739644,hybrid,retain,0.5755958386992479,activate
