window_id,child_route,new_dominant_prototype,updated_policy,macro_route,macro_changed,child_changed,policy_changed,macro_switch_rate,child_switch_rate,policy_switch_rate,compressed_route_stability,macro_compression_residual,compression_quality
61,zipfian_smallints,zipfian_smallints,hybrid,macro_0,True,True,True,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.26666666666666666,0.25520921012980147,0.7966799414231432
62,sequential_ids,sequential_ids,hybrid,macro_3,True,True,False,0.7333333333333333,0.7333333333333333,0.6666666666666666,0.28,0.0,1.0
63,clustered_ranges,clustered_ranges,guarded_fallback,macro_1,True,True,True,0.7333333333333333,0.7333333333333333,0.6666666666666666,0.28,0.0,1.0
64,uniform_32bit,uniform_32bit,simd,macro_4,True,True,True,0.8,0.8,0.7333333333333333,0.21333333333333326,0.0,1.0
65,sequential_ids,sequential_ids,hybrid,macro_3,True,True,True,0.8666666666666667,0.8666666666666667,0.8,0.1466666666666665,0.0,1.0
66,clustered_ranges,clustered_ranges,guarded_fallback,macro_1,True,True,True,0.8666666666666667,0.8666666666666667,0.8,0.1466666666666665,0.0,1.0
67,sequential_ids,sequential_ids,hybrid,macro_3,True,True,True,0.8666666666666667,0.8666666666666667,0.8,0.1466666666666665,0.0,1.0
68,low_entropy_repeating,low_entropy_repeating,coherent_local,macro_2,True,True,True,0.8666666666666667,0.8666666666666667,0.8,0.1466666666666665,0.0,1.0
69,uniform_32bit,uniform_32bit,simd,macro_4,True,True,True,0.9333333333333333,0.9333333333333333,0.8666666666666667,0.0799999999999999,0.0,1.0
70,zipfian_smallints,zipfian_smallints,hybrid,macro_0,True,True,True,0.9333333333333333,0.9333333333333333,0.8666666666666667,0.0799999999999999,0.25520921012980147,0.7966799414231432
71,low_entropy_repeating,low_entropy_repeating,coherent_local,macro_2,True,True,True,0.9333333333333333,0.9333333333333333,0.8666666666666667,0.0799999999999999,0.0,1.0
72,uniform_32bit,uniform_32bit,simd,macro_4,True,True,True,0.9333333333333333,0.9333333333333333,0.8666666666666667,0.0799999999999999,0.0,1.0
73,low_entropy_repeating,low_entropy_repeating,coherent_local,macro_2,True,True,True,0.9333333333333333,0.9333333333333333,0.8666666666666667,0.0799999999999999,0.0,1.0
74,zipfian_smallints,zipfian_smallints,hybrid,macro_0,True,True,True,1.0,1.0,0.9333333333333333,0.01333333333333328,0.25520921012980147,0.7966799414231432
75,uniform_32bit,uniform_32bit,simd,macro_4,True,True,True,1.0,1.0,0.9333333333333333,0.01333333333333328,0.0,1.0
76,sequential_ids,sequential_ids,hybrid,macro_3,True,True,True,1.0,1.0,0.9333333333333333,0.01333333333333328,0.0,1.0
77,sequential_ids,sequential_ids,hybrid,macro_3,False,False,False,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06666666666666657,0.0,1.0
78,uniform_32bit,uniform_32bit,simd,macro_4,True,True,True,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06666666666666657,0.0,1.0
79,zipfian_smallints,zipfian_smallints,hybrid,macro_0,True,True,True,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06666666666666657,0.25520921012980147,0.7966799414231432
80,clustered_ranges,clustered_ranges,guarded_fallback,macro_1,True,True,True,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06666666666666657,0.0,1.0
81,uniform_32bit,uniform_32bit,simd,macro_4,True,True,True,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06666666666666657,0.0,1.0
82,low_entropy_repeating,low_entropy_repeating,coherent_local,macro_2,True,True,True,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06666666666666657,0.0,1.0
83,clustered_ranges,clustered_ranges,guarded_fallback,macro_1,True,True,True,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06666666666666657,0.0,1.0
84,zipfian_smallints,zipfian_smallints,hybrid,macro_0,True,True,True,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06666666666666657,0.25520921012980147,0.7966799414231432
85,zipfian_smallints,zipfian_smallints,hybrid,macro_0,False,False,False,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.1333333333333332,0.25520921012980147,0.7966799414231432
86,low_entropy_repeating,low_entropy_repeating,coherent_local,macro_2,True,True,True,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.1333333333333332,0.0,1.0
87,sequential_ids,sequential_ids,hybrid,macro_3,True,True,True,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.1333333333333332,0.0,1.0
88,zipfian_smallints,zipfian_smallints,hybrid,macro_0,True,True,False,0.8666666666666667,0.8666666666666667,0.8,0.1466666666666665,0.25520921012980147,0.7966799414231432
89,clustered_ranges,clustered_ranges,guarded_fallback,macro_1,True,True,True,0.8666666666666667,0.8666666666666667,0.8,0.1466666666666665,0.0,1.0
90,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,True,True,True,0.8666666666666667,0.8666666666666667,0.8,0.1466666666666665,0.2597665174535479,0.7937978872635607
91,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.8,0.8,0.7333333333333333,0.21333333333333326,0.2597665174535479,0.7937978872635607
92,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.8,0.8,0.7333333333333333,0.21333333333333326,0.2597665174535479,0.7937978872635607
93,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.7333333333333333,0.7333333333333333,0.6666666666666666,0.28,0.2597665174535479,0.7937978872635607
94,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.6666666666666666,0.6666666666666666,0.6,0.3466666666666667,0.2597665174535479,0.7937978872635607
95,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.6,0.6,0.5333333333333333,0.4133333333333332,0.2597665174535479,0.7937978872635607
96,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.5333333333333333,0.5333333333333333,0.4666666666666667,0.48000000000000004,0.2597665174535479,0.7937978872635607
97,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.4666666666666667,0.4666666666666667,0.4,0.5466666666666666,0.2597665174535479,0.7937978872635607
98,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.4,0.4,0.3333333333333333,0.6133333333333334,0.2597665174535479,0.7937978872635607
99,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.6799999999999999,0.2597665174535479,0.7937978872635607
100,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.6799999999999999,0.2597665174535479,0.7937978872635607
101,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.26666666666666666,0.26666666666666666,0.2,0.7466666666666666,0.2597665174535479,0.7937978872635607
102,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.2,0.2,0.13333333333333333,0.8133333333333334,0.2597665174535479,0.7937978872635607
103,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.8666666666666667,0.2597665174535479,0.7937978872635607
104,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.9333333333333333,0.2597665174535479,0.7937978872635607
105,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
106,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
107,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
108,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
109,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
110,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
111,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
112,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
113,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
114,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
115,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
116,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
117,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
118,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
119,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
120,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
121,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
122,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
123,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
124,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
125,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
126,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
127,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
128,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
129,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
130,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
131,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
132,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
133,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
134,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
135,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
136,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
137,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
138,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
139,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
140,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
141,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
142,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
143,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
144,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
145,learned_drift_prototype,learned_drift_prototype,prototype_recovery,macro_0,False,False,False,0.0,0.0,0.0,1.0,0.2597665174535479,0.7937978872635607
146,uniform_32bit,uniform_32bit,simd,macro_4,True,True,True,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.9333333333333333,0.0,1.0
147,clustered_ranges,clustered_ranges,guarded_fallback,macro_1,True,True,True,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.8666666666666667,0.0,1.0
148,clustered_ranges,clustered_ranges,guarded_fallback,macro_1,False,False,False,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.8666666666666667,0.0,1.0
149,sequential_ids,sequential_ids,hybrid,macro_3,True,True,True,0.2,0.2,0.2,0.7999999999999999,0.0,1.0
150,clustered_ranges,clustered_ranges,guarded_fallback,macro_1,True,True,True,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.7333333333333333,0.0,1.0
151,sequential_ids,sequential_ids,hybrid,macro_3,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,1.0
152,sequential_ids,sequential_ids,hybrid,macro_3,False,False,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,1.0
153,zipfian_smallints,zipfian_smallints,hybrid,macro_0,True,True,False,0.4,0.4,0.3333333333333333,0.6133333333333334,0.25520921012980147,0.7966799414231432
154,zipfian_smallints,zipfian_smallints,hybrid,macro_0,False,False,False,0.4,0.4,0.3333333333333333,0.6133333333333334,0.25520921012980147,0.7966799414231432
155,low_entropy_repeating,low_entropy_repeating,coherent_local,macro_2,True,True,True,0.4666666666666667,0.4666666666666667,0.4,0.5466666666666666,0.0,1.0
156,clustered_ranges,clustered_ranges,guarded_fallback,macro_1,True,True,True,0.5333333333333333,0.5333333333333333,0.4666666666666667,0.48000000000000004,0.0,1.0
157,low_entropy_repeating,low_entropy_repeating,coherent_local,macro_2,True,True,True,0.6,0.6,0.5333333333333333,0.4133333333333332,0.0,1.0
158,clustered_ranges,clustered_ranges,guarded_fallback,macro_1,True,True,True,0.6666666666666666,0.6666666666666666,0.6,0.3466666666666667,0.0,1.0
159,low_entropy_repeating,low_entropy_repeating,coherent_local,macro_2,True,True,True,0.7333333333333333,0.7333333333333333,0.6666666666666666,0.28,0.0,1.0
160,zipfian_smallints,zipfian_smallints,hybrid,macro_0,True,True,True,0.8,0.8,0.7333333333333333,0.21333333333333326,0.25520921012980147,0.7966799414231432
161,zipfian_smallints,zipfian_smallints,hybrid,macro_0,False,False,False,0.7333333333333333,0.7333333333333333,0.6666666666666666,0.28,0.25520921012980147,0.7966799414231432
162,zipfian_smallints,zipfian_smallints,hybrid,macro_0,False,False,False,0.6666666666666666,0.6666666666666666,0.6,0.3466666666666667,0.25520921012980147,0.7966799414231432
163,zipfian_smallints,zipfian_smallints,hybrid,macro_0,False,False,False,0.6666666666666666,0.6666666666666666,0.6,0.3466666666666667,0.25520921012980147,0.7966799414231432
164,uniform_32bit,uniform_32bit,simd,macro_4,True,True,True,0.6666666666666666,0.6666666666666666,0.6,0.3466666666666667,0.0,1.0
165,zipfian_smallints,zipfian_smallints,hybrid,macro_0,True,True,True,0.6666666666666666,0.6666666666666666,0.6,0.3466666666666667,0.25520921012980147,0.7966799414231432
166,sequential_ids,sequential_ids,hybrid,macro_3,True,True,False,0.6666666666666666,0.6666666666666666,0.5333333333333333,0.36,0.0,1.0
167,zipfian_smallints,zipfian_smallints,hybrid,macro_0,True,True,False,0.7333333333333333,0.7333333333333333,0.5333333333333333,0.30666666666666664,0.25520921012980147,0.7966799414231432
168,uniform_32bit,uniform_32bit,simd,macro_4,True,True,True,0.7333333333333333,0.7333333333333333,0.6,0.29333333333333333,0.0,1.0
169,uniform_32bit,uniform_32bit,simd,macro_4,False,False,False,0.7333333333333333,0.7333333333333333,0.6,0.29333333333333333,0.0,1.0
170,uniform_32bit,uniform_32bit,simd,macro_4,False,False,False,0.6666666666666666,0.6666666666666666,0.5333333333333333,0.36,0.0,1.0
171,uniform_32bit,uniform_32bit,simd,macro_4,False,False,False,0.6,0.6,0.4666666666666667,0.4266666666666666,0.0,1.0
172,low_entropy_repeating,low_entropy_repeating,coherent_local,macro_2,True,True,True,0.6,0.6,0.4666666666666667,0.4266666666666666,0.0,1.0
173,low_entropy_repeating,low_entropy_repeating,coherent_local,macro_2,False,False,False,0.5333333333333333,0.5333333333333333,0.4,0.49333333333333335,0.0,1.0
174,sequential_ids,sequential_ids,hybrid,macro_3,True,True,True,0.5333333333333333,0.5333333333333333,0.4,0.49333333333333335,0.0,1.0
175,low_entropy_repeating,low_entropy_repeating,coherent_local,macro_2,True,True,True,0.5333333333333333,0.5333333333333333,0.4,0.49333333333333335,0.0,1.0
176,uniform_32bit,uniform_32bit,simd,macro_4,True,True,True,0.6,0.6,0.4666666666666667,0.4266666666666666,0.0,1.0
