hardware_profile,architecture,window_id,truth_regime,coherence_score,hardware_pressure_proxy,selected_policy,selected_throughput,best_possible_policy,best_possible_throughput,fixed_scalar_throughput,fixed_simd_throughput,selected_efficiency,reference_policy,matches_reference_policy
avx512_linux,x86_64,5,sequential_ids,0.56,0.25,simd,2093.984875,simd,2093.984875,1277.305875,2093.984875,1.0,scalar,False
avx512_linux,x86_64,6,sequential_ids,0.56,0.25,simd,2093.984875,simd,2093.984875,1277.305875,2093.984875,1.0,scalar,False
avx512_linux,x86_64,7,sequential_ids,0.56,0.25,simd,2093.984875,simd,2093.984875,1277.305875,2093.984875,1.0,scalar,False
avx512_linux,x86_64,8,uniform_32bit,0.04,0.91,simd,2714.38579,simd,2714.38579,1029.5946099999999,2714.38579,1.0,hybrid,False
avx512_linux,x86_64,9,uniform_32bit,0.04,0.91,simd,2714.38579,simd,2714.38579,1029.5946099999999,2714.38579,1.0,hybrid,False
avx512_linux,x86_64,10,uniform_32bit,0.04,0.91,simd,2714.38579,simd,2714.38579,1029.5946099999999,2714.38579,1.0,hybrid,False
avx512_linux,x86_64,11,uniform_32bit,0.04,0.91,simd,2714.38579,simd,2714.38579,1029.5946099999999,2714.38579,1.0,hybrid,False
avx512_linux,x86_64,12,zipfian_smallints,0.35,0.78,simd,2147.5167,simd,2147.5167,1125.5949600000001,2147.5167,1.0,hybrid,False
avx512_linux,x86_64,13,zipfian_smallints,0.35,0.78,simd,2147.5167,simd,2147.5167,1125.5949600000001,2147.5167,1.0,hybrid,False
avx512_linux,x86_64,14,zipfian_smallints,0.35,0.78,simd,2147.5167,simd,2147.5167,1125.5949600000001,2147.5167,1.0,hybrid,False
avx512_linux,x86_64,15,zipfian_smallints,0.35,0.78,simd,2147.5167,simd,2147.5167,1125.5949600000001,2147.5167,1.0,hybrid,False
avx512_linux,x86_64,16,clustered_ranges,0.12,0.99,simd,1355.407655,simd,1355.407655,841.28751,1355.407655,1.0,guarded_fallback,False
avx512_linux,x86_64,17,clustered_ranges,0.12,0.99,simd,1355.407655,simd,1355.407655,841.28751,1355.407655,1.0,guarded_fallback,False
avx512_linux,x86_64,18,clustered_ranges,0.12,0.99,simd,1355.407655,simd,1355.407655,841.28751,1355.407655,1.0,guarded_fallback,False
avx512_linux,x86_64,19,clustered_ranges,0.12,0.99,simd,1355.407655,simd,1355.407655,841.28751,1355.407655,1.0,guarded_fallback,False
avx512_linux,x86_64,20,sequential_ids,0.56,0.25,simd,2093.984875,simd,2093.984875,1277.305875,2093.984875,1.0,scalar,False
avx512_linux,x86_64,21,sequential_ids,0.56,0.25,simd,2093.984875,simd,2093.984875,1277.305875,2093.984875,1.0,scalar,False
avx512_linux,x86_64,22,sequential_ids,0.56,0.25,simd,2093.984875,simd,2093.984875,1277.305875,2093.984875,1.0,scalar,False
avx512_linux,x86_64,23,sequential_ids,0.56,0.25,simd,2093.984875,simd,2093.984875,1277.305875,2093.984875,1.0,scalar,False
avx512_linux,x86_64,24,uniform_32bit,0.04,0.91,simd,2714.38579,simd,2714.38579,1029.5946099999999,2714.38579,1.0,hybrid,False
avx512_linux,x86_64,25,uniform_32bit,0.04,0.91,simd,2714.38579,simd,2714.38579,1029.5946099999999,2714.38579,1.0,hybrid,False
avx512_linux,x86_64,26,uniform_32bit,0.04,0.91,simd,2714.38579,simd,2714.38579,1029.5946099999999,2714.38579,1.0,hybrid,False
avx512_linux,x86_64,27,uniform_32bit,0.04,0.91,simd,2714.38579,simd,2714.38579,1029.5946099999999,2714.38579,1.0,hybrid,False
avx512_linux,x86_64,28,low_entropy_repeating,0.98,0.01,simd,2029.67114,simd,2029.67114,1567.246065,2029.67114,1.0,coherent_local,False
avx512_linux,x86_64,29,low_entropy_repeating,0.98,0.01,simd,2029.67114,simd,2029.67114,1567.246065,2029.67114,1.0,coherent_local,False
avx512_linux,x86_64,30,low_entropy_repeating,0.98,0.01,simd,2029.67114,simd,2029.67114,1567.246065,2029.67114,1.0,coherent_local,False
avx512_linux,x86_64,31,low_entropy_repeating,0.98,0.01,simd,2029.67114,simd,2029.67114,1567.246065,2029.67114,1.0,coherent_local,False
neon_arm64,arm64,0,low_entropy_repeating,0.98,0.01,coherent_local,1870.055727445652,coherent_local,1870.055727445652,1732.7027024999998,1540.18018,1.0,coherent_local,True
neon_arm64,arm64,1,low_entropy_repeating,0.98,0.01,coherent_local,1870.055727445652,coherent_local,1870.055727445652,1732.7027024999998,1540.18018,1.0,coherent_local,True
neon_arm64,arm64,2,low_entropy_repeating,0.98,0.01,coherent_local,1870.055727445652,coherent_local,1870.055727445652,1732.7027024999998,1540.18018,1.0,coherent_local,True
neon_arm64,arm64,3,low_entropy_repeating,0.98,0.01,coherent_local,1870.055727445652,coherent_local,1870.055727445652,1732.7027024999998,1540.18018,1.0,coherent_local,True
neon_arm64,arm64,4,sequential_ids,0.56,0.25,simd,1551.6754137500002,simd,1599.6653750000003,1421.6461875,1599.6653750000003,0.97,scalar,False
neon_arm64,arm64,5,sequential_ids,0.56,0.25,simd,1599.6653750000003,simd,1599.6653750000003,1421.6461875,1599.6653750000003,1.0,scalar,False
neon_arm64,arm64,6,sequential_ids,0.56,0.25,simd,1599.6653750000003,simd,1599.6653750000003,1421.6461875,1599.6653750000003,1.0,scalar,False
neon_arm64,arm64,7,sequential_ids,0.56,0.25,simd,1599.6653750000003,simd,1599.6653750000003,1421.6461875,1599.6653750000003,1.0,scalar,False
neon_arm64,arm64,8,uniform_32bit,0.04,0.91,simd,2112.25223,simd,2112.25223,1167.297285,2112.25223,1.0,hybrid,False
neon_arm64,arm64,9,uniform_32bit,0.04,0.91,simd,2112.25223,simd,2112.25223,1167.297285,2112.25223,1.0,hybrid,False
neon_arm64,arm64,10,uniform_32bit,0.04,0.91,simd,2112.25223,simd,2112.25223,1167.297285,2112.25223,1.0,hybrid,False
neon_arm64,arm64,11,uniform_32bit,0.04,0.91,simd,2112.25223,simd,2112.25223,1167.297285,2112.25223,1.0,hybrid,False
neon_arm64,arm64,12,zipfian_smallints,0.35,0.78,hybrid,1619.6333545175003,hybrid,1669.7251077500002,1271.49876,1665.0579000000002,0.97,hybrid,True
neon_arm64,arm64,13,zipfian_smallints,0.35,0.78,hybrid,1669.7251077500002,hybrid,1669.7251077500002,1271.49876,1665.0579000000002,1.0,hybrid,True
neon_arm64,arm64,14,zipfian_smallints,0.35,0.78,hybrid,1669.7251077500002,hybrid,1669.7251077500002,1271.49876,1665.0579000000002,1.0,hybrid,True
neon_arm64,arm64,15,zipfian_smallints,0.35,0.78,hybrid,1669.7251077500002,hybrid,1669.7251077500002,1271.49876,1665.0579000000002,1.0,hybrid,True
neon_arm64,arm64,16,clustered_ranges,0.12,0.99,guarded_fallback,1249.318421220159,guarded_fallback,1287.9571352785144,955.9459349999998,1057.1042349999998,0.9700000000000001,guarded_fallback,True
neon_arm64,arm64,17,clustered_ranges,0.12,0.99,guarded_fallback,1287.9571352785144,guarded_fallback,1287.9571352785144,955.9459349999998,1057.1042349999998,1.0,guarded_fallback,True
neon_arm64,arm64,18,clustered_ranges,0.12,0.99,guarded_fallback,1287.9571352785144,guarded_fallback,1287.9571352785144,955.9459349999998,1057.1042349999998,1.0,guarded_fallback,True
neon_arm64,arm64,19,clustered_ranges,0.12,0.99,guarded_fallback,1287.9571352785144,guarded_fallback,1287.9571352785144,955.9459349999998,1057.1042349999998,1.0,guarded_fallback,True
neon_arm64,arm64,20,sequential_ids,0.56,0.25,simd,1551.6754137500002,simd,1599.6653750000003,1421.6461875,1599.6653750000003,0.97,scalar,False
neon_arm64,arm64,21,sequential_ids,0.56,0.25,simd,1599.6653750000003,simd,1599.6653750000003,1421.6461875,1599.6653750000003,1.0,scalar,False
neon_arm64,arm64,22,sequential_ids,0.56,0.25,simd,1599.6653750000003,simd,1599.6653750000003,1421.6461875,1599.6653750000003,1.0,scalar,False
neon_arm64,arm64,23,sequential_ids,0.56,0.25,simd,1599.6653750000003,simd,1599.6653750000003,1421.6461875,1599.6653750000003,1.0,scalar,False
neon_arm64,arm64,24,uniform_32bit,0.04,0.91,simd,2112.25223,simd,2112.25223,1167.297285,2112.25223,1.0,hybrid,False
neon_arm64,arm64,25,uniform_32bit,0.04,0.91,simd,2112.25223,simd,2112.25223,1167.297285,2112.25223,1.0,hybrid,False
neon_arm64,arm64,26,uniform_32bit,0.04,0.91,simd,2112.25223,simd,2112.25223,1167.297285,2112.25223,1.0,hybrid,False
neon_arm64,arm64,27,uniform_32bit,0.04,0.91,simd,2112.25223,simd,2112.25223,1167.297285,2112.25223,1.0,hybrid,False
neon_arm64,arm64,28,low_entropy_repeating,0.98,0.01,coherent_local,1813.9540556222826,coherent_local,1870.055727445652,1732.7027024999998,1540.18018,0.97,coherent_local,True
neon_arm64,arm64,29,low_entropy_repeating,0.98,0.01,coherent_local,1870.055727445652,coherent_local,1870.055727445652,1732.7027024999998,1540.18018,1.0,coherent_local,True
neon_arm64,arm64,30,low_entropy_repeating,0.98,0.01,coherent_local,1870.055727445652,coherent_local,1870.055727445652,1732.7027024999998,1540.18018,1.0,coherent_local,True
neon_arm64,arm64,31,low_entropy_repeating,0.98,0.01,coherent_local,1870.055727445652,coherent_local,1870.055727445652,1732.7027024999998,1540.18018,1.0,coherent_local,True
cloud_vm_baseline,virtualized,0,low_entropy_repeating,0.98,0.01,coherent_local,1486.8975625000003,coherent_local,1486.8975625000003,1484.398575,1329.46135,1.0,coherent_local,True
cloud_vm_baseline,virtualized,1,low_entropy_repeating,0.98,0.01,coherent_local,1486.8975625000003,coherent_local,1486.8975625000003,1484.398575,1329.46135,1.0,coherent_local,True
cloud_vm_baseline,virtualized,2,low_entropy_repeating,0.98,0.01,coherent_local,1486.8975625000003,coherent_local,1486.8975625000003,1484.398575,1329.46135,1.0,coherent_local,True
cloud_vm_baseline,virtualized,3,low_entropy_repeating,0.98,0.01,coherent_local,1486.8975625000003,coherent_local,1486.8975625000003,1484.398575,1329.46135,1.0,coherent_local,True
cloud_vm_baseline,virtualized,4,sequential_ids,0.56,0.25,simd,1281.7396437499997,simd,1363.5528124999998,1202.698125,1363.5528124999998,0.9399999999999998,scalar,False
cloud_vm_baseline,virtualized,5,sequential_ids,0.56,0.25,simd,1363.5528124999998,simd,1363.5528124999998,1202.698125,1363.5528124999998,1.0,scalar,False
cloud_vm_baseline,virtualized,6,sequential_ids,0.56,0.25,simd,1363.5528124999998,simd,1363.5528124999998,1202.698125,1363.5528124999998,1.0,scalar,False
cloud_vm_baseline,virtualized,7,sequential_ids,0.56,0.25,simd,1363.5528124999998,simd,1363.5528124999998,1202.698125,1363.5528124999998,1.0,scalar,False
cloud_vm_baseline,virtualized,8,uniform_32bit,0.04,0.91,simd,1738.476725,simd,1738.476725,953.51355,1738.476725,1.0,hybrid,False
cloud_vm_baseline,virtualized,9,uniform_32bit,0.04,0.91,simd,1738.476725,simd,1738.476725,953.51355,1738.476725,1.0,hybrid,False
cloud_vm_baseline,virtualized,10,uniform_32bit,0.04,0.91,simd,1738.476725,simd,1738.476725,953.51355,1738.476725,1.0,hybrid,False
cloud_vm_baseline,virtualized,11,uniform_32bit,0.04,0.91,simd,1738.476725,simd,1738.476725,953.51355,1738.476725,1.0,hybrid,False
cloud_vm_baseline,virtualized,12,zipfian_smallints,0.35,0.78,hybrid,1315.732667525,hybrid,1399.71560375,1045.8828,1379.98425,0.94,hybrid,True
cloud_vm_baseline,virtualized,13,zipfian_smallints,0.35,0.78,hybrid,1399.71560375,hybrid,1399.71560375,1045.8828,1379.98425,1.0,hybrid,True
cloud_vm_baseline,virtualized,14,zipfian_smallints,0.35,0.78,hybrid,1399.71560375,hybrid,1399.71560375,1045.8828,1379.98425,1.0,hybrid,True
cloud_vm_baseline,virtualized,15,zipfian_smallints,0.35,0.78,hybrid,1399.71560375,hybrid,1399.71560375,1045.8828,1379.98425,1.0,hybrid,True
cloud_vm_baseline,virtualized,16,clustered_ranges,0.12,0.99,guarded_fallback,893.0085278350516,guarded_fallback,950.0090721649486,777.52305,866.3142625,0.9399999999999998,guarded_fallback,True
cloud_vm_baseline,virtualized,17,clustered_ranges,0.12,0.99,guarded_fallback,950.0090721649486,guarded_fallback,950.0090721649486,777.52305,866.3142625,1.0,guarded_fallback,True
cloud_vm_baseline,virtualized,18,clustered_ranges,0.12,0.99,guarded_fallback,950.0090721649486,guarded_fallback,950.0090721649486,777.52305,866.3142625,1.0,guarded_fallback,True
cloud_vm_baseline,virtualized,19,clustered_ranges,0.12,0.99,guarded_fallback,950.0090721649486,guarded_fallback,950.0090721649486,777.52305,866.3142625,1.0,guarded_fallback,True
cloud_vm_baseline,virtualized,20,sequential_ids,0.56,0.25,simd,1281.7396437499997,simd,1363.5528124999998,1202.698125,1363.5528124999998,0.9399999999999998,scalar,False
cloud_vm_baseline,virtualized,21,sequential_ids,0.56,0.25,simd,1363.5528124999998,simd,1363.5528124999998,1202.698125,1363.5528124999998,1.0,scalar,False
cloud_vm_baseline,virtualized,22,sequential_ids,0.56,0.25,simd,1363.5528124999998,simd,1363.5528124999998,1202.698125,1363.5528124999998,1.0,scalar,False
cloud_vm_baseline,virtualized,23,sequential_ids,0.56,0.25,simd,1363.5528124999998,simd,1363.5528124999998,1202.698125,1363.5528124999998,1.0,scalar,False
cloud_vm_baseline,virtualized,24,uniform_32bit,0.04,0.91,simd,1738.476725,simd,1738.476725,953.51355,1738.476725,1.0,hybrid,False
cloud_vm_baseline,virtualized,25,uniform_32bit,0.04,0.91,simd,1738.476725,simd,1738.476725,953.51355,1738.476725,1.0,hybrid,False
cloud_vm_baseline,virtualized,26,uniform_32bit,0.04,0.91,simd,1738.476725,simd,1738.476725,953.51355,1738.476725,1.0,hybrid,False
cloud_vm_baseline,virtualized,27,uniform_32bit,0.04,0.91,simd,1738.476725,simd,1738.476725,953.51355,1738.476725,1.0,hybrid,False
cloud_vm_baseline,virtualized,28,low_entropy_repeating,0.98,0.01,coherent_local,1397.6837087500003,coherent_local,1486.8975625000003,1484.398575,1329.46135,0.9400000000000001,coherent_local,True
cloud_vm_baseline,virtualized,29,low_entropy_repeating,0.98,0.01,coherent_local,1486.8975625000003,coherent_local,1486.8975625000003,1484.398575,1329.46135,1.0,coherent_local,True
cloud_vm_baseline,virtualized,30,low_entropy_repeating,0.98,0.01,coherent_local,1486.8975625000003,coherent_local,1486.8975625000003,1484.398575,1329.46135,1.0,coherent_local,True
cloud_vm_baseline,virtualized,31,low_entropy_repeating,0.98,0.01,coherent_local,1486.8975625000003,coherent_local,1486.8975625000003,1484.398575,1329.46135,1.0,coherent_local,True
