window,macro_route,macro_route_id,macro_cgcs_score,rolling_stability,rolling_volatility,rolling_switch_rate,rolling_residual,rolling_pressure,decompression_event,future_decompression,decompression_probability,forecast_decompression,reactive_gate,predictive_gate,predictive_action,forecast_hit,avoidable_fallback,reactive_stability,predictive_stability,stability_gain,reactive_switch,predictive_switch,reactive_switch_rate,predictive_switch_rate
10,macro_1,1,0.6298433999311429,0.5753383194441081,0.07811008277369019,0.8181818181818182,0.5027717633295821,0.4220008404436922,0,0,0.0002222222222222222,0,watch,watch,monitor,0,0,0.5753383194441081,0.5753383194441081,0.0,0,0,0.18181818181818182,0.09090909090909091
11,macro_3,3,0.6180205868374592,0.5788951750602207,0.0785847042637082,0.8333333333333334,0.4996895292034875,0.4434425784866918,0,0,0.0007222222222222222,0,watch,watch,monitor,0,0,0.5788951750602207,0.5788951750602207,0.0,0,0,0.16666666666666666,0.08333333333333333
12,macro_0,0,0.6112546473552629,0.5942182214971665,0.07861286641180541,0.8461538461538461,0.4843946449146389,0.44860769923347144,0,0,0.0002222222222222222,0,watch,watch,monitor,0,0,0.5942182214971665,0.5942182214971665,0.0,0,0,0.15384615384615385,0.07692307692307693
13,macro_0,0,0.6942598800593778,0.6021968060316584,0.08319184496377695,0.7857142857142857,0.4809950389321186,0.35655923497128017,0,0,0.0022222222222222222,0,watch,watch,monitor,0,0,0.6021968060316584,0.6021968060316584,0.0,0,0,0.14285714285714285,0.07142857142857142
14,macro_4,4,0.7908514235895137,0.6199783898851927,0.10242665013824771,0.8,0.482448260253055,0.4068993165877881,0,0,0.006188888888888889,0,accepted,accepted,retain_compressed,0,0,0.6199783898851927,0.6799783898851928,0.06000000000000005,1,1,0.2,0.13333333333333333
15,macro_0,0,0.5474824215010223,0.6115002141130097,0.10330468035958347,0.8,0.49180446624657376,0.41729903907989296,0,0,0.0037142857142857142,0,watch,watch,monitor,0,0,0.6115002141130097,0.6115002141130097,0.0,1,1,0.2,0.13333333333333333
16,macro_1,1,0.6240997509115291,0.6145670161007936,0.10102052185193004,0.8,0.4864535057511365,0.4089002483890056,0,0,0.0028888888888888888,0,watch,watch,monitor,0,0,0.6145670161007936,0.6145670161007936,0.0,0,0,0.13333333333333333,0.13333333333333333
17,macro_0,0,0.6260952202194926,0.6200928681542189,0.09818962039622942,0.8,0.4780967522420105,0.39679639231072206,0,0,0.0002222222222222222,0,watch,watch,monitor,0,0,0.6200928681542189,0.6200928681542189,0.0,0,0,0.13333333333333333,0.13333333333333333
18,macro_0,0,0.6423106391141858,0.6168263335076601,0.07896822842929622,0.8,0.4621418949216361,0.3546836659460177,0,0,0.004222222222222223,0,watch,watch,monitor,0,0,0.6168263335076601,0.6168263335076601,0.0,0,0,0.13333333333333333,0.13333333333333333
19,macro_4,4,0.52491904206615,0.603618119597348,0.07344071972875241,0.8666666666666667,0.4698226001314044,0.4594220316966506,0,0,0.008316246498599439,0,watch,watch,monitor,0,0,0.603618119597348,0.603618119597348,0.0,0,0,0.13333333333333333,0.13333333333333333
20,macro_4,4,0.656323240510042,0.6215697741968488,0.07387394276598304,0.8,0.45230416856913425,0.33801168011861166,0,0,0.0026111111111111114,0,watch,watch,monitor,0,0,0.6215697741968488,0.6215697741968488,0.0,0,0,0.13333333333333333,0.13333333333333333
21,macro_4,4,0.6172220352451692,0.6318901906116956,0.07389303788586696,0.7333333333333333,0.4420028472741714,0.2231222051641462,0,0,0.0,0,watch,watch,monitor,0,0,0.6318901906116956,0.6318901906116956,0.0,0,0,0.13333333333333333,0.13333333333333333
22,macro_1,1,0.7720447757005597,0.643740305259147,0.08515471223941445,0.7333333333333333,0.4414144069802674,0.23803380673442484,0,0,0.0014545454545454547,0,accepted,accepted,retain_compressed,0,0,0.643740305259147,0.7037403052591471,0.06000000000000005,1,1,0.2,0.2
23,macro_4,4,0.633713472440465,0.6450480457260642,0.08376453348400938,0.7333333333333333,0.43871648775794514,0.2334711210159853,0,0,0.0014545454545454547,0,watch,watch,monitor,0,0,0.6450480457260642,0.6450480457260642,0.0,1,1,0.26666666666666666,0.26666666666666666
24,macro_1,1,0.5402974320982111,0.6391349444546431,0.07134593291168592,0.7333333333333333,0.43221098845704276,0.2099987672856413,0,0,0.0,0,watch,watch,monitor,0,0,0.6391349444546431,0.6391349444546431,0.0,0,0,0.26666666666666666,0.26666666666666666
25,macro_3,3,0.4694663270027502,0.6204021483665908,0.08324221091346047,0.7333333333333333,0.46284006254686966,0.2564530167893908,0,0,0.020154545454545456,0,watch,watch,monitor,0,0,0.6204021483665908,0.6204021483665908,0.0,0,0,0.26666666666666666,0.26666666666666666
26,macro_0,0,0.5738686841387836,0.6023202534123634,0.083853684388825,0.7333333333333333,0.4815334309764616,0.2756594457020377,0,0,0.0014545454545454547,0,watch,watch,monitor,0,0,0.6023202534123634,0.6023202534123634,0.0,0,0,0.26666666666666666,0.26666666666666666
27,macro_4,4,0.513847583082704,0.5995173502108369,0.08820891779029567,0.7333333333333333,0.4886915675794588,0.2886823368021447,0,0,0.01555930735930736,0,watch,watch,monitor,0,0,0.5995173502108369,0.5995173502108369,0.0,0,0,0.26666666666666666,0.26666666666666666
28,macro_0,0,0.5317780262519064,0.5918238731558684,0.08846339324827991,0.8,0.4966395200924115,0.40163601269183524,0,0,0.005885714285714286,0,watch,watch,monitor,0,0,0.5918238731558684,0.5918238731558684,0.0,0,0,0.26666666666666666,0.26666666666666666
29,macro_0,0,0.5850028680556281,0.5883995104755463,0.08606181817009347,0.7333333333333333,0.49766230769454717,0.2945424826995693,0,0,0.004025974025974027,0,watch,watch,monitor,0,0,0.5883995104755463,0.5883995104755463,0.0,0,0,0.2,0.2
30,macro_0,0,0.5677498753570162,0.5821861134957821,0.08290389139312934,0.6666666666666666,0.5007177778973473,0.1884056574011416,0,0,0.0,0,watch,watch,monitor,0,0,0.5821861134957821,0.5821861134957821,0.0,0,0,0.13333333333333333,0.13333333333333333
31,macro_2,2,0.5560698898899629,0.5847820174810998,0.08214604317873768,0.6666666666666666,0.4973640256976379,0.18406837602792844,0,0,0.0,0,watch,watch,monitor,0,0,0.5847820174810998,0.5847820174810998,0.0,0,0,0.13333333333333333,0.13333333333333333
32,macro_2,2,0.6436525666228696,0.5837261279905022,0.052505682711287166,0.6,0.46877955472078503,0.010421839920047679,0,0,0.0,0,watch,watch,monitor,0,0,0.5837261279905022,0.5837261279905022,0.0,0,0,0.13333333333333333,0.13333333333333333
33,macro_2,2,0.5568175961139648,0.5786924247295685,0.04598832271904292,0.6,0.4672958979894744,0.0,0,0,0.0,0,watch,watch,monitor,0,0,0.5786924247295685,0.5786924247295685,0.0,0,0,0.13333333333333333,0.13333333333333333
34,macro_4,4,0.7334543858731184,0.575476558910615,0.07255302316612303,0.6,0.497076464255508,0.06579611204858109,0,0,0.0,0,accepted,accepted,retain_compressed,0,0,0.575476558910615,0.635476558910615,0.06000000000000005,1,1,0.2,0.2
35,macro_4,4,0.40184906250987473,0.5561545247497325,0.08531951609082762,0.6,0.5291649913410952,0.1148811332058095,0,0,0.16715699855699853,0,watch,watch,monitor,0,0,0.5561545247497325,0.5561545247497325,0.0,1,1,0.26666666666666666,0.26666666666666666
36,macro_4,4,0.34941048219471216,0.5402472789244409,0.10929540194711249,0.6,0.5690481230226716,0.18704180726349487,0,0,0.1658961038961039,0,watch,watch,monitor,0,0,0.5402472789244409,0.5402472789244409,0.0,0,0,0.26666666666666666,0.26666666666666666
37,macro_2,2,0.25574533131390864,0.5224371959503707,0.14259900791841293,0.6,0.6201618119680422,0.2830656803740297,0,0,0.08081818181818182,0,watch,watch,monitor,0,0,0.5224371959503707,0.5224371959503707,0.0,0,0,0.2,0.2
38,macro_0,0,0.264515689724783,0.49665777974920405,0.16330395184859536,0.6,0.6666461720993914,0.35721278899121645,0,0,0.07336110776048856,0,watch,watch,monitor,0,0,0.49665777974920405,0.49665777974920405,0.0,0,0,0.13333333333333333,0.13333333333333333
39,macro_0,0,0.43702980669762936,0.4902562983837812,0.1605637873989678,0.5333333333333333,0.6703074890151866,0.25224578612389686,0,0,0.0185390977443609,0,watch,watch,monitor,0,0,0.4902562983837812,0.4902562983837812,0.0,0,0,0.13333333333333333,0.13333333333333333
40,macro_4,4,0.4119421775967399,0.4802699776625173,0.1582826170163954,0.5333333333333333,0.6780126393538781,0.256678141696119,0,0,0.03552380192906509,0,watch,watch,monitor,0,0,0.4802699776625173,0.4802699776625173,0.0,0,0,0.13333333333333333,0.13333333333333333
41,macro_1,1,0.34916774442188003,0.4606170506930383,0.15800420285716343,0.5333333333333333,0.6973871521641252,0.2753297801526268,0,0,0.024515288220551375,0,watch,watch,monitor,0,0,0.4606170506930383,0.4606170506930383,0.0,0,0,0.13333333333333333,0.13333333333333333
42,macro_4,4,0.3355231439984484,0.44126482307982434,0.14331610115366553,0.5333333333333333,0.7020512780738412,0.25970952161989647,0,0,0.07899782790309107,0,watch,watch,monitor,0,0,0.44126482307982434,0.44126482307982434,0.0,0,0,0.13333333333333333,0.13333333333333333
43,macro_3,3,0.28044033334404767,0.4182956933676647,0.13832176719322928,0.5333333333333333,0.7200260738255646,0.27049955358515765,0,1,0.0521334700387332,0,watch,watch,monitor,0,0,0.3182956933676647,0.3782956933676647,0.06,0,0,0.13333333333333333,0.13333333333333333
44,macro_2,2,0.33698242124891714,0.3927398479198354,0.06228117225887867,0.6,0.6695413243390432,0.22110673082514135,0,1,0.028866666666666662,0,watch,watch,monitor,0,0,0.2927398479198354,0.3527398479198354,0.06,0,0,0.13333333333333333,0.13333333333333333
45,macro_0,0,0.3598946679997868,0.37632960391032055,0.059155782801183984,0.6666666666666666,0.6828261788908634,0.3346548813118452,0,1,0.08019206349206345,0,watch,watch,monitor,0,0,0.2763296039103206,0.3363296039103206,0.06,0,0,0.13333333333333333,0.13333333333333333
46,macro_4,4,0.2,0.3318750717542273,0.07317831231038238,0.6666666666666666,0.741303240556155,0.4113930384439255,0,1,0.5633568542568542,1,watch,reroute,predictive_reroute,1,1,0.2318750717542273,0.41187507175422733,0.18000000000000002,0,1,0.13333333333333333,0.2
47,macro_0,0,0.41012273768585794,0.33256454468555924,0.0736668211881877,0.7333333333333333,0.7411022765026285,0.5166626717778896,0,1,0.5665229437229437,1,watch,reroute,predictive_reroute,1,1,0.23256454468555923,0.41256454468555925,0.18000000000000002,0,0,0.13333333333333333,0.2
48,macro_1,1,0.2,0.32011367116933326,0.08309401153136191,0.8,0.7629803403620286,0.6559185362319787,1,1,0.7242046176046181,1,fallback,fallback,protective_fallback,1,1,0.0001136711693332515,0.17011367116933326,0.17,1,1,0.2,0.26666666666666666
49,macro_4,4,0.38459002194825465,0.3308507287221954,0.07718128612057566,0.8,0.7463305573983803,0.6314283021136373,1,1,0.7608704184704189,1,fallback,fallback,protective_fallback,1,1,0.01085072872219539,0.1808507287221954,0.17,0,0,0.13333333333333333,0.2
50,macro_3,3,0.35803497314630967,0.338644002340656,0.07230763259938035,0.8666666666666667,0.7336636302587243,0.7170753788954937,1,1,0.694274025974026,1,fallback,reroute,predictive_reroute,1,1,0.018644002340655996,0.418644002340656,0.4,0,1,0.06666666666666667,0.2
51,macro_1,1,0.3897114118541454,0.33470080277036557,0.07511504916079598,0.9333333333333333,0.7404142463904304,0.8323641343979716,1,1,0.773310056610057,1,fallback,fallback,protective_fallback,1,1,0.014700802770365562,0.18470080277036557,0.17,0,1,0.06666666666666667,0.26666666666666666
52,macro_2,2,0.31990347656228607,0.3270309110174945,0.07504652781196436,0.9333333333333333,0.7480156167944698,0.8397378890380122,1,1,0.7775338661338664,1,fallback,fallback,protective_fallback,1,1,0.007030911017494479,0.1770309110174945,0.17,0,0,0.06666666666666667,0.26666666666666666
53,macro_1,1,0.5133427273703102,0.3407121595965303,0.09382703180598852,0.9333333333333333,0.7531148722094582,0.870579065868221,0,1,0.6843128172996591,1,watch,reroute,predictive_reroute,1,1,0.24071215959653028,0.4207121595965303,0.18000000000000002,1,1,0.13333333333333333,0.3333333333333333
54,macro_3,3,0.4419689386183657,0.34958264248152343,0.09831576870387454,1.0,0.7487331262223511,0.977243330162275,1,0,0.36680073445073436,0,fallback,watch,monitor,0,0,0.12958264248152343,0.34958264248152343,0.22,1,1,0.2,0.4
55,macro_1,1,0.5625143526016303,0.3730888107529886,0.11776128673608417,1.0,0.7446724759830956,1.0,0,0,0.3237891853760275,0,watch,watch,monitor,0,0,0.3730888107529886,0.3730888107529886,0.0,1,0,0.26666666666666666,0.4
56,macro_3,3,0.5049490768332108,0.3870860320516798,0.10537270094527229,1.0,0.7182866688935925,0.9570374296450759,0,0,0.1913372059078208,0,watch,watch,monitor,0,0,0.3870860320516798,0.3870860320516798,0.0,0,0,0.26666666666666666,0.4
57,macro_3,3,0.5211660153679103,0.4005253109990234,0.11124823755357025,0.9333333333333333,0.7107229265545468,0.8528926648777468,0,0,0.33465144722206225,0,watch,watch,monitor,0,0,0.4005253109990234,0.4005253109990234,0.0,0,0,0.26666666666666666,0.4
58,macro_2,2,0.6062166943158048,0.43437670219200714,0.0951439021055351,0.9333333333333333,0.6607671999135281,0.7816629408491732,0,0,0.4872629960447565,0,watch,watch,monitor,0,0,0.43437670219200714,0.43437670219200714,0.0,0,0,0.26666666666666666,0.4
59,macro_2,2,0.6478803216181144,0.4541898341863619,0.1075097791993227,0.8666666666666667,0.6533199450129608,0.6865596706119403,0,0,0.4742570480711615,0,watch,watch,monitor,0,0,0.4541898341863619,0.4541898341863619,0.0,0,0,0.26666666666666666,0.4
60,macro_0,0,0.6641169260528057,0.4928662446907623,0.11038264283746393,0.8666666666666667,0.6175163981467016,0.6553357522915134,0,0,0.4426906564966106,0,watch,watch,monitor,0,0,0.4928662446907623,0.4928662446907623,0.0,0,0,0.26666666666666666,0.4
61,macro_0,0,0.5567745508866587,0.5072149554356293,0.10120849390979705,0.8,0.5939935384741677,0.5148119929946466,0,0,0.20347422711736668,0,watch,watch,monitor,0,0,0.5072149554356293,0.5072149554356293,0.0,0,0,0.26666666666666666,0.3333333333333333
62,macro_3,3,0.5732884171856609,0.5251527424389085,0.06793251119738582,0.8,0.5427797687584773,0.41872778910714936,0,0,0.15053403810360327,0,watch,watch,monitor,0,0,0.5251527424389085,0.5251527424389085,0.0,0,0,0.26666666666666666,0.3333333333333333
63,macro_0,0,0.6032983257706914,0.5429516519319542,0.06713343609179508,0.8,0.524181784159841,0.39935703635778247,0,0,0.1530726717726718,0,watch,watch,monitor,0,0,0.5429516519319542,0.5429516519319542,0.0,0,0,0.2,0.26666666666666666
64,macro_2,2,0.5636328179474732,0.5632624303807197,0.050732663022432754,0.8,0.4874702326417131,0.34073138213274895,0,0,0.023185714285714285,0,watch,watch,monitor,0,0,0.5632624303807197,0.5632624303807197,0.0,0,0,0.2,0.26666666666666666
65,macro_0,0,0.5352154891414671,0.5650851605283161,0.05250456223495494,0.8,0.4874194017066388,0.34311857781769844,0,0,0.00738095238095238,0,watch,watch,monitor,0,0,0.5650851605283161,0.5650851605283161,0.0,0,0,0.2,0.2
66,macro_0,0,0.6121912733793116,0.5792703550917283,0.04662774484228343,0.7333333333333333,0.46735738975055513,0.21053021431426305,0,0,0.0,0,watch,watch,monitor,0,0,0.5792703550917283,0.5792703550917283,0.0,0,0,0.2,0.13333333333333333
67,macro_1,1,0.6431182405638771,0.5859873457552488,0.04289406531441343,0.7333333333333333,0.4569067195591646,0.19512746626581223,0,0,0.0,0,watch,watch,monitor,0,0,0.5859873457552488,0.5859873457552488,0.0,0,0,0.2,0.13333333333333333
68,macro_0,0,0.6529162237116031,0.5983179413284482,0.046005985335710084,0.7333333333333333,0.4476880440072619,0.19035078420751939,0,0,0.0,0,watch,watch,monitor,0,0,0.5983179413284482,0.5983179413284482,0.0,0,0,0.13333333333333333,0.06666666666666667
69,macro_0,0,0.6100703502719677,0.6057266359037863,0.0436034892337425,0.6666666666666666,0.43787685332995624,0.07261209549259147,0,0,0.0,0,watch,watch,monitor,0,0,0.6057266359037863,0.6057266359037863,0.0,0,0,0.06666666666666667,0.0
70,macro_2,2,0.5678329731450082,0.6025279924728867,0.0385712047816812,0.6666666666666666,0.4360432123087945,0.06388903892969261,0,0,0.0,0,watch,watch,monitor,0,0,0.6025279924728867,0.6025279924728867,0.0,0,0,0.0,0.0
71,macro_0,0,0.6640016533397702,0.6038714367830246,0.04245116057185349,0.6666666666666666,0.4385797237888289,0.0717176789659454,0,0,0.0,0,watch,watch,monitor,0,0,0.6038714367830246,0.6038714367830246,0.0,0,0,0.0,0.0
72,macro_3,3,0.6589062465599853,0.6034372134919562,0.04447786991542242,0.7333333333333333,0.4410406564234662,0.18171820197013386,0,0,0.0016,0,watch,watch,monitor,0,0,0.6034372134919562,0.6034372134919562,0.0,0,0,0.0,0.0
73,macro_3,3,0.5552199519403286,0.6033076635797621,0.04788511046225623,0.6666666666666666,0.4445774468824942,0.08508422244695985,0,0,0.0024000000000000002,0,watch,watch,monitor,0,0,0.6033076635797621,0.6033076635797621,0.0,0,0,0.0,0.0
74,macro_3,3,0.7056973632072081,0.614341742414891,0.054441587979723705,0.6666666666666666,0.44009984556483267,0.08970320058137904,0,0,0.0016,0,accepted,accepted,retain_compressed,0,0,0.614341742414891,0.674341742414891,0.05999999999999994,1,1,0.06666666666666667,0.06666666666666667
75,macro_0,0,0.6907431954531875,0.6216288148884322,0.04934174460671281,0.6666666666666666,0.42771292971828057,0.07051910750544349,0,0,0.0,0,watch,watch,monitor,0,0,0.6216288148884322,0.6216288148884322,0.0,1,1,0.13333333333333333,0.13333333333333333
76,macro_4,4,0.6258898682849889,0.6268169024165586,0.04879225020562928,0.7333333333333333,0.42197534778907064,0.16892155752951074,0,0,0.0016,0,watch,watch,monitor,0,0,0.6268169024165586,0.6268169024165586,0.0,0,0,0.13333333333333333,0.13333333333333333
77,macro_2,2,0.5273068828993626,0.6261578518963832,0.05979771086462526,0.7333333333333333,0.4336398589682421,0.19551872211357244,0,0,0.0,0,watch,watch,monitor,0,0,0.6261578518963832,0.6261578518963832,0.0,0,0,0.13333333333333333,0.13333333333333333
78,macro_4,4,0.5280643438586251,0.619147274436326,0.06621066221913981,0.7333333333333333,0.4470633877828138,0.21752733696656693,0,0,0.0024000000000000002,0,watch,watch,monitor,0,0,0.619147274436326,0.619147274436326,0.0,0,0,0.13333333333333333,0.13333333333333333
79,macro_0,0,0.6566701425485288,0.6202765996017138,0.06757812002194137,0.7333333333333333,0.4473015204202276,0.2196421427867955,0,0,0.0,0,watch,watch,monitor,0,0,0.6202765996017138,0.6202765996017138,0.0,0,0,0.13333333333333333,0.13333333333333333
80,macro_2,2,0.5758020791075538,0.6138504208847096,0.066964562677844,0.7333333333333333,0.45311414179313436,0.22450887031662242,0,0,0.0,0,watch,watch,monitor,0,0,0.6138504208847096,0.6138504208847096,0.0,0,0,0.13333333333333333,0.13333333333333333
81,macro_4,4,0.5910835669481957,0.6122681889410619,0.06545225624655315,0.8,0.4531840673054912,0.3272926460377395,0,0,0.006011111111111111,0,watch,watch,monitor,0,0,0.6122681889410619,0.6122681889410619,0.0,0,0,0.13333333333333333,0.13333333333333333
82,macro_4,4,0.5171792401431399,0.6080470445242395,0.06928784900271868,0.7333333333333333,0.46124080447847915,0.23568848024815478,0,0,0.0044,0,watch,watch,monitor,0,0,0.6080470445242395,0.6080470445242395,0.0,0,0,0.13333333333333333,0.13333333333333333
83,macro_0,0,0.6671942677820024,0.6083130957277589,0.07075246554065019,0.7333333333333333,0.46243936981289124,0.23888050326604574,0,0,0.0,0,watch,watch,monitor,0,0,0.6083130957277589,0.6083130957277589,0.0,0,0,0.13333333333333333,0.13333333333333333
84,macro_2,2,0.44326633354094974,0.5903431029761725,0.07891919298207471,0.8,0.4885760900059022,0.38058661764528784,0,0,0.029161904761904764,0,watch,watch,monitor,0,0,0.5903431029761725,0.5903431029761725,0.0,0,0,0.13333333333333333,0.13333333333333333
85,macro_0,0,0.5835789585970685,0.5927063535309008,0.06924331318246617,0.8,0.47653695965156534,0.3554501607091892,0,0,0.002,0,watch,watch,monitor,0,0,0.5927063535309008,0.5927063535309008,0.0,0,0,0.13333333333333333,0.13333333333333333
86,macro_0,0,0.6081781953927524,0.5845797562130296,0.06791420930698105,0.7333333333333333,0.48333445309395145,0.25550513308430345,0,0,0.0013333333333333333,0,watch,watch,monitor,0,0,0.5845797562130296,0.5845797562130296,0.0,0,0,0.13333333333333333,0.13333333333333333
87,macro_2,2,0.6207586412052998,0.5787477100257057,0.06784197123996073,0.7333333333333333,0.48909426121425503,0.2610645242580871,0,0,0.0013333333333333333,0,watch,watch,monitor,0,0,0.5787477100257057,0.5787477100257057,0.0,0,0,0.13333333333333333,0.13333333333333333
88,macro_0,0,0.602184325080023,0.5767722480919585,0.06565073263695799,0.8,0.4888784845449995,0.36263378249414735,0,0,0.0002222222222222222,0,watch,watch,monitor,0,0,0.5767722480919585,0.5767722480919585,0.0,0,0,0.13333333333333333,0.13333333333333333
89,macro_2,2,0.4576916330935973,0.5709709772748114,0.07190604752264963,0.8666666666666667,0.5009350702478382,0.48787777731440113,0,0,0.02294444444444445,0,watch,watch,monitor,0,0,0.5709709772748114,0.5709709772748114,0.0,0,0,0.06666666666666667,0.06666666666666667
90,macro_4,4,0.5138466665982946,0.5697861708364506,0.07368104780567976,0.8666666666666667,0.5038948769692292,0.4932270531715505,0,0,0.010316246498599439,0,watch,watch,monitor,0,0,0.5697861708364506,0.5697861708364506,0.0,0,0,0.0,0.0
91,macro_4,4,0.47891024212678346,0.554972845801305,0.07697219081272579,0.8,0.5219993450114208,0.41074547086874486,0,0,0.09166911217437534,0,watch,watch,monitor,0,0,0.554972845801305,0.554972845801305,0.0,0,0,0.0,0.0
92,macro_4,4,0.43645933502811013,0.5433609504613514,0.0845699915135512,0.7333333333333333,0.5412090410521998,0.33527325890024645,0,0,0.23226839067365385,0,watch,watch,monitor,0,0,0.5433609504613514,0.5433609504613514,0.0,0,0,0.0,0.0
93,macro_3,3,0.3813775591941929,0.5258854498151845,0.08555194034955942,0.7333333333333333,0.5596664905343749,0.3547574734719563,0,0,0.11058213815170334,0,watch,watch,monitor,0,0,0.5258854498151845,0.5258854498151845,0.0,0,0,0.0,0.0
94,macro_0,0,0.5527657458872393,0.5288509919605261,0.08264637642625436,0.7333333333333333,0.5537953844657283,0.3449929597024101,0,0,0.04581921569404406,0,watch,watch,monitor,0,0,0.5288509919605261,0.5288509919605261,0.0,0,0,0.0,0.0
95,macro_1,1,0.6015187063074396,0.5233780285043125,0.08427229016448325,0.7333333333333333,0.5608942616601708,0.35420362536119715,0,0,0.0652599083347367,0,watch,watch,monitor,0,0,0.5233780285043125,0.5233780285043125,0.0,0,0,0.0,0.0
96,macro_4,4,0.45458392905367895,0.5243211614637067,0.08145240315689796,0.7333333333333333,0.5571312416931913,0.3466280536552415,0,0,0.041442977117805486,0,watch,watch,monitor,0,0,0.5243211614637067,0.5243211614637067,0.0,0,0,0.0,0.0
97,macro_0,0,0.5553181678278225,0.5219660955662695,0.07383895893612163,0.8,0.5518728633698522,0.43578528537310474,0,0,0.05998281983184177,0,watch,watch,monitor,0,0,0.5219660955662695,0.5219660955662695,0.0,0,0,0.0,0.0
98,macro_1,1,0.5312344306787828,0.5155541151734386,0.06632584851985676,0.8,0.5507717333464182,0.4243696691476557,0,0,0.07134254441210963,0,watch,watch,monitor,0,0,0.5155541151734386,0.5155541151734386,0.0,0,0,0.0,0.0
99,macro_2,2,0.4109643307946665,0.49807125597255264,0.07084560033648225,0.8,0.5727743443639296,0.45220286720560265,0,0,0.048366184809943584,0,watch,watch,monitor,0,0,0.49807125597255264,0.49807125597255264,0.0,0,0,0.0,0.0
100,macro_0,0,0.469873865324864,0.48704538432628935,0.07068258679475138,0.8,0.583637202468462,0.46265091746794296,0,0,0.05347300742202935,0,watch,watch,monitor,0,0,0.48704538432628935,0.48704538432628935,0.0,0,0,0.0,0.0
101,macro_2,2,0.478872834224923,0.4888104844205665,0.07068308117309245,0.8666666666666667,0.5818725967525259,0.5657131109080443,0,0,0.16274802740834965,0,watch,watch,monitor,0,0,0.4888104844205665,0.4888104844205665,0.0,0,0,0.0,0.0
102,macro_0,0,0.5320196131571705,0.49032489663380613,0.06949609892325964,0.8666666666666667,0.5791712022894535,0.5614264948045979,0,0,0.16327310644581255,0,watch,watch,monitor,0,0,0.49032489663380613,0.49032489663380613,0.0,0,0,0.0,0.0
103,macro_0,0,0.47985470839879124,0.4904036021564735,0.05720525965373816,0.8,0.5668016574972646,0.4275735516215173,0,0,0.05500057634433512,0,watch,watch,monitor,0,0,0.4904036021564735,0.4904036021564735,0.0,0,0,0.0,0.0
104,macro_3,3,0.33070649850781475,0.4815908657797822,0.07700857490323954,0.8,0.5954177091234573,0.4829257252059322,0,0,0.13402891467267342,0,watch,watch,monitor,0,0,0.4815908657797822,0.4815908657797822,0.0,0,0,0.0,0.0
