window_id,macro_route,compressed_route_stability,macro_switch_rate,child_switch_rate,policy_switch_rate,macro_compression_residual,compression_quality,macro_memory_stability,macro_effective_weight,macro_member_count,coherence_component,pressure_component,reconstruction_component,memory_component,macro_cgcs_score,constraint_gate,gated_macro_route,decompression_recommended,raw_macro_changed,gated_macro_changed,raw_macro_switch_rate,gated_macro_switch_rate,gated_stability_score
11,macro_4,0.28194881759822216,0.9540524204128018,0.7985991206576647,0.11453871168937207,0.06845063038295816,0.7948897411963087,0.75,0.8,1,0.3966489382096775,0.29468933170683986,0.8014409349319128,1.0,0.5628596950330753,watch,macro_4,False,True,True,0.8333333333333334,0.8333333333333334,0.5
12,macro_3,0.41302123958382664,0.03419043079881434,1.0,0.5872774866441672,0.11517985228789704,0.5719291490015458,0.65,0.7125,1,0.2877579396881501,0.586085412939551,0.6658905307808669,0.75,0.526209264820957,watch,macro_3,False,True,True,0.8461538461538461,0.8461538461538461,0.49230769230769234
13,macro_3,0.2789960301160954,0.40222414370222365,0.3258463201426745,0.5877293195081746,0.03424299581678246,0.720358137399761,0.65,0.7125,1,0.3321879657159487,0.570494018236176,0.9006691801599022,0.75,0.5965565875996015,watch,macro_3,False,False,False,0.7857142857142857,0.7857142857142857,0.5285714285714286
14,macro_3,0.3889740463378988,0.6977265806983387,0.4106341489787018,0.5505972861437197,0.1564018976278016,0.9432901934102697,0.65,0.7125,1,0.585685225083278,0.41082885087022525,0.5463151413784118,0.75,0.5567758268413066,watch,macro_3,False,False,False,0.7333333333333333,0.7333333333333333,0.56
15,macro_3,0.6012554647423312,0.15460140013651447,0.6788620920774826,0.8835474572321254,0.2356100765541227,0.5422005719271428,0.65,0.7125,1,0.37569346225178935,0.5320969126043409,0.3165509760907288,0.75,0.4561546839618937,fallback,fallback_route,True,False,True,0.6666666666666666,0.7333333333333333,0.16000000000000006
16,macro_2,0.13908232382537727,0.9189872620133772,1.0,0.0,0.11381150561433168,0.7852476587806481,0.55,0.625,1,0.3028189870641111,0.2905063689933114,0.66985978036516,0.5,0.4210781828120567,fallback,fallback_route,True,True,False,0.6666666666666666,0.6666666666666666,0.2000000000000001
17,macro_0,0.5281962558382544,0.6420891531751647,0.3144064218650242,0.6789834686077059,0.10424914410368723,0.701999922153274,0.35,0.45,1,0.466266817123277,0.43060795079423514,0.6975979261028118,0.0,0.4452448552174087,fallback,fallback_route,True,True,False,0.7333333333333333,0.6666666666666666,0.2000000000000001
18,macro_4,0.49279240841981004,0.7616459964608511,0.6822590305767355,0.9703595504508933,0.03083064295456585,0.9004570301584836,0.75,0.8,1,0.6119488273238766,0.20602235651266726,0.9105676075405333,1.0,0.6433295805766569,watch,macro_4,False,True,True,0.7333333333333333,0.6666666666666666,0.6000000000000001
19,macro_2,0.34305300797457705,0.40726408461955144,1.0,0.29805480877707147,0.10165658771581534,0.7524886047856538,0.55,0.625,1,0.39764741965507155,0.4718542554959564,0.7051183180938299,0.5,0.5084197402767215,watch,macro_2,False,True,True,0.8,0.7333333333333333,0.56
20,macro_2,0.18970958621007822,0.7534409224915527,0.20706021295518318,0.48504837205252616,0.0,0.8603954020735611,0.55,0.625,1,0.3964028857791196,0.4502523925022963,1.0,0.5,0.5763041081482658,watch,macro_2,False,False,False,0.7333333333333333,0.6666666666666666,0.6000000000000001
21,macro_1,0.4629833113884965,0.8171178889972597,0.299732698288542,0.3917770206928447,0.046969761062493814,0.8765460419169092,0.44999999999999996,0.5375,1,0.5739515904914041,0.41856362575602346,0.8637518487285964,0.24999999999999992,0.5589619252931464,watch,macro_1,False,True,True,0.7333333333333333,0.6666666666666666,0.6000000000000001
22,macro_0,0.3546913123685156,0.6082195050342921,0.5140983483847904,0.35641348848061777,0.13814288368873084,1.0,0.35,0.45,1,0.6128147874211094,0.4782622882665019,0.5992802158638277,0.0,0.4838708016299707,fallback,fallback_route,True,True,True,0.7333333333333333,0.6666666666666666,0.2000000000000001
23,macro_4,0.4918817180438467,0.608600223174674,0.48985289678614724,0.49843449874423995,0.2255210558193117,0.799705805632463,0.75,0.8,1,0.5266595199040394,0.4486280395300662,0.345816835489671,1.0,0.532942050721348,watch,macro_4,True,True,True,0.7333333333333333,0.6666666666666666,0.45000000000000007
24,macro_3,0.45393338619421975,0.6175858098204315,0.8231503219384111,0.9368713209211261,0.34473686889836025,0.8576044369622611,0.65,0.7125,1,0.5525896562534822,0.2512016843748999,0.0,0.75,0.3687068007824437,fallback,fallback_route,True,True,True,0.7333333333333333,0.6666666666666666,0.2000000000000001
25,macro_3,0.7383202004377648,0.3341636838151546,0.6804149299552095,1.0,0.07307319319432794,0.6714944520872563,0.65,0.7125,1,0.5666827186503591,0.41281442560362036,0.7880319751471888,0.75,0.611050551715328,watch,macro_3,False,False,True,0.6666666666666666,0.6666666666666666,0.6000000000000001
26,macro_2,0.40691598705485565,0.5131178299399118,0.17625948508946793,0.49601519373996306,0.2348240125316352,0.9390413563293744,0.55,0.625,1,0.592876648860274,0.5753724153226863,0.3188311616275976,0.5,0.5060577213386669,watch,macro_2,True,True,True,0.6666666666666666,0.6666666666666666,0.45000000000000007
27,macro_4,0.2657704513280643,0.5118693668869103,0.7488526007252028,1.0,0.13950019843213182,0.7439491151928634,0.75,0.8,1,0.34409523297088407,0.30685216637524415,0.5953429672958448,1.0,0.4959821149575816,fallback,fallback_route,True,True,True,0.6666666666666666,0.6666666666666666,0.2000000000000001
28,macro_2,0.48226961429213694,0.6458484660883739,0.4756152781610874,0.5888941192461562,0.10790018826028992,0.7639245835912254,0.55,0.625,1,0.49079630306719557,0.41094841760400214,0.6870071118151786,0.5,0.5212675884283137,watch,macro_2,False,True,True,0.7333333333333333,0.7333333333333333,0.56
29,macro_2,0.48959940311491773,0.7999560617275737,0.9386118042353098,1.0,0.15460755613809218,0.8177752205150789,0.55,0.625,1,0.5404885020104978,0.1153690180773857,0.5515201010203653,0.5,0.430893255478112,fallback,fallback_route,True,False,True,0.7333333333333333,0.8,0.12000000000000002
30,macro_2,0.6946537635432786,0.2853659795053977,0.4631031158907701,0.556675337586627,0.12495331869439673,0.663711565466015,0.55,0.625,1,0.5339365903735814,0.6023723968779519,0.6375400197440528,0.5,0.5718559107862546,watch,macro_2,False,False,True,0.7333333333333333,0.8,0.52
31,macro_1,0.6003200242646242,0.5187477424201057,0.46084617922444104,0.612764456511536,0.12883165804897748,0.8428770028928938,0.44999999999999996,0.5375,1,0.6280342425331793,0.47222346985595287,0.6262898759257418,0.24999999999999992,0.5319403213320364,watch,macro_1,False,True,True,0.7333333333333333,0.8666666666666667,0.48
32,macro_0,0.5142367906469116,0.9203638869147434,0.7552829027011329,0.6713686181607086,0.08733334697386647,0.916746627292501,0.35,0.45,1,0.6385168046745135,0.18315517632716796,0.7466666467878862,0.0,0.4559363374148433,fallback,fallback_route,True,True,True,0.7333333333333333,0.9333333333333333,0.04000000000000006
33,macro_2,0.7133945204195211,0.364102942796859,0.8107316205842341,1.0,0.008151227216091933,0.8492933823497291,0.55,0.625,1,0.70127582310831,0.365265623455512,0.9763552206001639,0.5,0.6558517491018274,watch,macro_2,False,True,True,0.7333333333333333,0.9333333333333333,0.44000000000000006
34,macro_4,0.23602265022188687,0.34443749567742,0.7320248409840509,0.7928213937111972,0.0,0.6611102435821274,0.75,0.8,1,0.256569923737482,0.446569693487478,1.0,1.0,0.6014418966799882,watch,macro_4,False,True,True,0.7333333333333333,0.9333333333333333,0.44000000000000006
35,macro_0,0.3348447241050454,0.6005765479577985,0.19860067065379794,0.4031838675121341,0.17225959066249816,0.807619070567034,0.35,0.45,1,0.4390932522237399,0.5492655914796177,0.5003157300436991,0.0,0.4160779686591382,fallback,fallback_route,True,True,True,0.8,1.0,2.7755575615628914e-17
36,macro_4,0.28321633054700557,0.76109629762133,0.7545086099820628,0.8222494675689644,0.09786399279314292,0.894202890297949,0.75,0.8,1,0.48094275911433526,0.22526233180157818,0.7161197376251728,1.0,0.5536754830467051,watch,macro_4,False,True,True,0.8,1.0,0.4
37,macro_4,0.37983423543196176,0.5528565138901649,0.36142298708140025,0.48954186572891456,0.07231288802750666,0.6322011234034092,0.75,0.8,1,0.31854111597156015,0.5108305298523388,0.7902374403451844,1.0,0.5867563831394268,watch,macro_4,False,False,False,0.7333333333333333,0.9333333333333333,0.44000000000000006
38,macro_1,0.20219649343986443,0.8822401476092474,0.6788190278970658,0.45756245427469766,0.12068045013785228,0.7125233986182286,0.44999999999999996,0.5375,1,0.27951836418376474,0.2747845556524354,0.649934599326442,0.24999999999999992,0.366511216209037,fallback,fallback_route,True,True,True,0.7333333333333333,0.9333333333333333,0.04000000000000006
39,macro_3,0.5643271704265928,0.7641984956416318,0.26406639115023495,0.8071503399730278,0.1835945802332502,0.907654360408152,0.65,0.7125,1,0.6609234331697201,0.3500965693983684,0.46743561018018087,0.75,0.5482062465040394,watch,macro_3,False,True,True,0.7333333333333333,0.9333333333333333,0.44000000000000006
40,macro_0,0.4099999145222208,0.7604550167225155,0.731580536885766,0.5877713969427881,0.13442911544211186,0.8470095434197286,0.35,0.45,1,0.5173180991108545,0.2899345081816037,0.6100529778793519,0.0,0.406058206204038,fallback,fallback_route,True,True,True,0.8,0.9333333333333333,0.04000000000000006
41,macro_3,0.1852548669895216,0.6885291253310234,0.4183502739231568,0.6496439786279515,0.0675156050687226,0.8611971582126754,0.65,0.7125,1,0.3944044195975239,0.3887368741967112,0.8041532218921776,0.75,0.5487640708813555,watch,macro_3,False,True,True,0.8,0.9333333333333333,0.44000000000000006
42,macro_3,0.26719576538264256,1.0,0.29934133743486957,0.583496305466323,0.218103436451916,1.0,0.65,0.7125,1,0.5603174592295855,0.27929058927470185,0.3673335922876876,0.75,0.4702671561209523,fallback,fallback_route,True,False,True,0.7333333333333333,0.9333333333333333,0.04000000000000006
43,macro_1,0.5064324925410352,0.498709577783489,0.7984550341205998,0.6641457816513586,0.24633484023853056,0.8668552778506202,0.44999999999999996,0.5375,1,0.591870097663058,0.3849950071652659,0.28544097698132154,0.24999999999999992,0.4122635302187171,fallback,fallback_route,True,True,False,0.7333333333333333,0.8666666666666667,0.07999999999999999
44,macro_0,0.6008627822209887,0.04911942698337157,0.6804111304191878,0.6862414743590373,0.15956453242582827,0.8857888010433179,0.35,0.45,1,0.6644534529391265,0.633777135313758,0.5371410869521092,0.0,0.525288264095161,watch,macro_0,False,True,True,0.8,0.8666666666666667,0.48
45,macro_4,0.8094115605045216,0.9510635903792852,0.46650579965177574,0.09575826682364613,0.19789308090752722,1.0,0.75,0.8,1,0.885646936302713,0.3839021881915019,0.4259590465623432,1.0,0.6624417363944108,watch,macro_4,True,True,True,0.8666666666666667,0.8666666666666667,0.32999999999999996
46,macro_2,0.9744952438813193,0.43557514226079364,0.982794712255266,0.7466431671523833,0.21935679974510489,0.7986195441909509,0.55,0.625,1,0.8153139697140993,0.34985295901769087,0.363697882254136,0.5,0.5387475997178914,watch,macro_2,True,True,True,0.8666666666666667,0.8666666666666667,0.32999999999999996
47,macro_4,0.5245936979896794,0.5769701110857584,0.5098368946075644,0.33449514504242484,0.2104079453123611,0.7402117236381505,0.75,0.8,1,0.4962456224172136,0.5004319345446235,0.3896563892781765,1.0,0.5462080488017248,watch,macro_4,True,True,True,0.8666666666666667,0.8666666666666667,0.32999999999999996
48,macro_3,0.2718831383942645,0.8773876712151318,0.6280269184927336,0.21942521611014715,0.1691279341690099,0.8627796398247132,0.65,0.7125,1,0.4477124240317913,0.3494431307417139,0.5093999237462635,0.75,0.48391011203312134,fallback,fallback_route,True,True,True,0.8666666666666667,0.8666666666666667,0.07999999999999999
49,macro_3,0.0662316694683644,0.14943511473526871,0.6872283619196502,0.5653971890353293,0.1678677637659906,0.8638991029388894,0.65,0.7125,1,0.3252631346376973,0.6121260548936207,0.5130553795930555,0.75,0.5076374557448631,watch,macro_3,False,False,True,0.8,0.8666666666666667,0.48
50,macro_3,0.49818806322189046,0.23708819647346518,0.4650835164678466,0.6009952508286135,0.1615728458677202,0.7673284608053791,0.65,0.7125,1,0.503210408626964,0.6149362099391523,0.5313154453596979,0.75,0.5751865568441499,watch,macro_3,False,False,False,0.7333333333333333,0.8,0.52
51,macro_0,0.3036706028441414,0.14968051572028662,0.7377840733499823,0.40662345885692974,0.03221298603623651,0.7167602980445151,0.35,0.45,1,0.3439665295951997,0.6390578590881286,0.9065577576916093,0.0,0.5067921895532543,watch,macro_0,False,True,True,0.7333333333333333,0.8,0.52
52,macro_1,0.37523569316765665,0.3514659274936441,0.48663691320881886,0.7877579644169935,0.17605785254876685,1.0,0.44999999999999996,0.5375,1,0.625141415900594,0.5056683168467249,0.48929787199327823,0.24999999999999992,0.5050410427752087,watch,macro_1,False,True,True,0.8,0.8666666666666667,0.48
53,macro_2,0.33982257616923456,0.6599091515042484,0.5170904194459477,0.24445620840727322,0.011534882309875677,0.8526843470388022,0.55,0.625,1,0.47998483190214525,0.4796587672845706,0.9665400386482116,0.5,0.6045443926489463,watch,macro_2,False,True,True,0.8,0.8666666666666667,0.48
54,macro_2,0.42465764044505067,0.6810469607031928,0.9606606599508353,0.47826406280686024,0.056432043589995595,0.7467714618597924,0.55,0.625,1,0.44180145130702575,0.2997453389589797,0.8363040084156661,0.5,0.5136428448011204,watch,macro_2,False,False,False,0.7333333333333333,0.8,0.52
55,macro_0,0.6418764415417758,0.6190685448321385,0.3598534868718917,0.4337814662667498,0.224285205424647,0.9115930302279598,0.35,0.45,1,0.7107658516124213,0.4920569892992704,0.3494017447528258,0.0,0.45913273157737156,fallback,fallback_route,True,True,True,0.7333333333333333,0.8,0.12000000000000002
56,macro_2,0.478268742140162,0.19680852902690843,0.01680491726762745,0.5683531824151651,0.1872176130155358,0.8090854848438666,0.55,0.625,1,0.5263810792045118,0.7553062105658477,0.45692605025448063,0.5,0.5622914429266612,watch,macro_2,False,True,True,0.7333333333333333,0.8,0.52
57,macro_0,0.42144572933303615,0.0,1.0,0.6497160711618096,0.238991863174869,0.7947118553682169,0.35,0.45,1,0.4801974636474372,0.5875709822095476,0.30674121413647915,0.0,0.3916471613631097,fallback,fallback_route,True,True,True,0.8,0.8,0.12000000000000002
58,macro_3,0.26358232449135394,0.5635883963475956,1.0,0.3280267625941138,0.09826604930501662,0.8762272871914493,0.65,0.7125,1,0.4540428904687539,0.38619911117767375,0.7149534669180142,0.75,0.5467031561879858,watch,macro_3,False,True,True,0.8,0.8666666666666667,0.48
59,macro_3,0.14855706995321577,0.4320559915904161,0.518682683637667,0.761070669364057,0.027820092697858595,0.690811773176831,0.65,0.7125,1,0.22907283819384217,0.46403366595436096,0.9193005007362272,0.75,0.5385090350404917,watch,macro_3,False,False,False,0.7333333333333333,0.8,0.52
60,macro_4,0.36246457636680046,0.664846442929153,0.13579048984495368,0.5957505920836749,0.10076502423437257,0.8552627203917171,0.75,0.8,1,0.49573872841806266,0.48469150805326644,0.7077045325718225,1.0,0.6216075651025942,watch,macro_4,False,True,True,0.7333333333333333,0.8,0.52
61,macro_3,0.4403191408527023,0.7254884065553175,0.5423790059510141,0.10701343667202234,0.12816250377924593,1.0,0.65,0.7125,1,0.6641914845116215,0.4749076860665821,0.6282309339618894,0.75,0.6207516745861854,watch,macro_3,False,True,True,0.7333333333333333,0.8,0.52
62,macro_1,0.768227384444379,0.5845603580146705,0.5484442625398327,0.0903521399007422,0.12631909730720078,0.8666177662197311,0.44999999999999996,0.5375,1,0.7487472593247565,0.548020720382521,0.6335782194957401,0.24999999999999992,0.5949612757332301,watch,macro_1,False,True,True,0.7333333333333333,0.8,0.52
63,macro_4,0.47344941386511946,0.7400332713439635,0.5725190397444357,0.5769201767676722,0.21069443830053614,0.7823787896216535,0.75,0.8,1,0.501026205674514,0.3426235601999913,0.3888253409801208,1.0,0.5082213972811079,watch,macro_4,True,True,True,0.7333333333333333,0.8,0.37
64,macro_2,0.6268931119841503,0.6073028435287672,0.34165298951953793,0.5247581705534115,0.09109836599972435,0.7692894719571758,0.55,0.625,1,0.582082864572395,0.47974578821737907,0.7357452184013914,0.5,0.5826017542550308,watch,macro_2,False,True,True,0.8,0.8,0.52
65,macro_1,0.36012679226295263,0.6825161764003667,0.7648902856191193,0.5541449716063416,0.14816275774423393,0.778966002665489,0.44999999999999996,0.5375,1,0.4301621024354769,0.32898309749345145,0.5702149346030141,0.24999999999999992,0.4128562438765333,fallback,fallback_route,True,True,True,0.8666666666666667,0.8666666666666667,0.07999999999999999
66,macro_4,0.2367101220449356,0.37383168428252944,0.7511268438215215,0.5730043858674455,0.04090982804523151,0.7946037321952218,0.75,0.8,1,0.3692651557595572,0.4820513504364935,0.8813302790155204,1.0,0.6200882118788485,watch,macro_4,False,True,True,0.8666666666666667,0.8666666666666667,0.48
67,macro_1,0.2762789827981731,0.5050971465421354,0.24639859504517336,0.6363899598775451,0.15602538224350504,0.7822193467241727,0.44999999999999996,0.5375,1,0.3825898379702095,0.5267542879982527,0.5474073233243107,0.24999999999999992,0.4399468461202142,fallback,fallback_route,True,True,True,0.8666666666666667,0.8666666666666667,0.07999999999999999
68,macro_0,0.3194593083835644,0.5991940241642394,0.794799182923722,0.8169124024620749,0.12024868401485093,0.9116311441074566,0.35,0.45,1,0.5173476296943043,0.2974750915714311,0.6511870505782653,0.0,0.41823720593043057,fallback,fallback_route,True,True,False,0.8666666666666667,0.8,0.12000000000000002
69,macro_2,0.8331245518383297,0.7551321188543547,1.0,0.3022237747706104,0.0600149329372386,0.6466790896791016,0.55,0.625,1,0.6026928724458909,0.29687799688017,0.8259108950863826,0.5,0.5666397283476999,watch,macro_2,False,True,True,0.9333333333333333,0.8666666666666667,0.48
70,macro_3,0.3021503977396105,0.45156470694385703,0.662990083109265,0.28700710177480127,0.10113365102601177,0.9062000050412133,0.65,0.7125,1,0.5023940962712081,0.536718350307055,0.7066352335646777,0.75,0.599176329662856,watch,macro_3,False,True,True,0.9333333333333333,0.8666666666666667,0.48
71,macro_0,0.6009280566725421,0.6802918139330282,0.5356687094828735,0.30666903552815433,0.10526594027878226,0.7820313474857439,0.35,0.45,1,0.5772211541980488,0.449269656780729,0.6946484412439851,0.0,0.4880069284754956,fallback,fallback_route,True,True,True,0.9333333333333333,0.8666666666666667,0.07999999999999999
72,macro_2,0.2874731079443352,0.4835403020211553,0.5844991963981196,0.6522291667921767,0.09838758965303229,0.8576947785695371,0.55,0.625,1,0.45278947656040536,0.4490477581918483,0.7146009071572783,0.5,0.5243884831334235,watch,macro_2,False,True,True,0.9333333333333333,0.8666666666666667,0.48
73,macro_0,0.6176831423173639,0.5206144581679675,0.7738141917421403,0.8912368446616113,0.2617072993814147,0.7073012089799136,0.35,0.45,1,0.5244179159906033,0.32343001181507836,0.24084911423102073,0.0,0.3246160521082359,fallback,fallback_route,True,True,True,0.9333333333333333,0.8666666666666667,0.07999999999999999
74,macro_3,0.5192911738990553,0.7573797605060183,0.18733209862319544,0.47216514044012237,0.11212431981536962,0.9528631066849436,0.65,0.7125,1,0.6719273776245567,0.4564358099811614,0.6747539067298671,0.75,0.630472011346352,watch,macro_3,False,True,True,1.0,0.9333333333333333,0.44000000000000006
75,macro_2,0.42180517842154375,0.05173490723646107,0.6610976757443255,0.0,0.10048831118581297,0.9445634960171873,0.55,0.625,1,0.6064548922775781,0.8088581274456881,0.7085072115815956,0.5,0.6666005470539732,watch,macro_2,False,True,True,1.0,0.9333333333333333,0.44000000000000006
76,macro_1,0.4426627452956219,0.2258819179813098,0.5223840126342975,0.15400178434740608,0.0,0.9159590525750073,0.44999999999999996,0.5375,1,0.5949099402528666,0.7179625917639192,1.0,0.24999999999999992,0.6752091270294831,watch,macro_1,False,True,True,1.0,0.9333333333333333,0.44000000000000006
77,macro_1,0.3321382148227097,0.17945365063929486,1.0,0.37174081930099706,0.04846341184164181,0.668524522420646,0.44999999999999996,0.5375,1,0.3204754888334954,0.5673379698551033,0.8594191216143742,0.24999999999999992,0.5063556939590927,watch,macro_1,False,False,False,0.9333333333333333,0.8666666666666667,0.48
78,macro_2,0.5302929962667745,0.0,0.5764568165487606,0.4405677781261963,0.09895412604349177,0.9029121071066053,0.55,0.625,1,0.6365141705527873,0.7457438513312609,0.7129575192821436,0.5,0.6624553023468266,watch,macro_2,False,True,True,0.9333333333333333,0.8666666666666667,0.48
79,macro_3,0.3681029735386596,0.38043388996120586,1.0,0.47790284318631837,0.06513178590586857,0.8604855087635709,0.65,0.7125,1,0.5035147078417886,0.4403073442228175,0.8110681166363103,0.75,0.6015740129594079,watch,macro_3,False,True,True,0.9333333333333333,0.8666666666666667,0.48
80,macro_4,0.22939096252189534,0.7373584749319352,0.3440648255544982,0.5896452807452293,0.23053660747022375,0.6594728752867431,0.75,0.8,1,0.25121370377109314,0.39789323595910053,0.3312679081673927,1.0,0.42021508235150595,fallback,fallback_route,True,True,True,0.9333333333333333,0.8666666666666667,0.07999999999999999
81,macro_2,0.21997123662246854,0.4787789834043564,0.766814791700698,0.5020634172943882,0.1068049779683025,0.8175702616229183,0.55,0.625,1,0.3785392090787224,0.4433909560490503,0.6901840574534193,0.5,0.49088247655317024,fallback,fallback_route,True,True,False,0.9333333333333333,0.8,0.12000000000000002
82,macro_0,0.48106582518998153,0.5994475204854631,0.6998500659478072,0.8423349026358518,0.2230755399454602,0.8564534489033262,0.35,0.45,1,0.5679010117335909,0.31472999761135373,0.3529106977785129,0.0,0.3656755279542234,fallback,fallback_route,True,True,False,0.9333333333333333,0.7333333333333333,0.16000000000000006
83,macro_4,0.7342364261538783,0.8223043741776982,0.4027381880338044,0.41099567357965777,0.12493637072402944,0.8756075273823151,0.75,0.8,1,0.735914065104156,0.38541434750778536,0.637589181791679,1.0,0.6633208051113207,watch,macro_4,False,True,True,0.9333333333333333,0.8,0.52
84,macro_3,0.47879849044321887,0.881921533066923,0.6643490286592351,0.3644205101311142,0.12297822691372613,0.8377261366948855,0.65,0.7125,1,0.5507888756013078,0.3018468487689512,0.6432692931663653,0.75,0.5415551419442868,watch,macro_3,False,True,True,0.9333333333333333,0.8,0.52
85,macro_3,0.42864510130022115,0.5327155163184651,0.9231297092079,0.6997188846301153,0.11289628418299992,0.8491231416847379,0.65,0.7125,1,0.5302829804590692,0.32793009338126355,0.6725146209520008,0.75,0.5482102217439903,watch,macro_3,False,False,False,0.8666666666666667,0.7333333333333333,0.56
86,macro_0,0.5014487051284577,0.8883964723923494,0.5390520739283499,0.19608948251847014,0.12030370012971672,0.9673611392253095,0.35,0.45,1,0.6734163409347087,0.3720163746921203,0.6510274618605235,0.0,0.49145667846530894,fallback,fallback_route,True,True,True,0.8666666666666667,0.7333333333333333,0.16000000000000006
87,macro_1,0.6850803135072285,0.5730316646085274,0.19700933770755918,0.6774229263300005,0.2575036002439888,0.9426033909910679,0.44999999999999996,0.5375,1,0.7627713087925587,0.4948761016863464,0.25304304971247715,0.24999999999999992,0.4914497459271014,fallback,fallback_route,True,True,False,0.8666666666666667,0.6666666666666666,0.2000000000000001
88,macro_3,0.48948885024549416,0.3406504440431345,0.6156092933806385,0.6056382959315667,0.0,0.5332945046217257,0.65,0.7125,1,0.30114250856571884,0.5243628806503815,1.0,0.75,0.598990598160597,watch,macro_3,False,True,True,0.8666666666666667,0.6666666666666666,0.6000000000000001
89,macro_4,0.3760330984499273,0.4013999119503162,0.3943942263018718,0.5431393775204582,0.0,0.7882561445162317,0.75,0.8,1,0.4475199201936071,0.5649166430692594,1.0,1.0,0.6978611328350773,watch,macro_4,False,True,True,0.8666666666666667,0.6666666666666666,0.6000000000000001
90,macro_2,0.64913196781078,0.17986587185874597,0.5344147653340294,0.9770690267873156,0.07654633351551088,0.8035348972456048,0.55,0.625,1,0.6242303581789561,0.5321961160402907,0.7779572177466192,0.5,0.6210189588093621,watch,macro_2,False,True,True,0.8666666666666667,0.6666666666666666,0.6000000000000001
91,macro_4,0.5271761589230904,0.3279665365665869,0.5996030575787198,0.4244481386763205,0.12116223055500551,0.6447901427273028,0.75,0.8,1,0.4175350239499151,0.5800039326529465,0.6485370684540037,1.0,0.6032725086592078,watch,macro_4,False,True,True,0.8666666666666667,0.6666666666666666,0.6000000000000001
