window_id,parent_route,child_route,updated_policy,parent_changed,child_changed,policy_changed,parent_switch_rate,child_switch_rate,policy_switch_rate,hierarchical_stability_score,route_persistence,route_pressure,forecast_next_parent_route,actual_next_parent_route,forecast_correct,stability_drop,child_policy_pressure,early_warning_score,early_warning,forecast_confidence,route_uncertainty
14,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.9333333333333333,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.06666666666666667,0.023333333333333334,False,0.9036144578313253,0.09638554216867468
15,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.0,0.0,0.0,1.0,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.0,False,0.9036144578313253,0.09638554216867468
16,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.0,0.0,0.0,1.0,0.9036144578313253,0.09638554216867468,parent_0,parent_2,False,0.0,0.0,0.0,False,0.9036144578313253,0.09638554216867468
17,parent_2,learned_drift_prototype,prototype_recovery,True,False,False,0.06666666666666667,0.0,0.0,0.9666666666666667,0.872093023255814,0.12790697674418605,parent_2,parent_0,False,0.033333333333333326,0.0,0.39406976744186023,True,0.872093023255814,0.12790697674418605
18,parent_0,learned_drift_prototype,prototype_recovery,True,False,False,0.13333333333333333,0.0,0.0,0.9333333333333333,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.033333333333333326,0.0,0.16333333333333333,False,0.9036144578313253,0.09638554216867468
19,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.13333333333333333,0.0,0.0,0.9333333333333333,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.013333333333333334,False,0.9036144578313253,0.09638554216867468
20,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.13333333333333333,0.0,0.0,0.9333333333333333,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.013333333333333334,False,0.9036144578313253,0.09638554216867468
21,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.13333333333333333,0.0,0.0,0.9333333333333333,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.013333333333333334,False,0.9036144578313253,0.09638554216867468
22,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.13333333333333333,0.0,0.0,0.9333333333333333,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.013333333333333334,False,0.9036144578313253,0.09638554216867468
23,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.13333333333333333,0.0,0.0,0.9333333333333333,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.013333333333333334,False,0.9036144578313253,0.09638554216867468
24,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.13333333333333333,0.0,0.0,0.9333333333333333,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.013333333333333334,False,0.9036144578313253,0.09638554216867468
25,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.13333333333333333,0.0,0.0,0.9333333333333333,0.9036144578313253,0.09638554216867468,parent_0,parent_2,False,0.0,0.0,0.013333333333333334,False,0.9036144578313253,0.09638554216867468
26,parent_2,learned_drift_prototype,prototype_recovery,True,False,False,0.2,0.0,0.0,0.9,0.872093023255814,0.12790697674418605,parent_2,parent_0,False,0.033333333333333326,0.0,0.4074031007751936,True,0.872093023255814,0.12790697674418605
27,parent_0,learned_drift_prototype,prototype_recovery,True,False,False,0.26666666666666666,0.0,0.0,0.8666666666666667,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.033333333333333326,0.0,0.17666666666666667,False,0.9036144578313253,0.09638554216867468
28,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.26666666666666666,0.0,0.0,0.8666666666666667,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.02666666666666667,False,0.9036144578313253,0.09638554216867468
29,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.26666666666666666,0.0,0.0,0.8666666666666667,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.02666666666666667,False,0.9036144578313253,0.09638554216867468
30,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.26666666666666666,0.0,0.0,0.8666666666666667,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.02666666666666667,False,0.9036144578313253,0.09638554216867468
31,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.26666666666666666,0.0,0.0,0.8666666666666667,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.02666666666666667,False,0.9036144578313253,0.09638554216867468
32,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.2,0.0,0.0,0.9,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.020000000000000004,False,0.9036144578313253,0.09638554216867468
33,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.13333333333333333,0.0,0.0,0.9333333333333333,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.013333333333333334,False,0.9036144578313253,0.09638554216867468
34,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.13333333333333333,0.0,0.0,0.9333333333333333,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.013333333333333334,False,0.9036144578313253,0.09638554216867468
35,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.13333333333333333,0.0,0.0,0.9333333333333333,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.013333333333333334,False,0.9036144578313253,0.09638554216867468
36,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.13333333333333333,0.0,0.0,0.9333333333333333,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.013333333333333334,False,0.9036144578313253,0.09638554216867468
37,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.13333333333333333,0.0,0.0,0.9333333333333333,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.013333333333333334,False,0.9036144578313253,0.09638554216867468
38,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.13333333333333333,0.0,0.0,0.9333333333333333,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.013333333333333334,False,0.9036144578313253,0.09638554216867468
39,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.13333333333333333,0.0,0.0,0.9333333333333333,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.013333333333333334,False,0.9036144578313253,0.09638554216867468
40,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.13333333333333333,0.0,0.0,0.9333333333333333,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.013333333333333334,False,0.9036144578313253,0.09638554216867468
41,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.06666666666666667,0.0,0.0,0.9666666666666667,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.006666666666666667,False,0.9036144578313253,0.09638554216867468
42,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.0,0.0,0.0,1.0,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.0,False,0.9036144578313253,0.09638554216867468
43,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.0,0.0,0.0,1.0,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.0,False,0.9036144578313253,0.09638554216867468
44,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.0,0.0,0.0,1.0,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.0,False,0.9036144578313253,0.09638554216867468
45,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.0,0.0,0.0,1.0,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.0,False,0.9036144578313253,0.09638554216867468
46,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.0,0.0,0.0,1.0,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.0,False,0.9036144578313253,0.09638554216867468
47,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.0,0.0,0.0,1.0,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.0,False,0.9036144578313253,0.09638554216867468
48,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.0,0.0,0.0,1.0,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.0,False,0.9036144578313253,0.09638554216867468
49,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.0,0.0,0.0,1.0,0.9036144578313253,0.09638554216867468,parent_0,parent_2,False,0.0,0.0,0.0,False,0.9036144578313253,0.09638554216867468
50,parent_2,learned_drift_prototype,prototype_recovery,True,False,False,0.06666666666666667,0.0,0.0,0.9666666666666667,0.872093023255814,0.12790697674418605,parent_2,parent_0,False,0.033333333333333326,0.0,0.39406976744186023,True,0.872093023255814,0.12790697674418605
51,parent_0,learned_drift_prototype,prototype_recovery,True,False,False,0.13333333333333333,0.0,0.0,0.9333333333333333,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.033333333333333326,0.0,0.16333333333333333,False,0.9036144578313253,0.09638554216867468
52,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.13333333333333333,0.0,0.0,0.9333333333333333,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.013333333333333334,False,0.9036144578313253,0.09638554216867468
53,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.13333333333333333,0.0,0.0,0.9333333333333333,0.9036144578313253,0.09638554216867468,parent_0,parent_0,True,0.0,0.0,0.013333333333333334,False,0.9036144578313253,0.09638554216867468
54,parent_0,learned_drift_prototype,prototype_recovery,False,False,False,0.13333333333333333,0.0,0.0,0.9333333333333333,0.9036144578313253,0.09638554216867468,parent_0,parent_1,False,0.0,0.0,0.013333333333333334,False,0.9036144578313253,0.09638554216867468
55,parent_1,sequential_ids,hybrid,True,True,True,0.2,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.8571428571428571,0.1428571428571429,parent_1,parent_1,True,0.06666666666666665,0.06666666666666667,0.6866666666666666,True,0.8571428571428571,0.1428571428571429
56,parent_1,sequential_ids,hybrid,False,False,False,0.2,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.8571428571428571,0.1428571428571429,parent_1,parent_1,True,0.0,0.06666666666666667,0.38666666666666666,True,0.8571428571428571,0.1428571428571429
57,parent_1,sequential_ids,hybrid,False,False,False,0.2,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.8571428571428571,0.1428571428571429,parent_1,parent_1,True,0.0,0.06666666666666667,0.38666666666666666,True,0.8571428571428571,0.1428571428571429
58,parent_1,sequential_ids,hybrid,False,False,False,0.2,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.8571428571428571,0.1428571428571429,parent_1,parent_1,True,0.0,0.06666666666666667,0.38666666666666666,True,0.8571428571428571,0.1428571428571429
59,parent_1,sequential_ids,hybrid,False,False,False,0.2,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.8571428571428571,0.1428571428571429,parent_1,parent_1,True,0.0,0.06666666666666667,0.38666666666666666,True,0.8571428571428571,0.1428571428571429
60,parent_1,sequential_ids,hybrid,False,False,False,0.2,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.8571428571428571,0.1428571428571429,parent_1,parent_1,True,0.0,0.06666666666666667,0.38666666666666666,True,0.8571428571428571,0.1428571428571429
61,parent_1,sequential_ids,hybrid,False,False,False,0.2,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.8571428571428571,0.1428571428571429,parent_1,parent_1,True,0.0,0.06666666666666667,0.38666666666666666,True,0.8571428571428571,0.1428571428571429
62,parent_1,sequential_ids,hybrid,False,False,False,0.2,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.8571428571428571,0.1428571428571429,parent_1,parent_1,True,0.0,0.06666666666666667,0.38666666666666666,True,0.8571428571428571,0.1428571428571429
63,parent_1,sequential_ids,hybrid,False,False,False,0.2,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.8571428571428571,0.1428571428571429,parent_1,parent_1,True,0.0,0.06666666666666667,0.38666666666666666,True,0.8571428571428571,0.1428571428571429
64,parent_1,sequential_ids,hybrid,False,False,False,0.2,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.8571428571428571,0.1428571428571429,parent_1,parent_1,True,0.0,0.06666666666666667,0.38666666666666666,True,0.8571428571428571,0.1428571428571429
65,parent_1,sequential_ids,hybrid,False,False,False,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.9,0.8571428571428571,0.1428571428571429,parent_1,parent_2,False,0.0,0.06666666666666667,0.37999999999999995,True,0.8571428571428571,0.1428571428571429
66,parent_2,sequential_ids,hybrid,True,False,False,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.9,0.872093023255814,0.12790697674418605,parent_2,parent_1,False,0.0,0.06666666666666667,0.2674031007751936,False,0.872093023255814,0.12790697674418605
67,parent_1,sequential_ids,hybrid,True,False,False,0.2,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.8571428571428571,0.1428571428571429,parent_1,parent_1,True,0.033333333333333326,0.06666666666666667,0.5366666666666667,True,0.8571428571428571,0.1428571428571429
68,parent_1,sequential_ids,hybrid,False,False,False,0.2,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.8571428571428571,0.1428571428571429,parent_1,parent_1,True,0.0,0.06666666666666667,0.38666666666666666,True,0.8571428571428571,0.1428571428571429
69,parent_1,sequential_ids,hybrid,False,False,False,0.2,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.8571428571428571,0.1428571428571429,parent_1,parent_1,True,0.0,0.06666666666666667,0.38666666666666666,True,0.8571428571428571,0.1428571428571429
70,parent_1,sequential_ids,hybrid,False,False,False,0.13333333333333333,0.0,0.0,0.9333333333333333,0.8571428571428571,0.1428571428571429,parent_1,parent_1,True,0.0,0.0,0.3633333333333333,False,0.8571428571428571,0.1428571428571429
71,parent_1,sequential_ids,hybrid,False,False,False,0.13333333333333333,0.0,0.0,0.9333333333333333,0.8571428571428571,0.1428571428571429,parent_1,parent_2,False,0.0,0.0,0.3633333333333333,False,0.8571428571428571,0.1428571428571429
72,parent_2,sequential_ids,hybrid,True,False,False,0.2,0.0,0.0,0.9,0.872093023255814,0.12790697674418605,parent_2,parent_1,False,0.033333333333333326,0.0,0.4074031007751936,True,0.872093023255814,0.12790697674418605
73,parent_1,sequential_ids,hybrid,True,False,False,0.26666666666666666,0.0,0.0,0.8666666666666667,0.8571428571428571,0.1428571428571429,parent_1,parent_1,True,0.033333333333333326,0.0,0.5266666666666666,True,0.8571428571428571,0.1428571428571429
74,parent_1,sequential_ids,hybrid,False,False,False,0.26666666666666666,0.0,0.0,0.8666666666666667,0.8571428571428571,0.1428571428571429,parent_1,parent_1,True,0.0,0.0,0.37666666666666665,True,0.8571428571428571,0.1428571428571429
75,parent_1,sequential_ids,hybrid,False,False,False,0.26666666666666666,0.0,0.0,0.8666666666666667,0.8571428571428571,0.1428571428571429,parent_1,parent_1,True,0.0,0.0,0.37666666666666665,True,0.8571428571428571,0.1428571428571429
76,parent_1,sequential_ids,hybrid,False,False,False,0.26666666666666666,0.0,0.0,0.8666666666666667,0.8571428571428571,0.1428571428571429,parent_1,parent_1,True,0.0,0.0,0.37666666666666665,True,0.8571428571428571,0.1428571428571429
77,parent_1,sequential_ids,hybrid,False,False,False,0.26666666666666666,0.0,0.0,0.8666666666666667,0.8571428571428571,0.1428571428571429,parent_1,parent_1,True,0.0,0.0,0.37666666666666665,True,0.8571428571428571,0.1428571428571429
78,parent_1,sequential_ids,hybrid,False,False,False,0.26666666666666666,0.0,0.0,0.8666666666666667,0.8571428571428571,0.1428571428571429,parent_1,parent_1,True,0.0,0.0,0.37666666666666665,True,0.8571428571428571,0.1428571428571429
79,parent_1,sequential_ids,hybrid,False,False,False,0.26666666666666666,0.0,0.0,0.8666666666666667,0.8571428571428571,0.1428571428571429,parent_1,parent_2,False,0.0,0.0,0.37666666666666665,True,0.8571428571428571,0.1428571428571429
80,parent_2,low_entropy_repeating,coherent_local,True,True,True,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.8,0.872093023255814,0.12790697674418605,parent_2,parent_0,False,0.06666666666666665,0.06666666666666667,0.5874031007751936,True,0.872093023255814,0.12790697674418605
81,parent_0,low_entropy_repeating,coherent_local,True,False,False,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.8,0.9036144578313253,0.09638554216867468,parent_0,parent_2,False,0.0,0.06666666666666667,0.05,False,0.9036144578313253,0.09638554216867468
82,parent_2,low_entropy_repeating,coherent_local,True,False,False,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.8,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.06666666666666667,0.2874031007751936,False,0.872093023255814,0.12790697674418605
83,parent_2,low_entropy_repeating,coherent_local,False,False,False,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.8,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.06666666666666667,0.2874031007751936,False,0.872093023255814,0.12790697674418605
84,parent_2,low_entropy_repeating,coherent_local,False,False,False,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.8,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.06666666666666667,0.2874031007751936,False,0.872093023255814,0.12790697674418605
85,parent_2,low_entropy_repeating,coherent_local,False,False,False,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.8,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.06666666666666667,0.2874031007751936,False,0.872093023255814,0.12790697674418605
86,parent_2,low_entropy_repeating,coherent_local,False,False,False,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.8,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.06666666666666667,0.2874031007751936,False,0.872093023255814,0.12790697674418605
87,parent_2,low_entropy_repeating,coherent_local,False,False,False,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.8333333333333334,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.06666666666666667,0.28073643410852694,False,0.872093023255814,0.12790697674418605
88,parent_2,low_entropy_repeating,coherent_local,False,False,False,0.2,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.06666666666666667,0.2740697674418603,False,0.872093023255814,0.12790697674418605
89,parent_2,low_entropy_repeating,coherent_local,False,False,False,0.2,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.06666666666666667,0.2740697674418603,False,0.872093023255814,0.12790697674418605
90,parent_2,low_entropy_repeating,coherent_local,False,False,False,0.2,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.06666666666666667,0.2740697674418603,False,0.872093023255814,0.12790697674418605
91,parent_2,low_entropy_repeating,coherent_local,False,False,False,0.2,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.06666666666666667,0.2740697674418603,False,0.872093023255814,0.12790697674418605
92,parent_2,low_entropy_repeating,coherent_local,False,False,False,0.2,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.06666666666666667,0.2740697674418603,False,0.872093023255814,0.12790697674418605
93,parent_2,low_entropy_repeating,coherent_local,False,False,False,0.2,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.06666666666666667,0.2740697674418603,False,0.872093023255814,0.12790697674418605
94,parent_2,low_entropy_repeating,coherent_local,False,False,False,0.2,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.06666666666666667,0.2740697674418603,False,0.872093023255814,0.12790697674418605
95,parent_2,low_entropy_repeating,coherent_local,False,False,False,0.13333333333333333,0.0,0.0,0.9333333333333333,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.0,0.2507364341085269,False,0.872093023255814,0.12790697674418605
96,parent_2,low_entropy_repeating,coherent_local,False,False,False,0.06666666666666667,0.0,0.0,0.9666666666666667,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.0,0.24406976744186026,False,0.872093023255814,0.12790697674418605
97,parent_2,low_entropy_repeating,coherent_local,False,False,False,0.0,0.0,0.0,1.0,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.0,0.2374031007751936,False,0.872093023255814,0.12790697674418605
98,parent_2,low_entropy_repeating,coherent_local,False,False,False,0.0,0.0,0.0,1.0,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.0,0.2374031007751936,False,0.872093023255814,0.12790697674418605
99,parent_2,low_entropy_repeating,coherent_local,False,False,False,0.0,0.0,0.0,1.0,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.0,0.2374031007751936,False,0.872093023255814,0.12790697674418605
100,parent_2,low_entropy_repeating,coherent_local,False,False,False,0.0,0.0,0.0,1.0,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.0,0.2374031007751936,False,0.872093023255814,0.12790697674418605
101,parent_2,low_entropy_repeating,coherent_local,False,False,False,0.0,0.0,0.0,1.0,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.0,0.2374031007751936,False,0.872093023255814,0.12790697674418605
102,parent_2,low_entropy_repeating,coherent_local,False,False,False,0.0,0.0,0.0,1.0,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.0,0.2374031007751936,False,0.872093023255814,0.12790697674418605
103,parent_2,low_entropy_repeating,coherent_local,False,False,False,0.0,0.0,0.0,1.0,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.0,0.2374031007751936,False,0.872093023255814,0.12790697674418605
104,parent_2,low_entropy_repeating,coherent_local,False,False,False,0.0,0.0,0.0,1.0,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.0,0.2374031007751936,False,0.872093023255814,0.12790697674418605
105,parent_2,low_entropy_repeating,coherent_local,False,False,False,0.0,0.0,0.0,1.0,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.0,0.2374031007751936,False,0.872093023255814,0.12790697674418605
106,parent_2,low_entropy_repeating,coherent_local,False,False,False,0.0,0.0,0.0,1.0,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.0,0.2374031007751936,False,0.872093023255814,0.12790697674418605
107,parent_2,low_entropy_repeating,coherent_local,False,False,False,0.0,0.0,0.0,1.0,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.0,0.2374031007751936,False,0.872093023255814,0.12790697674418605
108,parent_2,low_entropy_repeating,coherent_local,False,False,False,0.0,0.0,0.0,1.0,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.0,0.2374031007751936,False,0.872093023255814,0.12790697674418605
109,parent_2,low_entropy_repeating,coherent_local,False,False,False,0.0,0.0,0.0,1.0,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.0,0.2374031007751936,False,0.872093023255814,0.12790697674418605
110,parent_2,low_entropy_repeating,coherent_local,False,False,False,0.0,0.0,0.0,1.0,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.0,0.2374031007751936,False,0.872093023255814,0.12790697674418605
111,parent_2,low_entropy_repeating,coherent_local,False,False,False,0.0,0.0,0.0,1.0,0.872093023255814,0.12790697674418605,parent_2,parent_2,True,0.0,0.0,0.2374031007751936,False,0.872093023255814,0.12790697674418605
