window,macro_route,macro_cgcs_score,rolling_stability,rolling_volatility,rolling_switch_rate,rolling_residual,rolling_pressure,decompression_event,future_decompression,macro_route_id,decompression_probability,predicted_decompression
12,macro_3,0.5466662820819321,0.5808005957956018,0.07478323459192111,0.8461538461538461,0.49398263879631926,0.5979979903926818,0,0,3,0.026660452419028844,0
13,macro_0,0.6421805397351334,0.5824275423283997,0.07777232822961187,0.8571428571428571,0.4953447859012122,0.6274267695055217,0,0,0,0.07971427544581196,0
14,macro_0,0.6348503350527737,0.5845573295504035,0.07460334808957857,0.8,0.49004601853917507,0.4987099067473551,0,0,0,0.08600007925711996,0
15,macro_0,0.527130945359794,0.5811293460684475,0.061800468692834266,0.7333333333333333,0.4806711226243868,0.328257511469526,0,0,0,0.04205061513869444,0
16,macro_0,0.6617020354449361,0.5940665543979494,0.06232367628725003,0.6666666666666666,0.46825712188930063,0.17767608496716764,0,0,0,0.02103852319502028,0
17,macro_2,0.678596352264391,0.6127982974167097,0.06205734249289437,0.6666666666666666,0.4492590450761847,0.15302928027028143,0,0,2,0.08268124419440208,0
18,macro_1,0.7233617954134044,0.6266612419609053,0.07146334154213971,0.6666666666666666,0.4448020995812344,0.16411338043688148,0,0,1,0.0008333333333333333,0
19,macro_0,0.7176524052321522,0.6297332397108982,0.06386117396716194,0.6666666666666666,0.4341279342562637,0.13699023868594246,0,0,0,0.0006521739130434782,0
20,macro_2,0.4949386071267054,0.6185691823272325,0.07920643408976089,0.7333333333333333,0.46063725176252845,0.3337725291389233,0,0,2,0.027988355504144975,0
21,macro_0,0.5298817003964911,0.6208268409794212,0.08411874800124451,0.8,0.4632919070218233,0.4816188721164662,0,0,0,0.07831614301559121,0
22,macro_0,0.6552860005543266,0.6225137649246525,0.0811761418622611,0.7333333333333333,0.4586623769376086,0.33476842534588963,0,0,0,0.0030749616516206908,0
23,macro_1,0.6491693447282665,0.6217846952825256,0.081355473687523,0.7333333333333333,0.45957077840499744,0.33624368294979395,0,0,1,0.0022561210719105455,0
24,macro_1,0.6426939282725449,0.6297869991317433,0.08147454030596613,0.6666666666666666,0.45168754117422283,0.19070711876287771,0,0,1,0.0009649122807017543,0
25,macro_3,0.82,0.6446052874871487,0.09299397486709994,0.6666666666666666,0.4483886873799512,0.20702939754034905,0,0,3,0.008232142857142856,0
26,macro_0,0.6330844073601947,0.6444581268461006,0.0932843022434009,0.6666666666666666,0.4488261753973003,0.20810320068515045,0,0,0,0.002062134502923977,0
27,macro_2,0.6760204581744197,0.6568655862473193,0.09321379785126176,0.6666666666666666,0.4363482116039425,0.1921011552606897,0,0,2,0.03212103174603175,0
28,macro_2,0.65153184003477,0.6560180699631388,0.09000518094856316,0.6,0.4339871109854243,0.04766312041133051,0,0,2,0.003919277360066834,0
29,macro_0,0.6159758839625409,0.6507996976046514,0.08682714364977379,0.6666666666666666,0.4360274460451224,0.18031645799012846,0,0,0,0.0026458646616541355,0
30,macro_2,0.5205742191339027,0.633900732914693,0.08243896725531981,0.7333333333333333,0.44853823434062684,0.3241363514098249,0,0,2,0.005821688837478311,0
31,macro_0,0.6088650783142782,0.6248351223382034,0.07414437549158649,0.8,0.4493092531533831,0.4460605270872023,0,0,0,0.02855126206321028,0
32,macro_0,0.4627172933713741,0.6221500128585925,0.09415293226156776,0.7333333333333333,0.47200291940297523,0.37485799071061493,0,0,0,0.06061452102646925,0
33,macro_4,0.5028674660612003,0.6198988266639849,0.1015825136020268,0.7333333333333333,0.4816836869380419,0.40040974492261433,0,0,4,0.027682650501645666,0
34,macro_4,0.4726932461130028,0.6046827637938745,0.1100164312849375,0.6666666666666666,0.505333667491063,0.30980604139962437,0,1,4,0.03735965537545706,0
35,macro_3,0.5163109410513227,0.5936112301541293,0.0789846442424572,0.6666666666666666,0.4853734140883279,0.22913239897414212,0,1,3,0.05013081557573817,0
36,macro_0,0.7102814484198003,0.5992435234997339,0.0893545699112297,0.6666666666666666,0.49011104641149583,0.2536323531982773,0,1,0,0.13037851012310303,0
37,macro_0,0.327458940869638,0.5581984352388704,0.1105201000085784,0.6666666666666666,0.552321664769708,0.3704888526738276,0,1,0,0.7157040145574914,1
38,macro_3,0.5514288306234612,0.5513938038441426,0.10349811826047138,0.6666666666666666,0.5521043144163288,0.35770402567042153,0,1,3,0.38524864423079747,0
39,macro_1,0.3393401668903628,0.5233371129038046,0.11407323376823325,0.7333333333333333,0.5907361208644286,0.5614134057244717,1,1,1,0.8474535160701473,1
40,macro_0,0.43755372338504195,0.5055056031829939,0.11552272442417286,0.7333333333333333,0.610017121241179,0.5885277521187895,1,1,0,0.8174701480885738,1
41,macro_2,0.5743491962235614,0.5020367125380788,0.11214078758697912,0.7333333333333333,0.6101040750489003,0.582614133393966,0,1,2,0.5444642891660011,1
42,macro_0,0.4792586508542466,0.49859374851477417,0.11182337870627904,0.7333333333333333,0.6132296301915048,0.5860255616740552,0,1,0,0.72858480954027,1
43,macro_4,0.37445169110660426,0.47905929958080135,0.11755539675754588,0.8,0.6384960971767445,0.7641023996985249,1,1,4,0.9825694444444444,1
44,macro_0,0.40591449381227973,0.4743257329508768,0.1197856517962247,0.8,0.6454599188453479,0.7769356449709649,1,1,0,0.9675950854700855,1
45,macro_3,0.5311793474753616,0.4766850564020569,0.12049200514858886,0.8,0.643806948746532,0.7760907023229603,0,1,3,0.8575263625263626,1
46,macro_0,0.40488994385707505,0.47103478121406295,0.08803364744470413,0.8,0.6169988662306412,0.6841630044828555,1,1,0,0.9430776579179216,1
47,macro_2,0.49158856217729835,0.4689745829745609,0.07902433889151823,0.8666666666666667,0.6100497559169574,0.7949912731875385,0,1,2,0.8823478692201517,1
48,macro_2,0.4785536617911114,0.44966393408883687,0.0726568277420065,0.8,0.6229928936531697,0.6643987826052496,0,1,2,0.8662695958823027,1
49,macro_0,0.41898772414781127,0.4572913326953513,0.06264614354837533,0.8666666666666667,0.605354810853024,0.7598430819416089,1,1,0,0.8868958333333333,1
50,macro_4,0.6745658070810214,0.46755274740014796,0.09152606157146707,0.8666666666666667,0.6239733141713191,0.8349764045341848,0,1,4,0.769531413031413,1
51,macro_3,0.5433981981202974,0.48455758333597587,0.08858379298761933,0.8666666666666667,0.6040262096516434,0.8043554439685422,0,1,3,0.8156568971963709,1
52,macro_4,0.30952055546141405,0.4738881526756735,0.10376256733614651,0.9333333333333333,0.629874414660473,1.0,1,1,4,0.9497916666666667,1
53,macro_4,0.5146453558740004,0.46891283264654343,0.09981957563374003,0.8666666666666667,0.6309067429871965,0.8585714824421837,0,1,4,0.9661412337662337,1
54,macro_2,0.4449607583701375,0.4660546749395344,0.09745147018578186,0.8666666666666667,0.6313967952462474,0.8549766910526553,1,1,2,0.9528138528138527,1
55,macro_4,0.5884000590161942,0.4838837055986669,0.10227103426531751,0.8666666666666667,0.6183873286666506,0.8470090780870247,0,1,4,0.8783201659451659,1
56,macro_0,0.44793705877802514,0.48738558601247894,0.09929587656357071,0.8666666666666667,0.6119102905510918,0.8334682989232769,1,0,0,0.7498760530405267,1
57,macro_0,0.5168600840159745,0.4861923140575301,0.09962632677518238,0.8,0.6134340127176522,0.7002773071412757,0,0,0,0.3411233033169942,0
58,macro_0,0.5808097024239988,0.500852293938107,0.1030775028628338,0.7333333333333333,0.6022252089247268,0.556444924333723,0,0,0,0.052979342454910455,0
59,macro_0,0.6216150317198825,0.5116878330666558,0.10441461874889651,0.6666666666666666,0.5927267856822407,0.41102297806011756,0,0,0,0.09520122673198089,0
60,macro_1,0.444076239373537,0.5088147145318579,0.09228696810959645,0.6666666666666666,0.5834722535777386,0.37764486222870647,0,0,1,0.0615898021708426,0
61,macro_0,0.530380423530479,0.5180974394804135,0.09171598915380344,0.6666666666666666,0.5736185496733899,0.3640903218042719,0,0,0,0.11768946149920445,0
62,macro_3,0.5260072313097266,0.505717558166139,0.06275890636944512,0.6666666666666666,0.5570413482033062,0.29141681515828416,0,0,3,0.08818970068508859,0
63,macro_1,0.51801227742451,0.5036020647748233,0.06272665697761404,0.7333333333333333,0.5591245922027908,0.4297283506945516,0,0,1,0.04967921010310783,0
64,macro_0,0.743466171055833,0.5397641994076915,0.08798330663136536,0.7333333333333333,0.5482191072236738,0.4608424065473865,0,0,0,0.1386041068442249,0
65,macro_2,0.6284050366885949,0.5492441728089078,0.09070206044389093,0.7333333333333333,0.5414578876349831,0.45708262972320474,0,0,2,0.07969738226358201,0
66,macro_0,0.4853949826467419,0.5526136914986248,0.08642732569756532,0.7333333333333333,0.5338136341989405,0.439741792192856,0,0,0,0.08495553003446357,0
67,macro_3,0.6878600036975249,0.560902020222069,0.09366621882695703,0.7333333333333333,0.532764198604888,0.4513011970250869,0,0,3,0.07530543732600485,0
68,macro_0,0.8020139472814869,0.5904084275973576,0.11778494539861245,0.8,0.5273765178012548,0.6231272434809928,0,0,0,0.22515588754838117,0
69,macro_4,0.7090350763388014,0.6064230102909264,0.1228097441852148,0.8,0.5163867338942885,0.6180949782017418,0,0,4,0.1913406578219673,0
70,macro_3,0.4837328006167465,0.5983332684736554,0.11747179054394116,0.8,0.5191385220702858,0.6120877276136802,0,0,3,0.4173833617491106,0
71,macro_0,0.5804793057217201,0.5949052913071419,0.1146659090721073,0.8,0.5197606177649654,0.6078811310700014,0,0,0,0.30673582644813396,0
72,macro_0,0.7408484314294971,0.6196363073118052,0.11595872865821236,0.8,0.49632242134640714,0.580362223083697,0,0,0,0.15755516191609417,0
73,macro_3,0.5650534534319293,0.6225257264702594,0.11141901558976264,0.8666666666666667,0.48889328911950325,0.6985414365082209,0,0,3,0.09467106782106781,0
74,macro_3,0.6697347707373148,0.6345030214225584,0.10632796091480483,0.8666666666666667,0.4718249394922464,0.6677556473235966,0,0,3,0.09448068181818181,0
75,macro_3,0.6996738726540472,0.6496414876916865,0.10818993104080996,0.8,0.4585484433491235,0.5184615587061243,0,0,3,0.054630094561121716,0
76,macro_3,0.5458154882195605,0.6331705974553304,0.09981125195123414,0.7333333333333333,0.4666406544959037,0.37811444553903945,0,0,3,0.01709258243874118,0
77,macro_0,0.6222889363999697,0.6326609224312784,0.09908388959084691,0.7333333333333333,0.46642296715956855,0.3765418160211808,0,0,0,0.024340959062117803,0
78,macro_1,0.33348131019022387,0.6200014497265686,0.1228646637307084,0.7333333333333333,0.5028632140041398,0.46526768142283914,0,0,1,0.17726416711153553,0
79,macro_0,0.5297188769594225,0.6068230224983934,0.11733563976226156,0.7333333333333333,0.5105126172638682,0.4651516036893118,0,0,0,0.1737682757470702,0
80,macro_4,0.5951065216542244,0.5895807370294548,0.11268397776108363,0.7333333333333333,0.5231032407316288,0.4728853821696482,0,0,4,0.11709482435338199,0
81,macro_2,0.5007115890771661,0.5722204464243185,0.11606542206992537,0.7333333333333333,0.543844975645607,0.5052997034285126,0,0,2,0.22245534012648085,0
82,macro_0,0.7544073555631741,0.5947766593365208,0.11820949608818339,0.7333333333333333,0.5234328367516626,0.4831473707918671,0,0,0,0.11597962393484655,0
83,macro_0,0.47262072368303265,0.5857884441666302,0.12315732194584257,0.6666666666666666,0.5373688777792124,0.3739742572226833,0,0,0,0.1371866839244681,0
84,macro_0,0.5550054214490384,0.5703015266682586,0.11832706839518577,0.6,0.5480255417269272,0.24321087202847702,0,0,0,0.11940455826270194,0
85,macro_0,0.5991592098229186,0.5731436730341745,0.10913981864449775,0.5333333333333333,0.5359961456103233,0.07582153121067496,0,0,0,0.06975784835260879,0
86,macro_3,0.7094771735135976,0.5764555399321979,0.12003159795891825,0.5333333333333333,0.5435760580267204,0.10486746711856063,0,0,3,0.07883291503198771,0
87,macro_2,0.4425761865613155,0.5550307327578036,0.1242462048907639,0.6,0.5692154721329603,0.28071585852861775,0,0,2,0.12001467738204984,0
88,macro_4,0.668288832364668,0.565236844769896,0.102931671795388,0.6,0.537694827025492,0.2026426184078653,0,0,4,0.052801363146827034,0
89,macro_2,0.5561750866257779,0.5597273572887133,0.10175163644024225,0.6666666666666666,0.542024279151529,0.34176758326598417,0,0,2,0.06806484149296738,0
90,macro_0,0.458510301582396,0.5701464399047277,0.10919330158019645,0.7333333333333333,0.5390468616754688,0.48695344669329427,0,0,0,0.11419130581055414,0
91,macro_3,0.5800622064097833,0.5743417173589244,0.10630699518239624,0.8,0.5319652778234719,0.6085200853413563,0,0,3,0.22837081297014084,0
92,macro_3,0.5481424313489223,0.570428043166816,0.0868585657906866,0.7333333333333333,0.5164305226238707,0.4183923945151793,0,0,3,0.06859487880063304,0
93,macro_2,0.46818015628216564,0.5677170904338992,0.08735915803933858,0.7333333333333333,0.5196420676054394,0.4233703408895067,0,0,2,0.11275531613411831,0
94,macro_3,0.5207616173469748,0.5482466122492159,0.08818116695504048,0.7333333333333333,0.5399345547058246,0.4506539267306074,0,0,3,0.08519773244958,0
95,macro_2,0.47247339171775754,0.5482343345854429,0.0902297801388166,0.7333333333333333,0.5419954455533738,0.4569253221820566,0,0,2,0.08163096133488995,0
96,macro_2,0.5105137512044703,0.5445266953983956,0.06867134835478467,0.6666666666666666,0.5241446529563891,0.26009224496958233,0,1,2,0.10853896147323132,0
97,macro_1,0.553583642186174,0.540728731428667,0.06304558592037417,0.6666666666666666,0.5223168544917072,0.24774543908200716,0,1,1,0.4176665905747534,0
98,macro_0,0.6310468639816029,0.5341928723010007,0.05476614566408884,0.7333333333333333,0.5205732733630882,0.36649712907640847,0,1,0,0.6055870525187091,1
99,macro_0,0.3718970271799629,0.5283029423525546,0.07294538293812251,0.7333333333333333,0.5446424405855679,0.4295044977799573,0,1,0,0.663298018793852,1
100,macro_0,0.6710053942862303,0.5285293225126848,0.08563528762471066,0.7333333333333333,0.5571059651120258,0.4679671505772509,0,1,0,0.4094120349618527,0
101,macro_2,0.2998605072625892,0.507169774232419,0.11063339048680436,0.7333333333333333,0.6034636162543853,0.5714799511717623,1,0,2,0.6219652598992735,1
102,macro_0,0.4592263105049712,0.5072294416426336,0.11033081220297276,0.7333333333333333,0.6031013705603392,0.5704800607295515,0,0,0,0.13155819820603326,0
103,macro_2,0.5240260222577592,0.502559759629965,0.11018763869104413,0.7333333333333333,0.6076278790610791,0.5759843713540896,0,0,2,0.09081036883924734,0
104,macro_4,0.4954291824689622,0.4981669888899683,0.10998507250400312,0.7333333333333333,0.6118180836140349,0.58095498608944,0,0,4,0.3042797670358416,0
105,macro_0,0.5340416925256082,0.5036554502435886,0.11006421778645611,0.7333333333333333,0.6064087675428675,0.5742133731737954,0,0,0,0.07462282218377639,0
106,macro_1,0.5721812865203776,0.5079404226747055,0.112112071250349,0.7333333333333333,0.6041716485756434,0.5750148017336092,0,0,1,0.12792665214243695,0
107,macro_3,0.548243605718721,0.5142546071747858,0.11190043732992293,0.8,0.5976458301551372,0.7020529766997404,0,0,3,0.5742530555092463,1
108,macro_0,0.5421272264648,0.5168890634464799,0.10456696670770564,0.8,0.5876779032612257,0.6763070548897385,0,0,0,0.24294898986384955,0
109,macro_0,0.6750173293215529,0.5270085373744281,0.10663916553075983,0.7333333333333333,0.5796306281563317,0.5340408963854841,0,0,0,0.14073006230179913,0
110,macro_0,0.634856965239881,0.527326045812618,0.10191606862555873,0.6666666666666666,0.5745900228129407,0.38349582003890814,0,0,0,0.16413038254348972,0
111,macro_0,0.5452793867390613,0.5417745757758762,0.06277292038423851,0.6666666666666666,0.5209983446083624,0.2455821204942179,0,0,0,0.20610086425168891,0
112,macro_4,0.6942098573869089,0.543708281034266,0.06755145043281692,0.6666666666666666,0.5238431693985509,0.2577137716447921,0,0,4,0.1251582203001678,0
113,macro_3,0.6471344634144521,0.5726477773802546,0.06813285107602728,0.6666666666666666,0.49548507369577266,0.2226677301804038,0,0,3,0.02026421598399662,0
114,macro_2,0.6994249076840795,0.5926643271451804,0.06759014344776154,0.7333333333333333,0.4749258163025812,0.3312605831271125,0,0,2,0.1272461204922187,0
115,macro_4,0.6902068819031852,0.6065127321156325,0.06631096419353122,0.8,0.4597982320778987,0.4454525976737182,0,0,4,0.04888095996160146,0
116,macro_3,0.5666065112128658,0.6124441761776245,0.06682456415198183,0.8,0.45438038797435737,0.43947402958049575,0,0,3,0.08150444786208574,0
117,macro_0,0.5987935495930956,0.6178401642665817,0.062181716186538734,0.8,0.444341551919957,0.4184307008278955,0,0,0,0.017819317618765835,0
118,macro_4,0.7246897383422131,0.6305492019184014,0.0605000491413233,0.8,0.42995084722292193,0.3971249920110884,0,0,4,0.0035021326107913544,0
119,macro_2,0.7207289451905544,0.6449229802077209,0.06440106403498422,0.8,0.41947808382726337,0.39074876273873543,0,0,2,0.011286223519882264,0
120,macro_3,0.6723232352416839,0.6557726476057945,0.0643702661934004,0.8,0.40859761858760596,0.3768500391776108,0,0,3,0.014010790619449362,0
121,macro_4,0.6931261506166709,0.6572817160470543,0.05190057487573027,0.8,0.394618858828676,0.33685172924358797,0,0,4,0.015357142857142856,0
122,macro_0,0.8057799974101353,0.6715253020612422,0.06723646476933401,0.8,0.3957111627080918,0.3655594036385921,0,0,0,0.03435048218372017,0
123,macro_0,0.645542512808923,0.679880562567064,0.06732969591067513,0.7333333333333333,0.38744913334361114,0.21949485886302697,0,0,0,0.001168368245027284,0
124,macro_0,0.7556984781752433,0.6850046142994252,0.07121330955733621,0.7333333333333333,0.386208695257911,0.2248344694668757,0,0,0,0.0010367892976588628,0
125,macro_1,0.6955353442923764,0.6890380210392522,0.07125698579481053,0.8,0.3822189647555584,0.3555542448026296,0,0,1,0.01726190476190476,0
126,macro_3,0.7009311851739929,0.6891635441634117,0.057112099881281686,0.8666666666666667,0.36794855571786994,0.44791916868762743,0,0,3,0.009069262240420983,0
127,macro_4,0.82,0.6999796373381462,0.05581558705439733,0.8666666666666667,0.35583594971625115,0.4301980968556599,0,0,4,0.013131762240420983,0
128,macro_0,0.8066462210964025,0.7199829464951076,0.061724452819900424,0.8666666666666667,0.3417415063247928,0.4227903800221602,0,0,0,0.0034267932963216053,0
129,macro_2,0.8104902957370308,0.7376243420071021,0.06631855718325493,0.8666666666666667,0.32869421517615277,0.41437302847187013,0,0,2,0.0031317622404209845,0
130,macro_1,0.82,0.7455668638119177,0.06586433147773116,0.8666666666666667,0.32029746766581346,0.40288023329933614,0,0,1,0.002774619383278127,0
131,macro_0,0.7467202911571693,0.7477328093091357,0.06232151492982882,0.8666666666666667,0.3145887056206932,0.3893058049166187,0,0,0,0.008426793296321605,0
132,macro_0,0.8087620775785308,0.7591027128372062,0.06256765538317986,0.8,0.30346494254597367,0.23987248394203578,0,0,0,0.0006521739130434782,0
133,macro_0,0.7211637028540567,0.761439175523655,0.050455821866971416,0.7333333333333333,0.28901664634331636,0.06419586193605746,0,0,0,0.012286789297658862,0
134,macro_4,0.7790903224144983,0.7592150359406854,0.050333592238468707,0.7333333333333333,0.2911185562977833,0.06665251898570644,0,0,4,0.017376373626373627,0
135,macro_0,0.7381472107340992,0.7669320941011167,0.04473338113544229,0.7333333333333333,0.27780128703432555,0.03973249049839016,0,0,0,0.012286789297658862,0
136,macro_2,0.7576521631751976,0.7670949011844462,0.03723882929164084,0.7333333333333333,0.2701439281071946,0.01663950727061364,0,0,2,0.007376373626373627,0
137,macro_3,0.8006771632311487,0.7758567194293439,0.03544055456180038,0.7333333333333333,0.25958383513245653,0.0,0,0,3,0.012376373626373626,0
138,macro_1,0.6708117292893733,0.7733467647722923,0.04758840912819499,0.8,0.27424164435590276,0.17600736230278108,0,0,1,0.0008333333333333333,0
139,macro_4,0.82,0.7733467647722923,0.04867330372285531,0.8666666666666667,0.2753265389505631,0.315038610756737,0,0,4,0.015357142857142856,0
140,macro_4,0.6461580135906477,0.759972747480146,0.05759144914921086,0.8,0.2976187016690649,0.2235698312930535,0,0,4,0.004179197994987468,0
141,macro_0,0.6224176743205831,0.7443000290287755,0.07016126664193627,0.8,0.3258612376131608,0.28189514738513305,0,0,0,0.004179197994987468,0
142,macro_2,0.82,0.7443000290287755,0.07152428699152176,0.8,0.3272242579627463,0.2860573519079847,0,0,2,0.00035714285714285714,0
143,macro_0,0.7909524523248065,0.7479860424594119,0.07312785704721288,0.8,0.32514181458780095,0.286264179927933,0,0,0,0.009652173913043478,0
144,macro_0,0.7690191680993781,0.7446741333361491,0.0726678394654435,0.7333333333333333,0.32799370612929446,0.1533550341778732,0,0,0,0.002036789297658863,0
145,macro_0,0.6420716661359123,0.7380831302763037,0.07949674572224097,0.6666666666666666,0.3414136154459373,0.04687599023634755,0,0,0,0.001783752860411899,0
146,macro_2,0.5766981152173208,0.7212171130098722,0.09296291369704068,0.6666666666666666,0.37174580068716845,0.10945676352033963,0,0,2,0.007433563074352548,0
147,macro_2,0.48902004781896535,0.7004565161002777,0.11172444576816325,0.6666666666666666,0.41126792966788556,0.19316309849253013,0,0,2,0.0026335630743525478,0
148,macro_0,0.5683495165113467,0.6846812955449568,0.11768079099557124,0.7333333333333333,0.43299949545061445,0.36714186614366323,0,0,0,0.06378152462044652,0
149,macro_0,0.4922093657871986,0.6589756457579611,0.11829028798419883,0.6666666666666666,0.45931464222623775,0.2659915458160515,0,0,0,0.008133563074352548,0
150,macro_4,0.6325066648735828,0.6557835570566451,0.118311760372462,0.6666666666666666,0.46252820331581684,0.2701185996190805,0,0,4,0.002133563074352548,0
151,macro_0,0.5231607409940863,0.6310469521394857,0.12400741258744045,0.6666666666666666,0.4929604604479548,0.3189850550056643,0,0,0,0.028105445734764766,0
152,macro_0,0.4539014721212091,0.6150255736836991,0.1155664333639372,0.6,0.5005408596802381,0.17787575765542366,0,0,0,0.049157080636058254,0
153,macro_2,0.49131269675358363,0.6041001588864492,0.0959455428972573,0.6,0.49184538401080813,0.13186122980148587,0,0,2,0.03581592935087025,0
154,macro_4,0.5497712730176361,0.5815810983045855,0.06336472691998939,0.6,0.4817836286154039,0.06102274496419101,0,0,4,0.037647582459735894,0
155,macro_0,0.4546553649958755,0.5535563410271745,0.05792776406977931,0.6666666666666666,0.5043714230426047,0.21579600605479024,0,0,0,0.046385962570464366,0
156,macro_3,0.4246667166995318,0.5248603034105207,0.062114076831135415,0.6666666666666666,0.5372537734206148,0.2650912695076123,0,0,3,0.24909621115555447,0
157,macro_3,0.5144415108249455,0.5142244571346067,0.06177227405065839,0.6,0.5475478169160517,0.14186179287894388,0,0,3,0.12822263118731367,0
158,macro_0,0.5090349159457827,0.508585857195312,0.05835312954846271,0.6,0.5497672723531507,0.13859520471546422,0,0,0,0.14047117708684576,0
159,macro_3,0.43653745893698964,0.5042123081218141,0.06219240527135565,0.6666666666666666,0.5579800971495416,0.2916021310220234,0,0,3,0.07554262271045657,0
160,macro_1,0.4356927878148425,0.4931575807304387,0.043615517783125606,0.7333333333333333,0.5504579370526869,0.38465851452225697,0,0,1,0.1377581939927856,0
161,macro_2,0.495689123565747,0.4934475605453177,0.041353693217088254,0.7333333333333333,0.5479061326717706,0.37738270643758587,0,0,2,0.1436772932655937,0
162,macro_2,0.3420261908197092,0.4692408543741616,0.05937432325740667,0.7333333333333333,0.5901334688832451,0.4632112662895496,0,0,2,0.11713739676814428,0
163,macro_2,0.34408902964452226,0.4543182117616979,0.0696021486621907,0.6666666666666666,0.6152839369004928,0.3777122159736045,0,0,2,0.09045894483214922,0
164,macro_0,0.4053832122418739,0.4502750234384199,0.061230357401095226,0.7333333333333333,0.6109553339626754,0.49301032377362064,0,0,0,0.045941938296676234,0
165,macro_3,0.4509987341417795,0.44691552655410294,0.061118857920534224,0.7333333333333333,0.6142033313664312,0.4969443297200579,0,0,3,0.027742336467975165,0
166,macro_0,0.499237975566201,0.44270441843315006,0.0640794865821379,0.7333333333333333,0.6213750681489878,0.5113431347022922,0,0,0,0.04400968665343243,0
167,macro_0,0.6059556315227588,0.455312773977057,0.07993850783771957,0.7333333333333333,0.6246257338606626,0.5437288768877784,0,0,0,0.05460678860303326,0
168,macro_0,0.553128993808499,0.4660179637361375,0.08449206693213664,0.6666666666666666,0.6184741031959992,0.40829471481203605,0,0,0,0.0956381999074652,0
169,macro_2,0.46512943475068386,0.46190862406328237,0.08421072542635785,0.6666666666666666,0.6223021013630755,0.41266415007819385,0,0,2,0.03121286381858292,0
170,macro_3,0.48217533839955984,0.4596703259344306,0.08401895959073263,0.6666666666666666,0.624348633656302,0.4149264817599273,0,0,3,0.04082102857523053,0
171,macro_0,0.39875246763224725,0.4565215766590353,0.08558295216642692,0.6666666666666666,0.6290613755073915,0.42370872873125254,0,0,0,0.12557045298037706,0
172,macro_2,0.4930813892980899,0.4613039601159726,0.07631780590578414,0.7333333333333333,0.6150138457898117,0.5250495315524892,0,0,2,0.08204144940176494,0
173,macro_0,0.47514618396029146,0.4595920484821847,0.062297833278990945,0.7333333333333333,0.6027057847968063,0.4844154298552471,0,0,0,0.022733473276973202,0
174,macro_2,0.5370879877283192,0.4758471982245689,0.0578526205642549,0.7333333333333333,0.582005422339686,0.4501588550693874,0,0,2,0.07197955715356297,0
175,macro_0,0.4409739256497565,0.48392093955833837,0.0587994976585735,0.7333333333333333,0.5748785581002351,0.44277759696731184,0,0,0,0.031270544481126976,0
176,macro_3,0.5699292779255614,0.49763311169864566,0.06342421147992013,0.7333333333333333,0.5657910997812745,0.4394531010472866,0,0,3,0.11515422572951288,0
177,macro_1,0.6691941928560194,0.515816066591499,0.07669106842599689,0.8,0.5608750018344979,0.5925486993203815,0,0,1,0.14934011450164425,0
178,macro_4,0.5297260518827185,0.5183567396178754,0.07552470691454546,0.8666666666666667,0.5571679672966701,0.7214727213231018,0,0,4,0.20480099693961842,0
179,macro_0,0.5840511389803478,0.5165313652393412,0.0776850623348151,0.8666666666666667,0.5611536970954739,0.730392250705654,0,0,0,0.0758491059632942,0
180,macro_1,0.6184158950094287,0.5219719403394186,0.08249936216766872,0.8666666666666667,0.5605274218282501,0.7381711315724749,0,0,1,0.0958578318864938,0
