window,regime,regime_id,policy,macro_route,pressure,memory_quality,route_volatility,decompression_need,constraint_score,regret,route_persistence,recovery_score,recommendation_score
2,stable,0,predictive,macro_0,0.4420887908328019,0.6557086755728904,0.5266450484312307,0.3122588434558178,0.639175583472311,0.150982636394302,0.5717112529047028,0.6070462677593481,0.46058262392861493
2,stable,0,conservative_predictive,macro_0,0.45753470960807713,0.6428707290919048,0.49117299058503944,0.30917578913941046,0.6101704277509216,0.11936472862548149,0.6052576187787462,0.6831695973542846,0.47934065199394577
2,stable,0,aggressive_predictive,macro_0,0.39894343854217085,0.6538667085983239,0.6302619488556415,0.25376909542502907,0.6149126801797287,0.13925589612167394,0.4678180574341071,0.4980995289244076,0.4089611470941532
2,stable,0,cgcs_balanced,macro_0,0.4289459048122588,0.680192266745584,0.4547940296492862,0.28467228110559273,0.6299047145380109,0.09897187161501352,0.6472348103625514,0.8051328371398359,0.5261456034447156
3,stable,0,reactive,macro_0,0.39650758761227,0.5451638527324416,0.45770787913476263,0.2554312429448158,0.5816940052068893,0.22852042569553788,0.6240666987751036,0.3797210998673914,0.3836916185653572
3,stable,0,predictive,macro_0,0.3980822304393314,0.5290289714193466,0.5217423712536936,0.31537570267225484,0.6047730393506892,0.13488074279432452,0.5576119744592084,0.5620849994623204,0.43801870116794916
3,stable,0,conservative_predictive,macro_0,0.4783183587333631,0.5331275754171503,0.4090155037183536,0.27438277603714517,0.616683180675875,0.11881621208217549,0.6709536325942189,0.6517180961885736,0.48814507392072737
3,stable,0,aggressive_predictive,macro_0,0.46469390630963636,0.5016060130120243,0.6235660980237737,0.3968836160631207,0.5497826172185369,0.20086662562744362,0.45167480392802994,0.41618538134158445,0.35063981409830985
3,stable,0,cgcs_balanced,macro_0,0.46635482846572485,0.5309677462002437,0.4529309228870411,0.2522498917818181,0.6237686449279761,0.10419192020094482,0.6267142390429955,0.7593887328137217,0.5086020700600599
4,stable,0,reactive,macro_0,0.35133081779479136,0.38340110417221573,0.4412175538186127,0.2972704057279247,0.5064384763200253,0.21848180754091728,0.6162926118072196,0.31473630531469055,0.34125076902410195
4,stable,0,predictive,macro_0,0.31135477264241884,0.39424920181169587,0.46927495356035676,0.2540936579275136,0.5782398529967819,0.1242619652216515,0.5898624267113977,0.5271684890485908,0.4288283040274164
4,stable,0,conservative_predictive,macro_0,0.3438820967445461,0.3602368976991057,0.4053800371230842,0.2662874108252868,0.6270408576428285,0.11904808400061706,0.6486554975317816,0.5928254320296297,0.47461860365702624
4,stable,0,aggressive_predictive,macro_0,0.31792558242644964,0.3573326606805442,0.507914554485394,0.24571862642863695,0.56053900947685,0.15030779993432142,0.5456853446166876,0.39592270595246315,0.37918332784721814
4,stable,0,cgcs_balanced,macro_0,0.354420254437249,0.39491202611902965,0.3796703368929162,0.25145992460807054,0.6211112024009906,0.04392749858238795,0.6795664670249383,0.7119272242200463,0.5197740399292967
5,stable,0,reactive,macro_0,0.4309433988035986,0.5375889131729696,0.5390413324732771,0.3061742779256255,0.49875317697444355,0.2553283719029195,0.5415970045026683,0.36692126402541425,0.3275026118558294
5,stable,0,predictive,macro_0,0.4391671468422772,0.6101181358483412,0.5312047584176574,0.2681401113345026,0.6099047277921267,0.16057164451415132,0.5603129619595938,0.5999133252800188,0.4436929916117007
5,stable,0,conservative_predictive,macro_0,0.4166975918405676,0.5534096137026169,0.40431903789216567,0.2886017741710209,0.6137470949221135,0.11249928503842692,0.6786924041632268,0.6559730099617118,0.4907765820869398
5,stable,0,aggressive_predictive,macro_0,0.4356281656373331,0.5574864547123818,0.6198598985406557,0.3523861958900274,0.5534543311957613,0.167942341175427,0.46376306966620157,0.4446430199713282,0.3672982559462364
5,stable,0,cgcs_balanced,macro_0,0.3840453441127661,0.589959989127134,0.3717200321754802,0.2190427881753095,0.6443444475873823,0.08479936503565554,0.7167739661935899,0.7866774385594352,0.5443148467978679
6,stable,0,reactive,macro_0,0.45119705858305315,0.4732687334496682,0.583125532701481,0.3473288036582809,0.5209690934562585,0.2548994959443288,0.48786477731596917,0.3361782959757277,0.3185205369023664
6,stable,0,predictive,macro_0,0.4083711470261335,0.4898356846647105,0.49106479273152015,0.2666391886960093,0.5973278016326279,0.1581831465667272,0.5824105599681865,0.5581146518934468,0.43461527071724876
6,stable,0,conservative_predictive,macro_0,0.4179132331143926,0.5297545746341135,0.4402400122739488,0.23892483067826703,0.6496293874706963,0.135794799755998,0.6392231739211682,0.6576291349862863,0.49222325176888165
6,stable,0,aggressive_predictive,macro_0,0.35671754264799527,0.43405332209758274,0.5540870540079916,0.318035791422986,0.5562258936749642,0.14477947688680806,0.5110209443066458,0.4083115044495568,0.37444266405935644
6,stable,0,cgcs_balanced,macro_0,0.4319653230395833,0.4766270804572427,0.4101381998670726,0.2642223008643234,0.6263319023572832,0.08130469631818894,0.6613558622015139,0.7379750179871704,0.5163708600296101
7,stable,0,reactive,macro_0,0.4307970315718668,0.3566284862775531,0.4878107860800725,0.337532501479457,0.4700000654961294,0.23532028310666397,0.5656834868615606,0.2973134699012522,0.31008162901778397
7,stable,0,predictive,macro_0,0.4360877452763326,0.36084842367366204,0.6024812668722497,0.32384900521271115,0.4977102357347723,0.200612548753673,0.4516459966787996,0.5015271472432395,0.3496725515577515
7,stable,0,conservative_predictive,macro_0,0.43540335070872127,0.371775024453853,0.4533708360943023,0.26893884623413516,0.5685728667291161,0.10592020908739969,0.6023954175737757,0.5963334893120215,0.44654609870298406
7,stable,0,aggressive_predictive,macro_0,0.43882033097026507,0.3505996663978474,0.6596870321532465,0.3590905719135418,0.5234726419623423,0.18880348543294254,0.39290291780643055,0.3708917688565383,0.3213356795688261
7,stable,0,cgcs_balanced,macro_0,0.4130332797422908,0.4225697901250824,0.4506452901565737,0.23725842810036796,0.5976526616722041,0.1032931344250461,0.6127401783621887,0.7244477409237053,0.4883759232260813
8,stable,0,reactive,macro_0,0.565503511249425,0.4098691333923061,0.5985974689559282,0.4626069274631735,0.5030554558138306,0.30364650826353295,0.4628829010529177,0.29093281119467235,0.28701357022996044
8,stable,0,predictive,macro_0,0.4671338971147598,0.453938085158331,0.6188945894200346,0.3105213084519852,0.5536466331221205,0.18578165388218018,0.44919612335371506,0.5367740681150188,0.3811589094660169
8,stable,0,conservative_predictive,macro_0,0.5228343899568105,0.4204827606253383,0.500624557822771,0.3345120297923155,0.5668685844414921,0.1526268671787289,0.5624478562710297,0.6002665602604054,0.42943290316351634
8,stable,0,aggressive_predictive,macro_0,0.4986821936836062,0.3853921377146837,0.6582279970964279,0.370006942950806,0.5004013726124541,0.18282518425419772,0.3995808235607747,0.3808858596099782,0.31729853856824314
8,stable,0,cgcs_balanced,macro_0,0.5205646008035699,0.47252010295658353,0.4377880974370952,0.36997320982638604,0.6044924562993115,0.1348308460415562,0.6330899180063924,0.7153873940695271,0.48674417448200163
9,stable,0,reactive,macro_0,0.5012929693295223,0.5136144864268599,0.5935130313530128,0.42282259419242463,0.5183145451102791,0.2828264378822274,0.4835291416110162,0.33520055141091604,0.3108441891980654
9,stable,0,predictive,macro_0,0.542708624367813,0.5155423936477779,0.6112479264740095,0.349786543109683,0.5458067202354364,0.19751520684965923,0.4660834325731572,0.5504825291547857,0.38222635524821824
9,stable,0,conservative_predictive,macro_0,0.5602130579468058,0.5588506831828701,0.5333198827883313,0.3326032455046559,0.6077587978375214,0.13649230326984843,0.5505077196890992,0.6490770900130733,0.45654838626498445
9,stable,0,aggressive_predictive,macro_0,0.5981034686636387,0.5360668147148174,0.6886818475982303,0.43353434556822446,0.5355147843829291,0.19292848508037821,0.39172817460899234,0.42091651603654123,0.335857189499275
9,stable,0,cgcs_balanced,macro_0,0.5528001027258825,0.5493723307231898,0.49154888669720675,0.33465185647927037,0.601270265633708,0.11190412908099807,0.5908569629112717,0.7493499444572624,0.4891302554874616
10,stable,0,reactive,macro_0,0.49314056472832923,0.42615961760469334,0.5271794931020073,0.3951365569797574,0.4937825949780942,0.270620246388253,0.5367444495386967,0.3101285547656912,0.3090905087702166
10,stable,0,predictive,macro_0,0.47448603358885283,0.42389338314128,0.5178428921603289,0.35839091727637257,0.5465973373387171,0.17632580975019888,0.5457411153108631,0.5166845006441735,0.39526063944256357
10,stable,0,conservative_predictive,macro_0,0.5040077334534316,0.4884968663390229,0.5144697768886297,0.33885055029872413,0.5998986878690641,0.1663119783181342,0.5588047530622238,0.6232037931589132,0.4435648908340231
10,stable,0,aggressive_predictive,macro_0,0.4881257741017476,0.46547390498999186,0.6832005276875882,0.3460099552332352,0.5384609700656764,0.19382073808592187,0.38662055806091056,0.4137138756998502,0.3341921852739218
10,stable,0,cgcs_balanced,macro_0,0.4640824629496889,0.5147693832758474,0.40973668418641507,0.24020446877698426,0.6301049976283941,0.07782569391376395,0.667478723304962,0.7561283903911498,0.5237187508630824
11,stable,0,reactive,macro_0,0.5493196843455063,0.44820634109412966,0.5795518840007723,0.448266235272083,0.4962669268038876,0.2737504225594118,0.4876790671633472,0.3072189723285288,0.2989553350185407
11,stable,0,predictive,macro_0,0.536848360757255,0.5374946576033908,0.5470932371920657,0.3473700775414336,0.5733353093204155,0.14684732941419248,0.5335309614484429,0.5586491146529001,0.418106949172246
11,stable,0,conservative_predictive,macro_0,0.5639440291289396,0.5514471686938236,0.49866257573479994,0.3480630695689677,0.5879669694426167,0.1435029185205761,0.5840544995692736,0.6433938951290447,0.4530844215263237
11,stable,0,aggressive_predictive,macro_0,0.5202776198797001,0.478655585233592,0.6589693766704707,0.3846644832981863,0.5481415577373763,0.18132321657306208,0.41282896111456807,0.41059655817212,0.34492618364637057
11,stable,0,cgcs_balanced,macro_0,0.5205810083915084,0.4926173893545878,0.45679132091221475,0.34560654849583555,0.5708051420430817,0.1319187545879396,0.6171012874909734,0.7272947765749388,0.47394731140346436
12,stable,0,reactive,macro_1,0.5610493198953999,0.4776374286055318,0.5667797702073447,0.4133822778417763,0.4902493846150944,0.2425487860801693,0.504865844083485,0.32449664444358084,0.31014743953198676
12,stable,0,predictive,macro_1,0.5722845393992778,0.4239324679258764,0.642928006976302,0.3676625268514528,0.5265509916176655,0.19916604009607458,0.4206618632125794,0.5148438584037662,0.3576541902868424
12,stable,0,conservative_predictive,macro_1,0.4758143676854984,0.4842685455916287,0.4902408609675101,0.33654112711423956,0.5596281220878614,0.13487457930986055,0.5823994208712342,0.6221857655342222,0.439044523123191
12,stable,0,aggressive_predictive,macro_1,0.5404521206327363,0.39883739483709746,0.6865204315170145,0.38030981945296743,0.48439414935514546,0.18931501965914288,0.37330517770855015,0.38353112430239067,0.3052446557113627
12,stable,0,cgcs_balanced,macro_1,0.5567278901565248,0.49655956023628073,0.4745158585603819,0.3551734947618359,0.5471189172532965,0.11257353681635654,0.5999680754750601,0.7267611471303312,0.4652715486566663
13,stable,0,reactive,macro_1,0.5332651648252693,0.208877544430378,0.5593716761925434,0.3899753387840472,0.42608521772233393,0.26837474284505586,0.47195995547201336,0.23511207279382282,0.2543540812745194
13,stable,0,predictive,macro_1,0.5429434062640268,0.2575379885058512,0.5854258086633984,0.36054722631179936,0.47731736071408587,0.18173831757879996,0.45320488961247923,0.45802885071468813,0.3364402586353199
13,stable,0,conservative_predictive,macro_1,0.5470812854027749,0.24954429877868384,0.4692922783804285,0.36904009538973465,0.5184466810374009,0.16057842784948953,0.5681393664363741,0.5335324854945924,0.39589907332039953
13,stable,0,aggressive_predictive,macro_1,0.5453772901445361,0.26243290884688636,0.6958971802505427,0.4132970767216241,0.45350897765871356,0.2083843642927043,0.34346775607649027,0.3291921027520855,0.2717723524725271
13,stable,0,cgcs_balanced,macro_1,0.5242544468813838,0.2381577337062752,0.4518713274532715,0.35307411969795444,0.5254771145132044,0.13167115890460593,0.5838523326026698,0.6367403828576056,0.4302004224833037
14,stable,0,reactive,macro_1,0.5522103699008956,0.34870324061836905,0.5726802792537443,0.43335372518276677,0.46862005426304365,0.28723022108004165,0.47962520683901105,0.2753753891798758,0.27713720339132314
14,stable,0,predictive,macro_1,0.5326561667751606,0.46412766950363915,0.6257943224029748,0.32546865231870914,0.5370050971289007,0.1998617451338274,0.44382482802257106,0.537350953862532,0.37107176333648795
14,stable,0,conservative_predictive,macro_1,0.5557624840551357,0.4506864576957798,0.46784164841151543,0.3769826843710769,0.5283959968688784,0.13513150619102243,0.5997613202428516,0.6023437233193076,0.42623206075078723
14,stable,0,aggressive_predictive,macro_1,0.5928649318343003,0.4021495545598815,0.7956497931393447,0.40340991174629975,0.5090788242917583,0.22669898094708363,0.26467264004463753,0.3800703617466986,0.2846601646346526
14,stable,0,cgcs_balanced,macro_1,0.5457102955407589,0.4291945361171279,0.4326901971795296,0.3465273860682339,0.5924270824763163,0.09542078509787269,0.6316889832380396,0.7049126104273481,0.48745670526305007
15,stable,0,reactive,macro_1,0.570315120788225,0.2861884357419368,0.6008303336683046,0.43946687384565475,0.45858021967408774,0.277279624156848,0.4420979316929859,0.2522725777405469,0.2627241120863012
15,stable,0,predictive,macro_1,0.5349803206894078,0.32209157885869505,0.6291150237742675,0.3355206588403663,0.4936014536654532,0.17874514548227796,0.4191987130545367,0.48562792083247,0.3424974084904674
15,stable,0,conservative_predictive,macro_1,0.5775683757778923,0.33316102038402895,0.5140468614639799,0.34641049230049836,0.5389192176194724,0.1508969693790222,0.5359272915936244,0.5673242586743105,0.40660670404666827
15,stable,0,aggressive_predictive,macro_1,0.462209969614504,0.32278509959889984,0.6619620117274655,0.3679738074585003,0.49422540754161864,0.18999628877080577,0.38645575321236947,0.3593800233679149,0.30616115289506907
15,stable,0,cgcs_balanced,macro_1,0.5367350516765914,0.35307745514793515,0.4832713216636623,0.3424406307812866,0.5630470644948774,0.1112395355217822,0.5696902966085279,0.67908898314552,0.455047613017417
16,stable,0,reactive,macro_1,0.5902294039075376,0.33818099582265815,0.6166471807866121,0.43470529789979057,0.45681962712552054,0.29585502706503514,0.43407996858678666,0.2714222889579722,0.260949350182802
16,stable,0,predictive,macro_1,0.5761147215465816,0.37775753987763905,0.5900447226656866,0.4538735523153566,0.53426371458868,0.18939739304826464,0.4666189083159592,0.48144042849410235,0.36438140886593984
16,stable,0,conservative_predictive,macro_1,0.5574632753566389,0.4287364107468216,0.5078341627465748,0.33112361977571636,0.5699583605349205,0.15721497491726766,0.5564762988654485,0.6038330198062444,0.4292797061502797
16,stable,0,aggressive_predictive,macro_1,0.5431217074820329,0.369569463936775,0.7530561076978275,0.36271322023868274,0.5078748367896839,0.20782647568808374,0.30237931189268874,0.37680666833013476,0.29480047225363054
16,stable,0,cgcs_balanced,macro_1,0.5584021436624464,0.3921203699893867,0.5021744560777132,0.3150154476093373,0.5687876319553333,0.1314322586670984,0.5566435994206949,0.6982390399744179,0.4547941570881179
17,stable,0,reactive,macro_1,0.708406103863316,0.2261174103939613,0.6383999686531665,0.5058441273885363,0.4363840114267993,0.29366835822110643,0.39551764290592767,0.21797226816017917,0.23414968027438743
17,stable,0,predictive,macro_1,0.7025851219812449,0.23347245500017375,0.7116779779716016,0.4597905843575348,0.4691604680271707,0.23875183901555502,0.32334289027842444,0.4297572423785539,0.28974578142618057
17,stable,0,conservative_predictive,macro_1,0.7320827750073745,0.2553696488327552,0.5712858102247257,0.4109267171770015,0.48340685042510906,0.19738477017535175,0.46701963710018757,0.5271940336560641,0.3536042639508427
17,stable,0,aggressive_predictive,macro_1,0.686063979004821,0.24919872574603197,0.8002328396019527,0.45910877719604776,0.43697650078371353,0.22409544213019747,0.2371469692599521,0.3153977985719017,0.2380488914095804
17,stable,0,cgcs_balanced,macro_1,0.7111152230709347,0.25357257341928174,0.5572153872248942,0.3589472915719691,0.5102646210638946,0.1268895445904421,0.4808204987879981,0.6409609423823548,0.4056981541679092
18,stable,0,reactive,macro_1,0.4357605697611345,0.3276405835727241,0.4802712016902107,0.3541599470263174,0.49198796267962724,0.2508813837883459,0.568874885845698,0.28384221484518996,0.31299941349567056
18,stable,0,predictive,macro_1,0.47065966193100894,0.34675342421388744,0.5609719583056644,0.3237736272278652,0.5297903704876173,0.16238501278687822,0.49104105532641873,0.49660897302928764,0.376305523359646
18,stable,0,conservative_predictive,macro_1,0.4137503443717712,0.3795461546229316,0.4229479750881059,0.2597631002516942,0.5661276165980871,0.15251370784210605,0.6339839481053339,0.6008885340676873,0.44361801985480986
18,stable,0,aggressive_predictive,macro_1,0.4738864524796729,0.36713135875388875,0.6371972537800259,0.383010887810784,0.5181882550052719,0.17860911229358517,0.4178724500330574,0.3718937980017043,0.3265808400102727
18,stable,0,cgcs_balanced,macro_1,0.4778068863383016,0.3868446531942621,0.4468215547977171,0.26515734295845916,0.5512969117102192,0.1197982547624731,0.6112051431814222,0.7063641600263,0.46317431933945913
19,stable,0,reactive,macro_1,0.4413292564883417,0.24614620396101372,0.5508497947449189,0.379798204442776,0.48524885976494125,0.2612594304174292,0.48607213584923314,0.2501915304977996,0.28439924450655435
19,stable,0,predictive,macro_1,0.40268708590060404,0.2945190290096331,0.5398291955729954,0.30212733776700335,0.5013831855825179,0.1583602216909502,0.5043486587784496,0.482656192599971,0.3659076603108503
19,stable,0,conservative_predictive,macro_1,0.40379723646574767,0.3583500866651678,0.39915349644861753,0.27643911996289583,0.5605245248517444,0.1312191089565804,0.6545990165511576,0.5901347063402296,0.4475049363574289
19,stable,0,aggressive_predictive,macro_1,0.4294145532048356,0.32357824335432533,0.67875650094734,0.32418883652419084,0.5223627551598484,0.1550397172736184,0.36978023555580886,0.36841461786917573,0.32249716654839916
19,stable,0,cgcs_balanced,macro_1,0.4417778135281552,0.30786018481070804,0.4487594094861929,0.30524693301275835,0.5298364831368765,0.09778774194483249,0.5974196182354133,0.6707016780811963,0.4488186080279924
20,stable,0,reactive,macro_1,0.6469387669698178,0.18837829711541154,0.6072886293729766,0.45596981665073016,0.41237162131640315,0.28454080186252195,0.4209681151943352,0.21473844066024797,0.2312291357118504
20,stable,0,predictive,macro_1,0.6568223194027659,0.21369481400548015,0.6921343839043282,0.38352204817916247,0.4619272660741201,0.20500423330649817,0.3399198381964938,0.4380887752660856,0.29889501264470364
20,stable,0,conservative_predictive,macro_1,0.648426876539262,0.21171468311775,0.5220005545884858,0.42694293716359266,0.48411744434129694,0.21611048858708456,0.5097566478791766,0.5087115516584939,0.3546104020729799
20,stable,0,aggressive_predictive,macro_1,0.6837050236034917,0.18047257603597322,0.8152248041918602,0.4731862773747379,0.4076633646886154,0.24591017230944515,0.21184608221353582,0.2885281461376431,0.21157545271277348
20,stable,0,cgcs_balanced,macro_1,0.6486326354931231,0.21771856543515528,0.5520441007610078,0.3475868023634225,0.5232516342027469,0.165216683190018,0.4806136840542654,0.6306841374296199,0.40066553140440975
21,stable,0,reactive,macro_1,0.29626380656562135,0.33259153987081036,0.4337931351299243,0.2614026872525341,0.5149302312208819,0.1920735548001203,0.6160955958506973,0.3041265015042768,0.3473857264049914
21,stable,0,predictive,macro_1,0.3165067489700062,0.32412473222199106,0.5613702582568265,0.22221115490419327,0.5768513907061058,0.14091214363052607,0.4872484515764721,0.5090014252968583,0.40045110362281827
21,stable,0,conservative_predictive,macro_1,0.33318803696599747,0.37414627718039717,0.3875488633851253,0.23033388912635475,0.6046333098635818,0.11190466607775508,0.6685730781919343,0.6048844191878681,0.4741689123923279
21,stable,0,aggressive_predictive,macro_1,0.34208756169894233,0.29992278089765895,0.58615294289152,0.2260082988243016,0.5178829794079837,0.150926430477064,0.45883547424312887,0.37977131354932037,0.34192702990909724
21,stable,0,cgcs_balanced,macro_1,0.36536734750084743,0.3574309006459751,0.3878259013917918,0.21408429004059615,0.5609484405483505,0.09057269230672078,0.6657887337051045,0.7062839572179722,0.48358608627600386
22,stable,0,reactive,macro_1,0.6296225593866096,0.37368745151447924,0.6232861016370379,0.4359399811828034,0.46141452611509454,0.26542703839609505,0.43276701609013396,0.283602611793507,0.27119809005711526
22,stable,0,predictive,macro_1,0.6217685832913288,0.4292591921069624,0.660032028848745,0.4321682077917784,0.5131258325301484,0.20190913979845534,0.40435684996729937,0.5038070756790812,0.3463149150446231
22,stable,0,conservative_predictive,macro_1,0.6459174930178689,0.4334187044519208,0.5629962764860718,0.40241641747983725,0.5206925584583441,0.16833625486396522,0.5020165291817164,0.5912132630622049,0.394666144951406
22,stable,0,aggressive_predictive,macro_1,0.5788663818570585,0.4205354934081831,0.7742234324870789,0.39890048230621283,0.49045384122030716,0.23665913391388238,0.2888568915241485,0.38740732623162155,0.2820416229567267
22,stable,0,cgcs_balanced,macro_1,0.6499190416176338,0.4292779532384312,0.5476794318993876,0.3888215624154089,0.5494228028637159,0.17204793973627433,0.516712261086377,0.6964829711503693,0.43093978301131386
23,stable,0,reactive,macro_1,0.6121644236076833,0.3181873442013343,0.6620650160191321,0.48349517851729396,0.4400290405553499,0.2983353909664206,0.385663085611068,0.25466653476700823,0.24070321198870423
23,stable,0,predictive,macro_1,0.6055925765170324,0.3531515104602848,0.6351307031665929,0.44987791862546467,0.5088427100514529,0.20574994625670265,0.4178420234024498,0.47362744493600684,0.33997668313462304
23,stable,0,conservative_predictive,macro_1,0.6609300783110948,0.39713529533731684,0.5660873091053492,0.3864678335115197,0.5463546224507718,0.16130210397892142,0.4934829851952483,0.581703786665757,0.40202576584102523
23,stable,0,aggressive_predictive,macro_1,0.611380657748531,0.34623328198078795,0.7221943122570472,0.4569251448226953,0.4670658414277554,0.2186234336095762,0.32974068004007095,0.34979661972873677,0.2766637253689681
23,stable,0,cgcs_balanced,macro_1,0.6469673809307407,0.4010001501356605,0.5649238981244299,0.39356461206069926,0.5230512962047855,0.15199172997952015,0.4952261243959192,0.6856371301353413,0.41824654007087336
24,stable,0,reactive,macro_2,0.5240556408902624,0.3100497883987717,0.5320103594272885,0.39707301676933676,0.4734197315913365,0.2586181477620114,0.5144971088325273,0.26910282258570273,0.29027791118766566
24,stable,0,predictive,macro_2,0.49218096542430345,0.3187843861359794,0.5551733668545286,0.3389769490955224,0.5124656688907383,0.17165577153439535,0.4926442910658684,0.4837791453284883,0.36536607005704264
24,stable,0,conservative_predictive,macro_2,0.5117000208536318,0.3301248415674098,0.4436920731065821,0.3046508979809653,0.558817754032883,0.12695222080106416,0.6058266531285293,0.5746135149524004,0.4345406062875167
24,stable,0,aggressive_predictive,macro_2,0.5364349178539992,0.32506668723240384,0.6804904471956923,0.43015617443506277,0.4936358994095349,0.19757177821418748,0.36826955588916827,0.34774210564432884,0.29822446055237173
24,stable,0,cgcs_balanced,macro_2,0.4695714341974815,0.34320640498563887,0.4215531702088213,0.2000095598619599,0.5769623722926277,0.09348984817777362,0.6299277905390245,0.7041203297725818,0.4814397624934167
25,stable,0,reactive,macro_2,0.49322863827566554,0.1673525461674046,0.5633404271841034,0.42589612523582393,0.45154157084320257,0.2676151465250978,0.4617624547410073,0.2133941661114268,0.2573619751081128
25,stable,0,predictive,macro_2,0.45168933395911864,0.19803869187677947,0.6228625369439748,0.2881157913107748,0.4784655519432237,0.17593038178165035,0.4068432668375422,0.4516903838947179,0.3273713712064413
25,stable,0,conservative_predictive,macro_2,0.4752781628061413,0.23428422228600848,0.48669072570363875,0.3600759378421939,0.5433135133005108,0.1647672829179313,0.5484519076392624,0.5299842902316643,0.39979260384942644
25,stable,0,aggressive_predictive,macro_2,0.4500900890705276,0.16496146994578095,0.6507857137520819,0.33492054179296077,0.48668364252353513,0.1835278865579866,0.3739585067397852,0.31075240612243127,0.29139143754223795
25,stable,0,cgcs_balanced,macro_2,0.4204505139000714,0.21925864372573506,0.44145270099454,0.2258347679543604,0.5324901204603276,0.08748130684362442,0.5914360955643203,0.6555735717131352,0.44736338929595343
26,stable,0,reactive,macro_2,0.49686668947279583,0.3570941730398531,0.5213786864561637,0.3687025884207837,0.4719326492050105,0.23195749364718293,0.5321854394998142,0.29124244287979184,0.30345333330198443
26,stable,0,predictive,macro_2,0.5154210143987498,0.400662904564068,0.6261209691200669,0.32111570583320076,0.5347044950057317,0.1905284174907259,0.4339784665645433,0.5160088754307837,0.3653996705117139
26,stable,0,conservative_predictive,macro_2,0.5745790084758436,0.3474506748272045,0.5353998669679229,0.32850446897990465,0.5326438771387095,0.18946291860005543,0.5167177342561579,0.5759068423935407,0.39455514177050904
26,stable,0,aggressive_predictive,macro_2,0.4873416734153052,0.299344331990707,0.648918731408497,0.39884961863582746,0.4767945682132277,0.17891097756162486,0.3959829183901091,0.345000592469582,0.30049645443003137
26,stable,0,cgcs_balanced,macro_2,0.48154024722412087,0.4011919153314557,0.4441697641602706,0.29480248957640653,0.5782155876330793,0.1064095289923138,0.6160090231394477,0.7054566724507283,0.4768422900691571
27,stable,0,reactive,macro_2,0.7647446204782299,0.2633421721802489,0.7008653564374973,0.5086990159032581,0.37860259799810525,0.3337622922215603,0.3386359693895401,0.23042995708243547,0.19553831323101178
27,stable,0,predictive,macro_2,0.7288270782283152,0.26400577806148634,0.7257797323803811,0.4768735598955794,0.46536706867734523,0.271400397992993,0.3138211343288419,0.43702731034240433,0.2814696416398899
27,stable,0,conservative_predictive,macro_2,0.7194868766166156,0.2647170448436704,0.585597076748823,0.48529411193995675,0.47396769953071693,0.21161898031478074,0.4541104799777276,0.5155921433072933,0.34203629728186635
27,stable,0,aggressive_predictive,macro_2,0.763943225182849,0.24589095096584768,0.8114242761780827,0.5097946774009356,0.43268557695586296,0.24673516106951787,0.2254593664667945,0.3041028973578596,0.2270679977414124
