window_id,macro_route,policy,gate,action,stability,constraint_score,policy_cost,risk,pressure,future_decompression,decompression_event,switch,switch_rate,trial,best_policy_cost,regret
38,macro_0,reactive,fallback,reactive_fallback,0.19074334142313162,0.24851105657491473,1.171663302128423,0.5968714414433405,0.6444315227768123,1,1,1,0.3333333333333333,0,0.24066330212842296,0.931
39,macro_3,reactive,fallback,reactive_fallback,0.1685299133408091,0.1961828919690116,1.1949537563517179,0.7391138494362334,0.7275636517698025,1,1,0,0.3333333333333333,0,0.43095375635171773,0.7640000000000001
40,macro_0,reactive,fallback,reactive_fallback,0.1415068403535099,0.17523902485663656,1.2117551013739563,0.6802009884091869,0.7710357674000456,1,1,0,0.3333333333333333,0,0.4417551013739561,0.7700000000000001
41,macro_0,reactive,fallback,reactive_fallback,0.12459183762303383,0.1536181523702216,1.2224371763207937,0.8840231052983527,0.7990736380385184,1,1,0,0.3333333333333333,0,1.1684371763207937,0.05400000000000005
42,macro_0,reactive,fallback,reactive_fallback,0.11407773628967793,0.23273466540408916,1.1871172440245084,0.6089668231169072,0.6067028245570583,1,1,0,0.3333333333333333,0,0.2561172440245083,0.931
43,macro_3,reactive,fallback,reactive_fallback,0.09112545606230099,0.20207090681566148,1.1870054781920643,0.5401927717045839,0.5717155750537732,1,1,0,0.3333333333333333,0,0.2560054781920644,0.9309999999999998
44,macro_2,reactive,fallback,reactive_fallback,0.07260354078033115,0.20685446276797456,1.194677879974585,0.6295596342857828,0.5822947110434202,1,1,0,0.3333333333333333,0,0.4246778799745846,0.7700000000000004
45,macro_0,reactive,fallback,reactive_fallback,0.0449096882232044,0.17842753728546967,1.2096648245852328,0.6292168341621244,0.6156886552609706,1,1,0,0.3333333333333333,0,0.4396648245852328,0.77
46,macro_4,reactive,fallback,reactive_fallback,0.03337353934603038,0.1435696058303511,1.2178117861226398,0.7460070471825229,0.6391192396322443,1,1,0,0.3333333333333333,0,0.4598117861226397,0.7580000000000002
47,macro_3,reactive,fallback,reactive_fallback,0.021528504492132283,0.15470351524426357,1.2271409652133975,0.5235261033769298,0.6679975828051856,1,1,0,0.3333333333333333,0,0.29614096521339744,0.931
48,macro_0,reactive,fallback,reactive_fallback,0.11550836995157335,0.20264354432576398,1.0929482469281222,0.8423791712663132,0.638003789567971,0,1,0,0.3333333333333333,0,1.0539482469281223,0.038999999999999924
49,macro_0,reactive,watch,monitor,0.33574545320799803,0.5025189433723818,0.1488809479123993,0.8206198526023455,0.4980229193739937,0,0,1,0.3333333333333333,0,0.1488809479123993,0.0
50,macro_0,reactive,watch,monitor,0.32880001782639295,0.4937122473152633,0.13492824713152746,0.4142745015919469,0.4178412623972266,0,0,0,0.26666666666666666,0,0.13492824713152746,0.0
51,macro_0,reactive,watch,monitor,0.3256113550225725,0.5001083835521967,0.11883275933546981,0.5525547274486935,0.33258082921120785,0,0,0,0.2,0,0.11883275933546981,0.0
52,macro_3,reactive,watch,monitor,0.32642474137836835,0.48711383508564066,0.13751531301437808,0.5264923481268309,0.427213677139443,0,0,0,0.13333333333333333,0,0.13751531301437808,0.0
53,macro_3,reactive,watch,monitor,0.3402367339503423,0.5147309696442205,0.1343788461663305,0.5129671352192102,0.432249331757166,0,0,0,0.06666666666666667,0,0.1343788461663305,0.0
54,macro_3,reactive,watch,monitor,0.3384191994496261,0.5416259492562341,0.11100137996461616,0.40737273302404575,0.31263569899752003,0,0,0,0.06666666666666667,0,0.11100137996461616,0.0
55,macro_0,reactive,watch,monitor,0.3594917762725433,0.5535450240031512,0.12165285834627843,0.5802379799057445,0.39750195614020706,0,0,0,0.06666666666666667,0,0.12165285834627843,0.0
56,macro_4,reactive,watch,monitor,0.37591270120500136,0.5538003879213125,0.1247154989307273,0.3571718086222886,0.4374465464611385,0,0,0,0.06666666666666667,0,0.1247154989307273,0.0
57,macro_0,reactive,watch,monitor,0.38681239113615057,0.5132118843041316,0.13960280569636868,0.7135414917078803,0.5282326151860692,0,0,0,0.06666666666666667,0,0.13960280569636868,0.0
58,macro_0,reactive,watch,monitor,0.42013884239306937,0.5900557075891628,0.10234499718981518,0.32211979696045223,0.3919332495386799,0,0,0,0.06666666666666667,0,0.10234499718981518,0.0
59,macro_3,reactive,watch,monitor,0.4407276255180345,0.590083876683919,0.09675112208212419,0.5740063056982477,0.39484704868767273,0,0,0,0.06666666666666667,0,0.09675112208212419,0.0
60,macro_0,reactive,watch,monitor,0.44453212463762243,0.5448897919192601,0.10303636225665513,0.4727699839707506,0.43197999823970934,0,0,0,0.06666666666666667,0,0.10303636225665513,0.0
61,macro_3,reactive,watch,monitor,0.4477742076753843,0.5986562764690216,0.08043645595693785,0.44544625441904107,0.3238435912977657,0,0,0,0.06666666666666667,0,0.08043645595693785,0.0
62,macro_0,reactive,watch,monitor,0.4754231093584002,0.6497083415706393,0.0661497247892574,0.3593909518139102,0.29388328798388735,0,0,0,0.06666666666666667,0,0.0661497247892574,0.0
63,macro_4,reactive,watch,monitor,0.4970219011851999,0.6238017393416452,0.0647759659346191,0.44915312748829,0.3194126814508953,0,0,0,0.06666666666666667,0,0.0647759659346191,0.0
64,macro_4,reactive,watch,monitor,0.5161319453292504,0.6611854362495014,0.03874346091888428,0.43490906579220645,0.21791522258829704,0,0,0,0.0,0,0.03874346091888428,0.0
65,macro_2,reactive,watch,monitor,0.5289390089690874,0.6503830092089181,0.05422082220343441,0.6191508472458712,0.3145126244708032,0,0,0,0.0,0,0.05422082220343441,0.0
66,macro_4,reactive,watch,monitor,0.5440554931611472,0.6294602627009501,0.07387030473182848,0.3703028510735674,0.4354347634008631,0,0,0,0.0,0,0.07387030473182848,0.0
67,macro_2,reactive,watch,monitor,0.5482410371970226,0.6361398292220198,0.06738824393855378,0.5171519120753192,0.40930277548830274,0,0,0,0.0,0,0.06738824393855378,0.0
68,macro_1,reactive,watch,monitor,0.5553596967171858,0.6145761386926994,0.09335166450257473,0.5463146360351828,0.5497978675886525,0,0,0,0.0,0,0.09335166450257473,0.0
69,macro_0,reactive,watch,monitor,0.5633595517577209,0.5720808051902371,0.11139833387774303,0.5727316184131941,0.6520309970252964,0,0,0,0.0,0,0.11139833387774303,0.0
70,macro_3,reactive,watch,monitor,0.5546901041824541,0.569813961236648,0.1045840801631027,0.609681473845467,0.6049555570891947,0,0,0,0.0,0,0.1045840801631027,0.0
71,macro_0,reactive,watch,monitor,0.5591814495658424,0.6043402769637898,0.09633846147528927,0.5771947385307723,0.5704644817252097,0,0,0,0.0,0,0.09633846147528927,0.0
72,macro_3,reactive,watch,monitor,0.5791990452822967,0.6124021802952895,0.09015357374431732,0.4865551711862071,0.5695664366450317,0,0,0,0.0,0,0.09015357374431732,0.0
73,macro_2,reactive,accepted,retain_compressed,0.6558340662520676,0.6274059928136508,-0.05646287968527139,0.5736721819446523,0.7014367009517444,0,0,1,0.06666666666666667,0,-0.05646287968527139,0.0
74,macro_0,reactive,accepted,retain_compressed,0.6664881620568408,0.6444770801656158,-0.05538810108759054,0.6151143174266357,0.7227917376473084,0,0,0,0.06666666666666667,0,-0.05538810108759054,0.0
75,macro_0,reactive,watch,monitor,0.6183187036444159,0.6224905476072563,0.09096549521945838,0.5413104832933262,0.6323055315639158,0,0,1,0.13333333333333333,0,0.09096549521945838,0.0
76,macro_2,reactive,watch,monitor,0.6308677668860451,0.6480102076965502,0.07567256161630906,0.5883094298454559,0.5746644584106129,0,0,0,0.13333333333333333,0,0.07567256161630906,0.0
77,macro_0,reactive,accepted,retain_compressed,0.7054374464206217,0.6852360093316824,-0.09215782443935916,0.4502944309570607,0.5973670474341366,0,0,1,0.2,0,-0.09215782443935916,0.0
78,macro_3,reactive,watch,monitor,0.6525247935788274,0.6550150431421136,0.0692035729310064,0.5862051242803912,0.5748050550232732,0,0,1,0.26666666666666666,0,0.0692035729310064,0.0
79,macro_3,reactive,watch,monitor,0.6591529556153716,0.6507781069041051,0.07062193127141742,0.566483521468965,0.5918390897801443,0,0,0,0.26666666666666666,0,0.07062193127141742,0.0
80,macro_4,reactive,watch,monitor,0.6502278028685816,0.648583370741582,0.05090694771265977,0.612624684840985,0.4798764428661713,0,0,0,0.26666666666666666,0,0.05090694771265977,0.0
81,macro_4,reactive,watch,monitor,0.6528193714297136,0.6705403598292108,0.039395698197377316,0.500165019150134,0.42620754813145695,0,0,0,0.26666666666666666,0,0.039395698197377316,0.0
82,macro_2,reactive,watch,monitor,0.6568599913603562,0.6605030889407006,0.0418341660102525,0.5650574232050238,0.44446081709179686,0,0,0,0.26666666666666666,0,0.0418341660102525,0.0
83,macro_3,reactive,watch,monitor,0.6530489830497231,0.6577644981466721,0.048159299242245435,0.4351309885727891,0.47036997078581194,0,0,0,0.26666666666666666,0,0.048159299242245435,0.0
84,macro_3,reactive,watch,monitor,0.65812680988364,0.717874537649708,0.017103670673929677,0.3930712997204344,0.32270856819510857,0,0,0,0.26666666666666666,0,0.017103670673929677,0.0
85,macro_0,reactive,watch,monitor,0.6529814830320394,0.7086048900377778,0.01864192331595313,0.36827776248194494,0.32268184112782466,0,0,0,0.26666666666666666,0,0.01864192331595313,0.0
86,macro_0,reactive,watch,monitor,0.6352479240048058,0.7152219373989823,0.0033427750323870575,0.3999615292141442,0.21958576116914402,0,0,0,0.26666666666666666,0,0.0033427750323870575,0.0
87,macro_4,reactive,watch,monitor,0.6127409337437759,0.6454723963061284,0.029255039561170842,0.36055226323281014,0.31538659842151795,0,0,0,0.26666666666666666,0,0.029255039561170842,0.0
88,macro_3,reactive,watch,monitor,0.6054072038000605,0.6907022701640003,0.02692893888869549,0.5275432639198754,0.2927555001435681,0,0,0,0.2,0,0.02692893888869549,0.0
89,macro_1,reactive,watch,monitor,0.591665609615818,0.6939094796759822,0.022244101715359593,0.31768443673147756,0.24871892300052495,0,0,0,0.2,0,0.022244101715359593,0.0
90,macro_0,reactive,watch,monitor,0.571889897115031,0.6245364095201705,0.05400441389777369,0.5113672741693117,0.37785691516141495,0,0,0,0.13333333333333333,0,0.05400441389777369,0.0
91,macro_0,reactive,watch,monitor,0.5608396552429203,0.6668571228525223,0.03457598811078216,0.49975014560710695,0.2641394234182912,0,0,0,0.13333333333333333,0,0.03457598811078216,0.0
92,macro_3,reactive,watch,monitor,0.5576975359438078,0.6433155736594345,0.04723771098558616,0.6053054226089217,0.3227348588436424,0,0,0,0.06666666666666667,0,0.04723771098558616,0.0
93,macro_0,reactive,watch,monitor,0.5569727486083788,0.6514577563410492,0.051353256847456286,0.5128955872645274,0.34222540714984956,0,0,0,0.0,0,0.051353256847456286,0.0
94,macro_2,reactive,watch,monitor,0.5403612516968299,0.5570479589696942,0.09037422112361329,0.6162300921141368,0.5124129831633113,0,0,0,0.0,0,0.09037422112361329,0.0
95,macro_1,reactive,watch,monitor,0.5261477982079,0.5658019387199692,0.09190149238802595,0.476273267607643,0.49872915925197975,0,0,0,0.0,0,0.09190149238802595,0.0
96,macro_1,reactive,watch,monitor,0.5199339515923488,0.5966864601330587,0.09935969001956488,0.5821352812378272,0.5266993774863475,0,0,0,0.0,0,0.09935969001956488,0.0
97,macro_1,reactive,watch,monitor,0.5003805321947593,0.5865628352572283,0.07568098288027553,0.519064413280194,0.3789757126935166,0,0,0,0.0,0,0.07568098288027553,0.0
98,macro_0,reactive,watch,monitor,0.48697118853322036,0.5791645468396432,0.08347721294027163,0.4372830999820595,0.39784284750118865,0,0,0,0.0,0,0.08347721294027163,0.0
99,macro_2,reactive,watch,monitor,0.4908319035213184,0.5598214176784252,0.10275021463603232,0.5813865375713372,0.4999989284621392,0,0,0,0.0,0,0.10275021463603232,0.0
100,macro_2,reactive,watch,monitor,0.4812697491050302,0.588475895042755,0.08786795341251799,0.6154522734512985,0.41124439072013513,0,0,0,0.0,0,0.08786795341251799,0.0
101,macro_0,reactive,watch,monitor,0.4795569551347059,0.5754940714020174,0.11144569082188652,0.6257741270679418,0.5265638868114914,0,0,0,0.0,0,0.11144569082188652,0.0
102,macro_3,reactive,watch,monitor,0.4804554563109127,0.5517421537879243,0.11213625192580537,0.6349721554012457,0.5313644440953958,0,0,0,0.0,0,0.11213625192580537,0.0
103,macro_3,reactive,watch,monitor,0.4803223750157004,0.6044818831737225,0.08261031816247003,0.5672863844335577,0.38353515333590077,0,0,0,0.0,0,0.08261031816247003,0.0
104,macro_2,reactive,watch,monitor,0.48003883424858906,0.5974443069333226,0.08183715205971731,0.5435670056776006,0.3792440116714701,0,0,0,0.0,0,0.08183715205971731,0.0
105,macro_3,reactive,watch,monitor,0.4775374235054908,0.6085576582034075,0.07928192022876313,0.5210544021304518,0.3627157364020519,0,0,0,0.0,0,0.07928192022876313,0.0
106,macro_3,reactive,accepted,retain_compressed,0.568650198340771,0.670674821473377,-0.09022496226271588,0.39563758099984725,0.4018504861975771,0,0,1,0.06666666666666667,0,-0.09022496226271588,0.0
107,macro_2,reactive,watch,monitor,0.5313916743602902,0.6465120713818521,0.07110189773904421,0.49179191961257246,0.4025970002356564,0,0,1,0.13333333333333333,0,0.07110189773904421,0.0
108,macro_0,reactive,watch,monitor,0.5281495758619146,0.6322556646759557,0.06484380975375728,0.43742008088463374,0.36644341256165824,0,0,0,0.13333333333333333,0,0.06484380975375728,0.0
109,macro_1,reactive,watch,monitor,0.5427312364838498,0.6689408918637244,0.0386223400749762,0.39372877926357913,0.25720855510065566,0,0,0,0.13333333333333333,0,0.0386223400749762,0.0
110,macro_1,reactive,watch,monitor,0.5508379946808265,0.6695512778057231,0.028010140028555203,0.3561228520563677,0.21630769216401569,0,0,0,0.13333333333333333,0,0.028010140028555203,0.0
111,macro_1,reactive,watch,monitor,0.5526140204173493,0.6534348519613434,0.03250507896174226,0.5370736287491512,0.2414464254347353,0,0,0,0.13333333333333333,0,0.03250507896174226,0.0
112,macro_1,reactive,watch,monitor,0.5613860726684817,0.6910817604975874,0.02422792784209521,0.39606685952923226,0.21321874821319867,0,0,0,0.13333333333333333,0,0.02422792784209521,0.0
113,macro_0,reactive,accepted,retain_compressed,0.6320316961526304,0.7343228878914249,-0.14212827045971518,0.40663007169129045,0.23740619193036963,0,0,1,0.2,0,-0.14212827045971518,0.0
114,macro_0,reactive,watch,monitor,0.5659497794991843,0.6582526792729908,0.016960438026900948,0.3467926842165921,0.18372685938328126,0,0,1,0.26666666666666666,0,0.016960438026900948,0.0
115,macro_0,reactive,watch,monitor,0.5692254788040693,0.7063749100518747,0.009163301401094809,0.37191522232864055,0.14965472521157788,0,0,0,0.26666666666666666,0,0.009163301401094809,0.0
116,macro_2,reactive,accepted,retain_compressed,0.6546758800166694,0.7938591175322272,-0.17293718517585235,0.22340475123976022,0.11732789414574227,0,0,1,0.3333333333333333,0,-0.17293718517585235,0.0
117,macro_1,reactive,accepted,retain_compressed,0.674510826157233,0.7880405321303784,-0.1722818142698966,0.25125105060228997,0.15035716788636647,0,0,0,0.3333333333333333,0,-0.1722818142698966,0.0
118,macro_3,reactive,watch,monitor,0.6033162861669582,0.6951343013730916,0.019407258792708576,0.528744351095712,0.2520107232139802,0,0,1,0.4,0,0.019407258792708576,0.0
119,macro_4,reactive,watch,monitor,0.5983089203352138,0.689315430908897,0.028583412639957284,0.5464512948992409,0.2903804437026071,0,0,0,0.4,0,0.028583412639957284,0.0
120,macro_1,reactive,accepted,retain_compressed,0.6771407026555378,0.7588966538946195,-0.1473321370302789,0.2674635697019328,0.2790503688319122,0,0,1,0.4666666666666667,0,-0.1473321370302789,0.0
121,macro_1,reactive,watch,monitor,0.618799369219428,0.71140177736072,0.00935963413476057,0.3353942417691832,0.2249972245029448,0,0,1,0.4666666666666667,0,0.00935963413476057,0.0
122,macro_0,reactive,watch,monitor,0.6332627855792757,0.7443007076697993,-0.002371148633829312,0.319821676596234,0.18803843519976693,0,0,0,0.4,0,-0.1703711486338293,0.16799999999999998
123,macro_0,reactive,watch,monitor,0.6475118706246588,0.7567529339824491,-0.020893186363860478,0.21478115200779024,0.11680187411768572,0,0,0,0.4,0,-0.020893186363860478,0.0
124,macro_2,reactive,accepted,retain_compressed,0.7198968562524142,0.8322158306992319,-0.21172994024225117,0.17574226354113204,0.021195583167365334,0,0,1,0.4666666666666667,0,-0.21172994024225117,0.0
125,macro_4,reactive,accepted,retain_compressed,0.722507254985713,0.8093809907200898,-0.19535327597805188,0.23230926778036173,0.10699450258831016,0,0,0,0.4666666666666667,0,-0.19535327597805188,0.0
126,macro_3,reactive,accepted,retain_compressed,0.7600887206860725,0.8230423970342028,-0.18883214321364075,0.22090328629754943,0.19597236496090495,0,0,0,0.4666666666666667,0,-0.18883214321364075,0.0
127,macro_1,reactive,watch,monitor,0.7058400576088681,0.7432223214105397,-0.006539769217973501,0.4344418611949965,0.2760612403234347,0,0,1,0.5333333333333333,0,-0.006539769217973501,0.0
128,macro_2,reactive,watch,monitor,0.6890682566296119,0.7197529728352005,0.004833720233855643,0.2786312841988295,0.30777098611369613,0,0,0,0.4666666666666667,0,0.004833720233855643,0.0
129,macro_1,reactive,accepted,retain_compressed,0.7436011028408971,0.7374666754891246,-0.14093785869755254,0.5449783776560608,0.4107123607735828,0,0,1,0.4666666666666667,0,-0.14093785869755254,0.0
130,macro_2,reactive,accepted,retain_compressed,0.7590031237263619,0.7316765931696576,-0.12714095779326395,0.5036257799857574,0.5027998966232231,0,0,0,0.4666666666666667,0,-0.12714095779326395,0.0
131,macro_0,reactive,accepted,retain_compressed,0.7682478279568188,0.7293850749129877,-0.13232369228840596,0.4529233324496484,0.4907532804931982,0,0,0,0.4,0,-0.13232369228840596,0.0
132,macro_2,reactive,accepted,retain_compressed,0.772496592523326,0.7597880789658972,-0.13798053132225113,0.376139962271897,0.46884223217373333,0,0,0,0.4,0,-0.13798053132225113,0.0
133,macro_0,reactive,accepted,retain_compressed,0.7817748575764636,0.7433192294572398,-0.14510054887329063,0.3969481989961263,0.44715954199824215,0,0,0,0.3333333333333333,0,-0.14510054887329063,0.0
134,macro_0,reactive,accepted,retain_compressed,0.7855753221136983,0.7800383891712498,-0.17061815119281057,0.43350018947432,0.3252722272064945,0,0,0,0.3333333333333333,0,-0.17061815119281057,0.0
135,macro_0,reactive,accepted,retain_compressed,0.8017413149609967,0.8264049769544617,-0.19249152558793084,0.45007550221374054,0.24015434450184067,0,0,0,0.26666666666666666,0,-0.19249152558793084,0.0
136,macro_4,reactive,accepted,retain_compressed,0.8094263216317852,0.8114133013096531,-0.17854211461508662,0.44514874194011494,0.3214289093722445,0,0,0,0.2,0,-0.17854211461508662,0.0
137,macro_4,reactive,accepted,retain_compressed,0.8120182400827913,0.8331982138139234,-0.20764035132524544,0.39541877176960644,0.1798256034979597,0,0,0,0.2,0,-0.20764035132524544,0.0
138,macro_2,reactive,accepted,retain_compressed,0.809031254696801,0.816992606497375,-0.18874847204506517,0.2764057753862833,0.2698045218198757,0,0,0,0.2,0,-0.18874847204506517,0.0
139,macro_0,reactive,watch,monitor,0.7484868159863395,0.7615111544739547,-0.0213632228252425,0.4000627412177177,0.26591410985329667,0,0,1,0.2,0,-0.0213632228252425,0.0
140,macro_1,reactive,watch,monitor,0.7531508646669142,0.7570580583611586,-0.01477372255946155,0.4487032331456937,0.3058576842030634,0,0,0,0.2,0,-0.01477372255946155,0.0
141,macro_2,reactive,accepted,retain_compressed,0.8171307596851309,0.8061001669188256,-0.18673266026945232,0.4122475286825882,0.29203283818043474,0,0,1,0.26666666666666666,0,-0.18673266026945232,0.0
142,macro_0,reactive,accepted,retain_compressed,0.8192489425611877,0.8101139327996295,-0.1846190019985156,0.36106520553818255,0.30577840384920346,0,0,0,0.2,0,-0.1846190019985156,0.0
143,macro_2,reactive,accepted,retain_compressed,0.8231506030084825,0.8201632329717126,-0.19635697517554673,0.3656712751269082,0.2529410286349901,0,0,0,0.2,0,-0.19635697517554673,0.0
144,macro_0,reactive,accepted,retain_compressed,0.8166135151064489,0.8117368092361094,-0.19120838585866284,0.32704808430264076,0.268878343366359,0,0,0,0.13333333333333333,0,-0.19120838585866284,0.0
145,macro_4,reactive,watch,monitor,0.752123151115394,0.7673638478739941,-0.02355077659874119,0.38643821504569825,0.26043084367938496,0,0,1,0.2,0,-0.02355077659874119,0.0
146,macro_0,reactive,watch,monitor,0.7392344246892423,0.739876518676692,-0.014161827483864436,0.4851863367061273,0.2880424996145413,0,0,0,0.2,0,-0.014161827483864436,0.0
147,macro_0,reactive,watch,monitor,0.7159351091159275,0.7235914661887666,-0.00669152699304057,0.40035653191614073,0.29044502870868827,0,0,0,0.2,0,-0.00669152699304057,0.0
