window_id,dominant_truth_regime,estimated_dominant_regime,mixture_policy,mixture_entropy,reconstruction_residual,residual_roll_mean,residual_roll_std,entropy_roll_mean,entropy_roll_std,residual_z,entropy_z,policy_changed,dominant_regime_changed,policy_switch_rate,dominant_switch_rate,residual_drift_component,entropy_drift_component,drift_score,drift_warning,drift_alarm,unknown_regime_candidate,drift_episode_id
17,sequential_ids,sequential_ids,hybrid,1.1309534316331957,0.036013686042333376,0.03541308684282077,0.013234210539609036,1.1300512456616643,0.16744755449831875,0.045382318222363174,0.005387871855439087,False,False,0.06666666666666667,0.06666666666666667,0.011345579555590794,0.0013469679638597719,0.028208307146534592,False,False,False,
18,sequential_ids,sequential_ids,hybrid,0.9604920594199556,0.013142662702165006,0.03535282550914238,0.013228927368325157,1.1413513361609573,0.16084627126726955,-1.6789086907565804,-1.1244231786763301,False,False,0.06666666666666667,0.06666666666666667,0.0,0.0,0.023333333333333334,False,False,False,
19,sequential_ids,sequential_ids,hybrid,0.9729601696565287,0.025416832276349874,0.03474871361686029,0.014053463457330186,1.1189687112581814,0.1611141624668239,-0.6640271065433248,-0.9062427440261538,False,False,0.06666666666666667,0.06666666666666667,0.0,0.0,0.023333333333333334,False,False,False,
20,sequential_ids,sequential_ids,hybrid,1.3211179392856147,0.022012533264601356,0.034043805071055734,0.01425052962751213,1.0927908867052134,0.14966810110175105,-0.8442683378559083,1.5255558757949266,False,False,0.06666666666666667,0.06666666666666667,0.0,0.38138896894873164,0.11868057557051624,False,False,False,
21,sequential_ids,sequential_ids,hybrid,1.0955708582294017,0.02997672455021338,0.03403726641824572,0.014256417386128841,1.1039820680213812,0.16040280562823628,-0.2848220189709885,-0.05243804624612383,False,False,0.06666666666666667,0.06666666666666667,0.0,0.0,0.023333333333333334,False,False,False,
22,sequential_ids,sequential_ids,hybrid,1.272137225855979,0.04566839869689283,0.03282393108695268,0.013731913431144414,1.1079520755750847,0.15933397838706306,0.9353734087366936,1.0304465557974085,False,False,0.06666666666666667,0.06666666666666667,0.2338433521841734,0.25761163894935213,0.18127358394434076,False,False,False,
23,sequential_ids,sequential_ids,hybrid,0.9964347890331479,0.04786963821885731,0.03421608721114948,0.01391612039606717,1.0999404523102347,0.146520617883139,0.9811319274324857,-0.7064238744421376,False,False,0.06666666666666667,0.06666666666666667,0.24528298185812142,0.0,0.1214465260765819,False,False,False,
24,uniform_32bit,uniform_32bit,simd,0.7925533599195489,0.018000691789947794,0.035502390914569734,0.014245293861702014,1.1029425978548915,0.14369382575543374,-1.2285950760959437,-2.1600735740974013,True,True,0.13333333333333333,0.13333333333333333,0.0,0.0,0.04666666666666667,False,False,False,
25,uniform_32bit,uniform_32bit,simd,1.2433358991389751,0.03713638604105848,0.03400365963620218,0.01485362142284587,1.0780751464330696,0.1630545182879605,0.2109065597384487,1.0135306486908762,False,False,0.13333333333333333,0.13333333333333333,0.05272663993461218,0.25338266217271904,0.1311029881836913,False,False,False,
26,uniform_32bit,uniform_32bit,simd,1.2251653103108544,0.037378095366150714,0.032004437771402286,0.011776724568728978,1.0985506200148474,0.16325042637138779,0.4562947114108892,0.7755856590069684,False,False,0.13333333333333333,0.13333333333333333,0.1140736778527223,0.1938964147517421,0.14077024149569112,False,False,False,
27,uniform_32bit,uniform_32bit,simd,0.8646607365013377,0.04185162856336117,0.03297675019072688,0.01156203657498953,1.0987300248141618,0.163397752602913,0.7675877469756737,-1.432512278483682,False,False,0.06666666666666667,0.06666666666666667,0.19189693674391842,0.0,0.1000921080309007,False,False,False,
28,uniform_32bit,uniform_32bit,simd,0.715164899235069,0.029273931590025067,0.033547472885939164,0.011787731627888078,1.1020569948175516,0.15760819814037577,-0.3625414174905456,-2.4547713741586006,False,False,0.06666666666666667,0.06666666666666667,0.0,0.0,0.023333333333333334,False,False,False,
29,uniform_32bit,uniform_32bit,simd,1.0534983532437525,0.027958964896959145,0.03251514220411613,0.011407673727545696,1.065860576904092,0.17996918314067742,-0.3993957941450899,-0.06869078014309564,False,False,0.06666666666666667,0.06666666666666667,0.0,0.0,0.023333333333333334,False,False,False,
30,uniform_32bit,uniform_32bit,simd,1.2363078305123802,0.04169796764044916,0.033216935034275946,0.01071635045444119,1.0559549207786452,0.1759807393751066,0.7914104573957782,1.0248445900915584,False,False,0.06666666666666667,0.06666666666666667,0.19785261434894455,0.2562111475228896,0.16652716595363357,False,False,False,
31,uniform_32bit,uniform_32bit,simd,1.0276789009462084,0.028650525319337698,0.03343130488723916,0.010860398592166346,1.0661973077088436,0.18201429688583623,-0.44020291586230936,-0.21162297253589857,False,False,0.06666666666666667,0.06666666666666667,0.0,0.0,0.023333333333333334,False,False,False,
32,uniform_32bit,uniform_32bit,simd,0.6796441085407674,0.013293312913653696,0.032136577797246824,0.010123005530724524,1.0605354508614633,0.18178830730781273,-1.8614296875539482,-2.0952466408112027,False,False,0.06666666666666667,0.06666666666666667,0.0,0.0,0.023333333333333334,False,False,False,
33,uniform_32bit,uniform_32bit,simd,0.796465864499183,0.040996613400851555,0.030621886255334848,0.011149233413023615,1.0304481626553015,0.2051478021884711,0.9305326949981254,-1.1405547342915336,False,False,0.06666666666666667,0.06666666666666667,0.23263317374953135,0.0,0.11638660283314588,False,False,False,
34,uniform_32bit,uniform_32bit,simd,0.9502460881028008,0.05448842446679099,0.032478816301913946,0.010318722751550283,1.0195130829939165,0.21335063533354345,2.1329777494596,-0.3246627058699119,False,False,0.06666666666666667,0.06666666666666667,0.5332444373649,0.0,0.23663110827929337,False,False,False,
35,uniform_32bit,uniform_32bit,simd,0.9924774837970636,0.020995734799851846,0.03441692244794336,0.011553824199378455,1.0179988108903348,0.21378481469227836,-1.1616228752373294,-0.11937857705482055,False,False,0.06666666666666667,0.06666666666666667,0.0,0.0,0.023333333333333334,False,False,False,
36,zipfian_smallints,zipfian_smallints,hybrid,1.2852862784880708,0.029914503861491568,0.03434913588362672,0.01163450051853461,0.9960894471910979,0.19665507998488682,-0.38116218516714817,1.4705789946978178,True,True,0.13333333333333333,0.13333333333333333,0.0,0.36764474867445446,0.1385778538352803,False,False,False,
37,zipfian_smallints,zipfian_smallints,hybrid,1.1165659686530378,0.04151635465318786,0.034344987837711935,0.011636181733313739,1.008737141875009,0.20921005851123606,0.6162989169072352,0.5154093786405026,False,False,0.13333333333333333,0.13333333333333333,0.1540747292268088,0.12885234466012566,0.1405096445224216,False,False,False,
38,zipfian_smallints,zipfian_smallints,hybrid,1.0701962621598835,0.013309132184173185,0.03406818490146494,0.011394452676517107,0.9983657247281464,0.19881754690283934,-1.8218559052176588,0.36128872018298963,False,False,0.13333333333333333,0.13333333333333333,0.0,0.09032218004574741,0.06924721167810352,False,False,False,
39,zipfian_smallints,zipfian_smallints,hybrid,1.0561186007465642,0.03849014317032056,0.03176415116581933,0.011887866891996801,1.003283156269929,0.1996767062011974,0.565786233966255,0.26460494675223895,False,False,0.06666666666666667,0.06666666666666667,0.14144655849156376,0.06615123668805974,0.09644976590197377,False,False,False,
40,zipfian_smallints,zipfian_smallints,hybrid,0.7634207020658779,0.03140966558790464,0.03313011459117751,0.011358815401791861,1.0208541723250633,0.19122620226095255,-0.15146375664646466,-1.346224868084028,False,False,0.06666666666666667,0.06666666666666667,0.0,0.0,0.023333333333333334,False,False,False,
41,zipfian_smallints,zipfian_smallints,hybrid,1.4305725210673224,0.03829995025957648,0.03274833322763392,0.011310680797203744,0.9888598258535234,0.19149109374804713,0.49082956549224466,2.3067009763298856,False,False,0.06666666666666667,0.06666666666666667,0.12270739137306116,0.5766752440824714,0.21658510090317565,False,False,False,
42,zipfian_smallints,zipfian_smallints,hybrid,1.4597248095414774,0.04035306588724264,0.032809790220528975,0.011340099839343016,1.0025536399039545,0.21544319118094926,0.6651859426631591,2.1220033225907087,False,False,0.06666666666666667,0.06666666666666667,0.16629648566578978,0.5305008306476772,0.22247713526156856,False,False,False,
43,zipfian_smallints,zipfian_smallints,hybrid,0.790558736406453,0.02540372700875379,0.03270988604212107,0.011261078848408157,1.0422245781066306,0.2414546742792177,-0.6487973739392376,-1.0422901996374752,False,False,0.06666666666666667,0.06666666666666667,0.0,0.0,0.023333333333333334,False,False,False,
44,zipfian_smallints,low_entropy_repeating,hybrid,1.2278422651080332,0.014349707786655373,0.03245187240336965,0.01138903660442849,1.0472508339180562,0.23485462826742495,-1.5894376017931022,0.7689498467766656,False,True,0.06666666666666667,0.13333333333333333,0.0,0.1922374616941664,0.08139269875687494,False,False,False,
45,zipfian_smallints,zipfian_smallints,hybrid,1.1377838772860547,0.019766313781886882,0.03154458859601607,0.012279765162428043,1.058873761375675,0.2394549758964643,-0.9591611646618116,0.32954051293115943,False,True,0.06666666666666667,0.2,0.0,0.08238512823278986,0.0639296153915308,False,False,False,
46,zipfian_smallints,zipfian_smallints,hybrid,1.8658814904820524,0.0649509633753768,0.030082478338778584,0.012290144163207044,1.052305497827253,0.235559883644118,2.837109291514624,3.45379687158509,False,False,0.06666666666666667,0.2,0.709277322878656,0.8634492178962725,0.5429065669588639,True,False,True,
47,zipfian_smallints,zipfian_smallints,hybrid,0.4530270413952334,0.020156928199522042,0.032502507542514526,0.01521413733723468,1.1081856704629762,0.3152435503019114,-0.8114543899458466,-2.0782617958782343,False,False,0.06666666666666667,0.2,0.0,0.0,0.043333333333333335,False,False,False,
48,clustered_ranges,clustered_ranges,guarded_fallback,0.9336999671496882,0.022805883570345114,0.03296008189490575,0.014689304188355432,1.0930778659866072,0.3415782922911052,-0.6912647122758477,-0.4665925849717021,True,True,0.13333333333333333,0.26666666666666666,0.0,0.0,0.06666666666666667,False,False,False,
49,clustered_ranges,clustered_ranges,guarded_fallback,1.3484744646205402,0.03288813670375423,0.031747366572871985,0.01472927341267947,1.1022268061633076,0.3348376264612714,0.07744917359270782,0.7354240929380451,False,False,0.13333333333333333,0.26666666666666666,0.019362293398176956,0.18385602323451128,0.12037558983456528,False,False,False,
50,clustered_ranges,clustered_ranges,guarded_fallback,0.7600169492087727,0.03262047744441968,0.030307347388669536,0.013337277906332417,1.1287753645978236,0.33770175838497635,0.17343343211124482,-1.0919647444556848,False,False,0.13333333333333333,0.26666666666666666,0.043358358027811204,0.0,0.08401000987779114,False,False,False,
51,clustered_ranges,clustered_ranges,guarded_fallback,1.0349408857708704,0.02770538136390004,0.031082330231640722,0.013093065811602857,1.113277995625271,0.3495300739729664,-0.25791886013657905,-0.22412122865381287,False,False,0.06666666666666667,0.2,0.0,0.0,0.043333333333333335,False,False,False,
52,clustered_ranges,clustered_ranges,guarded_fallback,1.3251670630864563,0.03695411782209329,0.030935055398467956,0.01311953785644775,1.0965883027774574,0.3466955727454646,0.4587861272781853,0.6593068317532538,False,False,0.06666666666666667,0.2,0.11469653181954632,0.16482670793831344,0.13041862304573024,False,False,False,
53,clustered_ranges,clustered_ranges,guarded_fallback,0.7797673065749359,0.017225843503744634,0.030630906276394983,0.012907886426935761,1.110495042406352,0.35170174698805057,-1.038517173978222,-0.9403642083765046,False,False,0.06666666666666667,0.2,0.0,0.0,0.043333333333333335,False,False,False,
54,clustered_ranges,clustered_ranges,guarded_fallback,0.8200117298171719,0.06692704598652746,0.03089202036436641,0.012567584692039186,1.0911331120340222,0.3619245424537445,2.8672989789110477,-0.7491102416808071,False,False,0.06666666666666667,0.2,0.7168247447277619,0.0,0.33006323122443804,False,False,False,
55,clustered_ranges,clustered_ranges,guarded_fallback,1.3108404436047885,0.02145609232869461,0.03278781388544687,0.015579518824357123,1.0753926539720626,0.36862830675931973,-0.7273472921184754,0.6387132639483876,False,False,0.06666666666666667,0.2,0.0,0.1596783159870969,0.08325291233010756,False,False,False,
56,clustered_ranges,clustered_ranges,guarded_fallback,1.0385864926820785,0.03265043153512865,0.032124242334832874,0.015852001693898273,1.1118873034079901,0.36258465720085054,0.03319386265927877,-0.20216192016957132,False,False,0.06666666666666667,0.2,0.008298465664819692,0.0,0.046652719599261205,False,False,False,
57,clustered_ranges,clustered_ranges,guarded_fallback,0.9226046255045817,0.041691083022231214,0.03174760775320302,0.015761646737817464,1.0857549015156407,0.35194521442497345,0.6308652137409767,-0.4635672509826714,False,False,0.06666666666666667,0.2,0.15771630343524418,0.0,0.10641985470743101,False,False,False,
58,clustered_ranges,clustered_ranges,guarded_fallback,1.0983246169621934,0.015830936385205715,0.031836808895535584,0.01581751413668833,1.049946889246514,0.3382356944189121,-1.011908151945096,0.14302963398278393,False,False,0.06666666666666667,0.2,0.0,0.03575740849569598,0.05227268545725733,False,False,False,
59,clustered_ranges,clustered_ranges,guarded_fallback,1.016781268689233,0.03739987420360158,0.031198622853965716,0.01628190656482738,1.0704646146168966,0.33062612944404957,0.3808676179339069,-0.16236873309306732,False,False,0.06666666666666667,0.13333333333333333,0.09521690448347672,0.0,0.07142009512672402,False,False,False,
60,low_entropy_repeating,low_entropy_repeating,coherent_local,1.1114271003818799,0.054590026125602376,0.03273530061509546,0.015653743597512815,1.0563938815223102,0.3279302319532465,1.3961340287856336,0.16781989987308019,True,True,0.13333333333333333,0.13333333333333333,0.3490335071964084,0.041954974968270047,0.19676881328729753,False,False,False,
61,low_entropy_repeating,low_entropy_repeating,coherent_local,1.170051802769252,0.051594330650898336,0.03505688143800983,0.01616686201889805,1.054636763062032,0.3275333494681018,1.0229225789540783,0.3523764512599158,False,False,0.13333333333333333,0.13333333333333333,0.2557306447385196,0.08809411281497895,0.17098245276581925,False,False,False,
62,low_entropy_repeating,low_entropy_repeating,coherent_local,0.70714867111826,0.037748516558328594,0.03416643925637793,0.014704425397870759,1.0082481172145117,0.2427252057167659,0.2436053746693143,-1.2404951680506848,False,False,0.13333333333333333,0.13333333333333333,0.06090134366732858,0.0,0.0710272041335981,False,False,False,
63,low_entropy_repeating,low_entropy_repeating,coherent_local,1.5326264018193232,0.05976391898346875,0.035339211813631706,0.014200140124109749,1.025189559196047,0.20751981031471867,1.7200327064614511,2.445245296863305,False,False,0.06666666666666667,0.06666666666666667,0.4300081766153628,0.6113113242158262,0.34816443503343497,False,False,False,
64,low_entropy_repeating,low_entropy_repeating,coherent_local,1.4592044018278167,0.029252190182960186,0.03780308084117328,0.015050956206752321,1.0651179881740225,0.2432092302659418,-0.5681293582030054,1.6203596039612203,False,False,0.06666666666666667,0.06666666666666667,0.0,0.40508990099030506,0.1246058085809096,False,False,False,
65,low_entropy_repeating,low_entropy_repeating,coherent_local,0.7994764346923686,0.05608072737716947,0.03756068440645367,0.01516461499918092,1.0724999839878409,0.2538708918723848,1.2212668604148047,-1.0754425062534245,False,False,0.06666666666666667,0.06666666666666667,0.3053167151037012,0.0,0.14546001937481381,False,False,False,
66,low_entropy_repeating,low_entropy_repeating,coherent_local,1.0485658773183801,0.02908092315710616,0.03912470106863699,0.015814576906049562,1.0751306163534138,0.250584805206689,-0.6350961733660168,-0.10601097264102413,False,False,0.06666666666666667,0.06666666666666667,0.0,0.0,0.023333333333333334,False,False,False,
67,low_entropy_repeating,low_entropy_repeating,coherent_local,1.4440949211678409,0.040063618231984004,0.039216403854850736,0.015747476598864878,1.076038949123248,0.2504533773687845,0.05380000522714429,1.4695588234495376,False,False,0.06666666666666667,0.06666666666666667,0.013450001306786072,0.3673897058623844,0.12056076032164385,False,False,False,
68,low_entropy_repeating,low_entropy_repeating,coherent_local,0.47595181171131373,0.04465908189915287,0.03942370388217678,0.015736031229161465,1.0839674729953404,0.26058094140442106,0.33270000599478144,-2.3333082445468616,False,False,0.06666666666666667,0.06666666666666667,0.08317500149869536,0.0,0.056603333932811487,False,False,False,
69,low_entropy_repeating,low_entropy_repeating,coherent_local,0.7087323430813841,0.022351545945606937,0.041252586441870666,0.014518976523784831,1.0637131066710988,0.29539630657250737,-1.3018162239937523,-1.2017102261936086,False,False,0.06666666666666667,0.06666666666666667,0.0,0.0,0.023333333333333334,False,False,False,
70,low_entropy_repeating,low_entropy_repeating,coherent_local,1.3064527118596838,0.029988148389487823,0.03828088643914263,0.01340792930511373,1.056294480888713,0.30324685046347655,-0.618495014587896,0.8249326572187025,False,False,0.06666666666666667,0.06666666666666667,0.0,0.20623316430467561,0.07489162440950223,False,False,False,
71,low_entropy_repeating,low_entropy_repeating,coherent_local,0.914432558666598,0.035459472388916266,0.038849690176528846,0.012810873444180264,1.0560019654390393,0.30298577787607706,-0.26463593897391535,-0.46724769491687607,False,False,0.06666666666666667,0.06666666666666667,0.0,0.0,0.023333333333333334,False,False,False,
72,sequential_ids,sequential_ids,hybrid,1.2006723223610993,0.05004136737956907,0.03903695956678135,0.012734080872142818,1.047725036504674,0.3051833555756962,0.8641697079756534,0.5011652259565114,True,True,0.13333333333333333,0.13333333333333333,0.21604242699391335,0.12529130648912784,0.16440646408651396,False,False,False,
73,sequential_ids,clustered_ranges,hybrid,0.8551360687322032,0.032682414811251496,0.03959364519060387,0.013037307883675998,1.0662628829617753,0.30548548083562177,-0.5301117309574461,-0.691118978751262,False,True,0.13333333333333333,0.2,0.0,0.0,0.05666666666666667,False,False,False,
74,sequential_ids,sequential_ids,hybrid,1.099440540367039,0.03863745186906833,0.04071707708567359,0.011475958855662693,1.0500503130797756,0.3100809999691473,-0.18121579743755323,0.15928169456656832,False,True,0.13333333333333333,0.26666666666666666,0.0,0.03982042364164208,0.0766217725770772,False,False,False,
75,sequential_ids,sequential_ids,hybrid,1.1139039324388935,0.036357346724418114,0.040799582263371374,0.0114548359803422,1.0555609311916294,0.3101820010831585,-0.3878043438397805,0.18809279988986138,False,False,0.06666666666666667,0.2,0.0,0.047023199972465346,0.05508913332644967,False,False,False,
76,sequential_ids,sequential_ids,hybrid,0.8110918618435304,0.06315266916922506,0.039584070303292425,0.01083770144812398,1.0557260533287638,0.3102145226749291,2.174685915095629,-0.7885968348199687,False,False,0.06666666666666667,0.2,0.5436714787739072,0.0,0.2608019248428962,False,False,False,
77,sequential_ids,zipfian_smallints,hybrid,0.8846020360902238,0.013048369972444959,0.040354626204514216,0.01209104441439942,1.0317953906003823,0.31457999919135826,-2.2583867065415038,-0.46790436270780433,False,True,0.06666666666666667,0.26666666666666666,0.0,0.0,0.05333333333333334,False,False,False,
78,sequential_ids,sequential_ids,hybrid,0.8668389967810171,0.024063742433845875,0.0387079497654553,0.014002228503586019,1.0436256149318466,0.30468005941862863,-1.045848257797731,-0.5802369144469963,False,True,0.06666666666666667,0.3333333333333333,0.0,0.0,0.06333333333333332,False,False,False,
79,sequential_ids,sequential_ids,hybrid,0.7525239646793224,0.03256001119182639,0.03632793799548043,0.013177377181084322,0.9992397879292929,0.2754476038719102,-0.2859390352067739,-0.895690573765197,False,False,0.06666666666666667,0.3333333333333333,0.0,0.0,0.06333333333333332,False,False,False,
80,sequential_ids,sequential_ids,hybrid,0.9017569603374994,0.0681656294088826,0.03654845939607152,0.013077809425526329,0.9521277587860599,0.250457788966535,2.4176195390551105,-0.2011149202238462,False,False,0.06666666666666667,0.3333333333333333,0.6044048847637776,0.0,0.3050952872388444,False,False,False,
81,sequential_ids,sequential_ids,hybrid,1.023606484809284,0.05185791096188967,0.037354119531519056,0.014645347907176214,0.9589464604957352,0.2473783722717923,0.9903343049248738,0.2613810716691371,False,False,0.06666666666666667,0.3333333333333333,0.24758357623121846,0.06534526791728427,0.17870308080514177,False,False,False,
82,sequential_ids,sequential_ids,hybrid,1.6461891913679234,0.012994321319135145,0.03887258538517129,0.014904781408965728,0.9572825009951289,0.24681580384745036,-1.7362389705514587,2.7911773753653564,False,False,0.06666666666666667,0.3333333333333333,0.0,0.6977943438413391,0.2377819192936681,False,False,False,
83,sequential_ids,sequential_ids,hybrid,1.5643357879299682,0.01854821632318041,0.037067965590981376,0.016321658106184044,0.9707554523418012,0.2787389797616888,-1.1346732061561131,2.1295203633382567,False,False,0.06666666666666667,0.3333333333333333,0.0,0.5323800908345642,0.19642835604197437,False,False,False,
84,uniform_32bit,uniform_32bit,simd,0.9468902920993515,0.01742650056761988,0.03532724121924988,0.0168384245376783,1.0433143840897112,0.2823714444675952,-1.0630887437530678,-0.341479613247315,True,True,0.13333333333333333,0.4,0.0,0.0,0.08666666666666667,False,False,False,
85,uniform_32bit,uniform_32bit,simd,0.7736800180400936,0.060930464666083886,0.034998904860717404,0.017154562802716194,1.0591915806909091,0.26857321958322616,1.5116420390275718,-1.0630678741194173,False,False,0.13333333333333333,0.4,0.37791050975689294,0.0,0.23783087056942387,False,False,False,
86,uniform_32bit,uniform_32bit,simd,1.1717345008506532,0.04666006364092616,0.03706172594582381,0.018329164894897134,1.0236734011029365,0.2687667216171987,0.5236647292157762,0.5508907438611678,False,False,0.13333333333333333,0.4,0.13091618230394406,0.13772268596529194,0.17346381107956726,False,False,False,
87,uniform_32bit,low_entropy_repeating,simd,0.6650291736564051,0.032992655532259385,0.03780843202929114,0.01848670047212108,1.0408268639152067,0.26950650898441314,-0.2604995003729682,-1.394391884190611,False,True,0.06666666666666667,0.4,0.0,0.0,0.07333333333333333,False,False,False,
88,uniform_32bit,uniform_32bit,simd,1.1150075690953518,0.031004187649865678,0.03667185123947049,0.018202792325926555,1.0051173206682271,0.282010432763447,-0.3113622996275116,0.3896673146473072,False,True,0.06666666666666667,0.4,0.0,0.0974168286618268,0.09768754049879003,False,False,False,
89,uniform_32bit,uniform_32bit,simd,1.3335604289895522,0.04207307783817709,0.03655996942871143,0.018234194962267615,1.0224420873591038,0.2801144735738346,0.30234995943194004,1.11068284530381,False,False,0.06666666666666667,0.3333333333333333,0.07558748985798501,0.2776707113259525,0.16298600710801547,False,False,False,
90,uniform_32bit,uniform_32bit,simd,1.0648834973218029,0.04027634612598806,0.03678901115998535,0.018283664942534975,1.038050079933938,0.2910215229556146,0.19073499685256237,0.0922042363847883,False,False,0.06666666666666667,0.3333333333333333,0.04768374921314059,0.023051059096197073,0.08816959779263883,False,False,False,
91,uniform_32bit,uniform_32bit,simd,1.1386183932685263,0.024176629496857293,0.03705027778675669,0.018305044034478114,1.034782050926132,0.2903834165710428,-0.7032841637729644,0.35758358108375976,False,False,0.06666666666666667,0.3333333333333333,0.0,0.08939589527093994,0.08568230715106831,False,False,False,
92,uniform_32bit,uniform_32bit,simd,1.6360871265005668,0.07721125794897175,0.03445187514193216,0.01705906851270768,1.0566171530211317,0.28461860579671916,2.506548365676521,2.0359525331149735,False,False,0.06666666666666667,0.26666666666666666,0.6266370914191303,0.5089881332787434,0.43123520322067127,True,False,True,
