window_id,macro_route,macro_cgcs_score,macro_switch_rate,child_switch_rate,policy_switch_rate,macro_compression_residual,compressed_route_stability,macro_route_changed,rolling_route_switch,rolling_pressure,rolling_cgcs_mean,rolling_cgcs_std,rolling_residual,rolling_stability,adaptive_accept_threshold,adaptive_watch_threshold,fixed_gate,adaptive_gate,cgcs_slope,pressure_slope,adaptive_margin_to_watch,adaptive_margin_to_accept,early_decompression_candidate,adaptive_gated_route,fixed_gated_route,fixed_gated_switch_rate,adaptive_gated_switch_rate,fixed_stability_score,adaptive_stability_score
10,macro_3,0.5589376739061368,0.5516114574039256,0.3481371805485861,0.7364419956666739,0.10215768984920356,0.5105581050148414,False,0.9090909090909091,0.6506461411123395,0.47479524751821295,0.13859218502753612,0.11165909170682373,0.4741064120587097,0.7449230214511495,0.5284948180739909,watch,watch,0.008829015376221872,0.003331397356494614,0.0304428558321459,-0.18598534754501272,True,macro_3,macro_3,0.7272727272727273,0.6363636363636364,0.5272727272727272,0.4363636363636364
11,macro_4,0.6190551308894207,0.35196049579600197,1.0,0.11893713533642958,0.18886320656205624,0.3137469734836265,True,0.9166666666666666,0.6398021695323536,0.48681690446581355,0.13854917362312297,0.11809276794475977,0.46074312551078606,0.7452902668789078,0.5287927337355642,watch,watch,-0.013404782908780822,0.0011876293840834106,0.09026239715385642,-0.1262351359894871,False,macro_4,macro_4,0.75,0.6666666666666666,0.4125,0.5666666666666667
12,macro_1,0.7206896826259939,0.6243999283609319,0.19610283450997207,0.3940251662527974,0.02765906153185789,0.599912002564503,True,0.9230769230769231,0.6288398466094852,0.5048071181704429,0.14766055209322637,0.11113632898992118,0.47144842374568735,0.7436491346681469,0.527560364602181,accepted,watch,0.06197251342583565,-0.003914821742758212,0.19312931802381283,-0.022959452042152995,False,macro_1,macro_1,0.7692307692307693,0.6923076923076923,0.5,0.55
13,macro_2,0.5741028635344132,0.5376049418261603,1.0,0.9992681454493524,0.088104005477217,0.34476646882030804,True,0.9285714285714286,0.6421269299297221,0.5097568142678693,0.14307141067390328,0.10949116302472801,0.4623997126795888,0.745235898614001,0.5287381193889895,watch,watch,0.07351007528801681,-0.003559457469822691,0.045364744145423685,-0.17113303507958777,False,macro_2,macro_2,0.7857142857142857,0.7142857142857143,0.4892857142857143,0.5357142857142857
14,macro_4,0.44174586661184667,0.14387434597313653,0.45455941002768463,0.6760837389649272,0.09217482141113918,0.555746550812384,True,0.9333333333333333,0.6286658363102345,0.5052227510908012,0.1389809067684516,0.10833674025048876,0.46862283522177517,0.7429954337697868,0.5271717533768521,fallback,fallback,0.012797796617248825,-0.007573196242360058,-0.0854258867650054,-0.30124956715794016,True,adaptive_fallback,fixed_fallback,0.8,0.7333333333333333,0.22999999999999998,0.17333333333333342
15,macro_0,0.6272828549123297,0.33677140214460966,0.9497210999929702,0.4272516952547515,0.01327172614744089,0.33653730614314153,True,0.9375,0.6255587065202057,0.5128515075796467,0.1376922162850656,0.10239517686904827,0.4603674896543606,0.7428855593946199,0.5271474779661681,watch,watch,0.013669036201238582,-0.0050174869184267615,0.10013537694616159,-0.11560270448229015,False,macro_0,macro_0,0.8125,0.75,0.47187499999999993,0.5125
16,macro_3,0.5287836479983274,0.5232075788456585,0.6034796211175255,0.5403560143879788,0.06874434948042463,0.0,True,0.9411764705882353,0.6237753673375254,0.5137886923101573,0.1333759016187883,0.10041571643442335,0.43328704908645704,0.7444095879224044,0.5283524765067557,watch,watch,-0.018054296578218644,-0.0032053604389656433,0.00043117149157179124,-0.21562593992407697,False,macro_3,macro_3,0.8235294117647058,0.7647058823529411,0.4647058823529412,0.5029411764705882
17,macro_4,0.5078946260934287,0.9752609983613911,0.7634318894805001,0.2975706224204615,0.16116387973235224,0.7551690097163593,True,0.9444444444444444,0.6310853484476516,0.5134612441870057,0.12940108830746133,0.1037906143954194,0.4511693802325627,0.7435945083544822,0.5277274905685716,watch,fallback,-0.04255901130651303,0.00044910036763328164,-0.019832864475142875,-0.23569988226105343,True,adaptive_fallback,macro_4,0.8333333333333334,0.7777777777777778,0.3583333333333333,0.14444444444444446
18,macro_4,0.531930780069794,0.48652016086066,0.6504713683610713,0.9746676846990237,0.17550662995928643,0.27091775334631635,False,0.8947368421052632,0.6294962684035272,0.5144333250229419,0.12582661748336413,0.10756514153035977,0.4416824525017076,0.7441350685307069,0.5281577281735271,watch,watch,-0.00843441669292384,-0.0025261323052389708,0.0037730518962668658,-0.21220428846091288,False,macro_4,macro_4,0.7894736842105263,0.7894736842105263,0.3868421052631579,0.48684210526315785
19,macro_3,0.6702033656001122,0.615840347904111,0.6194529714737872,0.9767451433086471,0.14435240227988358,0.638108850631301,True,0.9,0.6352907383762134,0.5222218270518004,0.1273274205130904,0.10940450456783594,0.4515037724081873,0.7441592359600836,0.5281226765502117,watch,watch,0.0456914997976531,0.0013249804131957755,0.14208068904990045,-0.07395587035997142,False,macro_3,macro_3,0.8,0.8,0.48,0.48
20,macro_4,0.43084144937075497,0.7735388429217217,0.7582183437750684,0.8407274488597748,0.11870571600861594,0.5686254768528073,True,0.9047619047619048,0.643569845373889,0.5178703804955601,0.12569524749790503,0.1098474193983493,0.4570809964293597,0.7444369697867734,0.5283036885412399,fallback,fallback,-0.03928828110831495,0.0036022277707366433,-0.09746223917048491,-0.31359552041601846,True,adaptive_fallback,fixed_fallback,0.8095238095238095,0.8095238095238095,0.2238095238095238,0.12380952380952379
21,macro_0,0.4173679994048031,0.6928950334185766,0.5021859472525365,0.9207224755942442,0.06941298262144588,0.3486901607530939,True,0.9047619047619048,0.6473815510091677,0.5130257400438987,0.12759158019221767,0.10709201468425159,0.4481521581466707,0.7455188297456155,0.5290908386788223,fallback,fallback,-0.022283129718704865,0.0047212367343284715,-0.11172283927401921,-0.3281508303408123,True,adaptive_fallback,fixed_fallback,0.7619047619047619,0.7619047619047619,0.25476190476190474,0.15476190476190474
22,macro_3,0.5226825689768582,0.5429517834686985,0.7485486288891027,0.7380748191939855,0.23973226323146202,0.22855698449364895,True,0.9047619047619048,0.6483908572598246,0.5140875644494349,0.12757389957674803,0.11845970208622299,0.43288345219925234,0.7475219036413554,0.5305314359385189,watch,fallback,0.002957588576685888,0.003461101762434593,-0.007848866961660761,-0.22483933466449724,True,adaptive_fallback,macro_3,0.7619047619047619,0.7142857142857143,0.40476190476190477,0.1857142857142857
23,macro_3,0.5226773053289339,1.0,0.4055162200467513,0.9493679027705452,0.007927960723153646,0.8150637773846179,False,0.8571428571428571,0.6520636710853611,0.5085394695316778,0.12435421760563538,0.11159974036306156,0.4622933712997298,0.7448672192347922,0.5285885551927957,watch,fallback,-0.001850694948172027,0.004513480536366776,-0.005911249863861823,-0.2221899139058583,True,adaptive_fallback,macro_3,0.7142857142857143,0.6666666666666666,0.5357142857142857,0.21666666666666665
24,macro_2,0.44040955077268995,0.9426490982389621,0.4822179136119697,0.7798714396742832,0.017434926696867303,0.4946696419788784,True,0.8571428571428571,0.6647721687498204,0.5142000862936816,0.11795722670925411,0.10814075657028861,0.47670235108005443,0.7442660523195354,0.5281554023459584,fallback,fallback,-0.04595876296548444,0.005896286074721391,-0.08774585157326842,-0.3038565015468454,True,adaptive_fallback,fixed_fallback,0.7142857142857143,0.6190476190476191,0.2857142857142857,0.2476190476190476
25,macro_4,0.43325978402228155,0.04248711248646164,0.5312738382289471,0.9737391086480782,0.04694191812168501,0.6953487307842345,True,0.8571428571428571,0.6541214010219667,0.5116130132711059,0.11915971237560216,0.10725166659855115,0.4757903223466904,0.7433167913004226,0.5274891310134585,fallback,fallback,0.00048366693030531537,0.0021103111296155498,-0.09422934699117697,-0.31005700727814106,True,adaptive_fallback,fixed_fallback,0.7142857142857143,0.6190476190476191,0.2857142857142857,0.2476190476190476
26,macro_4,0.5715425076046688,0.8523368621258559,0.6211260551327524,0.6173129542867706,0.11137664880666767,0.5154638574264025,False,0.8095238095238095,0.6575166242190659,0.5143153899653745,0.11987677339067832,0.10669096028500867,0.47189928472110343,0.7439913191325731,0.5279736836930027,watch,watch,0.030834901639973145,0.0020270146419796298,0.043568823911666166,-0.17244881152790426,True,macro_4,macro_4,0.7142857142857143,0.6666666666666666,0.5357142857142857,0.41666666666666663
27,macro_1,0.6771618647765245,0.7530732689774626,0.9101526783714229,0.6019169405820233,0.0680144031442634,0.6314383834921015,True,0.8095238095238095,0.664475361363113,0.5138907623150507,0.11925209652421982,0.10189503645638713,0.48754355464787413,0.7430979216738021,0.527299068301012,watch,watch,0.03089585915993327,0.0032169008206576867,0.14986279647551248,-0.06593605689727755,False,macro_1,macro_1,0.7142857142857143,0.6666666666666666,0.5357142857142857,0.5666666666666667
28,macro_4,0.60842910602405,0.8568602551601925,0.4587343707978259,0.4843333982011092,0.15181999068450774,0.49598152135912177,True,0.8095238095238095,0.6610585785065014,0.5233003809115857,0.1185068087241038,0.1006381940006117,0.489058010561467,0.7425000533436976,0.5268814880579968,watch,watch,0.017150360139023223,0.0017989814842280572,0.08154761796605314,-0.13407094731964764,False,macro_4,macro_4,0.7142857142857143,0.6666666666666666,0.4357142857142857,0.5666666666666667
29,macro_4,0.6053633222063032,0.6448124574108114,0.45331967088691905,0.5074159398677283,0.0,0.20786507845514274,False,0.7619047619047619,0.6489682248269621,0.5422913730597749,0.09479149722877955,0.09926796699494626,0.4763375123602203,0.7403292192918778,0.5255578185375109,watch,watch,0.03299075428672264,-0.003160788784571644,0.07980550366879224,-0.1349658970855746,False,macro_4,macro_4,0.7142857142857143,0.6666666666666666,0.5357142857142857,0.5666666666666667
30,macro_1,0.6670311114279305,0.8201047589607696,0.39513038011748347,0.2326687030680134,0.1557502349373574,0.3055069191448015,True,0.7619047619047619,0.6422535321921934,0.5560663362932191,0.09061242220733925,0.09757689606699464,0.4586987406027444,0.7406330615116065,0.5258695197703357,watch,watch,0.046754265481129785,-0.002373573765954662,0.1411615916575948,-0.07360195008367598,False,macro_1,macro_1,0.7619047619047619,0.7142857142857143,0.40476190476190477,0.5357142857142857
31,macro_3,0.31099300006286473,1.0,0.5528605903678152,0.9542647012077028,0.2189790836395361,0.5254805572056993,True,0.8095238095238095,0.6605864819959312,0.5442594470625872,0.10519920660765898,0.10313981958082,0.4594093335642139,0.7439102272179179,0.528062046839478,fallback,fallback,-0.052109901508360826,0.0006139715553730607,-0.21706904677661326,-0.43291722715505315,True,adaptive_fallback,fixed_fallback,0.7619047619047619,0.7142857142857143,0.15476190476190474,0.1857142857142857
32,macro_3,0.36386404802491107,1.0,0.7657205690541143,0.9727909555968041,0.15863119692356398,0.22659440720392374,False,0.7619047619047619,0.6755440724249893,0.5321074907357056,0.11072138370668921,0.10170020007422514,0.45525921136041847,0.746093393034654,0.5295766095764276,fallback,fallback,-0.06265956335032269,0.002213742212375247,-0.16571256155151654,-0.382229345009743,True,adaptive_fallback,fixed_fallback,0.7142857142857143,0.6666666666666666,0.1857142857142857,0.21666666666666665
33,macro_1,0.45240619866780485,1.0,0.4777589209191761,0.8063867614973397,0.07883827901473661,0.3879532901760991,True,0.7619047619047619,0.6909604747616114,0.5193320867376967,0.10308882557388707,0.10413730566864794,0.44516593934192306,0.7479781167148372,0.5309772103782376,fallback,fallback,-0.031204581471249028,0.005980379251021994,-0.07857101171043279,-0.2955719180470323,True,adaptive_fallback,fixed_fallback,0.6666666666666666,0.6190476190476191,0.31666666666666665,0.2476190476190476
34,macro_1,0.3985377741561618,0.8744004999210604,0.5773263483775949,0.8728767498386376,0.05805327003083722,0.43345455411509703,False,0.7142857142857143,0.6860772348296914,0.5109718443863515,0.10551534969604145,0.10270631826643936,0.4493891814988177,0.7472601960347335,0.530446075763609,fallback,fallback,-0.041365109610028275,0.0074218020005458515,-0.1319083016074472,-0.34872242187857166,True,adaptive_fallback,fixed_fallback,0.6190476190476191,0.5714285714285714,0.3476190476190476,0.2785714285714286
35,macro_0,0.42116625031678556,0.8434194931217416,0.5122658276400863,0.6814881097007335,0.1731765499283494,0.6637140067157212,True,0.7142857142857143,0.7001532232080958,0.5099918626580152,0.1062832116349907,0.10656354343392557,0.4545304889227862,0.7485493527438214,0.531315598608306,fallback,fallback,-0.04917297222222898,0.011579938203180484,-0.11014934829152045,-0.32738310242703583,True,adaptive_fallback,fixed_fallback,0.5714285714285714,0.5238095238095238,0.2785714285714286,0.30952380952380953
36,macro_2,0.5376861404220231,0.8479474658000012,0.6601267412023585,0.7467293568863491,0.0,0.7612588955931994,True,0.7142857142857143,0.7102456637401151,0.5057253524441909,0.1030897551574197,0.10593155647452362,0.47475532651564606,0.7476472140538248,0.5306236268877211,watch,watch,0.04533862807183168,0.009931836348836787,0.007062513534301984,-0.20996107363180172,True,macro_2,macro_2,0.5714285714285714,0.5238095238095238,0.6285714285714286,0.5095238095238095
37,macro_4,0.38871713763673077,0.3573381418366832,0.19838617192810554,0.2907697999474802,0.04487901063840746,0.0613607667205987,True,0.7142857142857143,0.6992924403729212,0.49905551861744835,0.10601296367852804,0.10479511176776089,0.4776772677880555,0.7464838064145954,0.529782287413458,fallback,fallback,0.0049706179223639405,0.004749673589586378,-0.14106514977672724,-0.35776666877786467,True,adaptive_fallback,fixed_fallback,0.5714285714285714,0.5238095238095238,0.37857142857142856,0.30952380952380953
38,macro_1,0.4812153279765143,1.0,0.7721242159804098,0.6069180142517251,0.0,0.5330890185826296,True,0.7142857142857143,0.7035498465747421,0.4977850758499762,0.1060615899885291,0.09712064130431555,0.4671020301150207,0.7472989879256138,0.5304102726049298,fallback,fallback,0.005761825861741887,0.002517874362626138,-0.049194944628415505,-0.2660836599490995,True,adaptive_fallback,fixed_fallback,0.5238095238095238,0.47619047619047616,0.4095238095238095,0.3404761904761905
39,macro_1,0.30525298498556597,0.6802606582741176,0.8448136523971119,0.17629888016568673,0.08909176280611654,0.7969831964756664,False,0.7142857142857143,0.7000493498528877,0.48699089513167965,0.11367433598418054,0.0930056476303551,0.49215276550213266,0.7453069994816739,0.5288782312639974,fallback,fallback,-0.01865695783411917,0.002794423004639257,-0.2236252462784314,-0.4400540144961079,True,adaptive_fallback,fixed_fallback,0.5238095238095238,0.42857142857142855,0.4095238095238095,0.37142857142857133
40,macro_4,0.4228627973048872,0.7010380215779578,0.4575373556401304,0.4567611456218005,0.22407992862492868,0.19486336702080448,True,0.7142857142857143,0.6935543101428596,0.4752127728319071,0.10631779939444459,0.09680219650392867,0.47104583771115666,0.7459853197391847,0.5294740292772101,fallback,fallback,0.0003393093976203243,-0.0013197826130472378,-0.10661123197232292,-0.3231225224342975,True,adaptive_fallback,fixed_fallback,0.47619047619047616,0.38095238095238093,0.3404761904761905,0.4023809523809524
41,macro_2,0.6780102674519233,0.6522439223376869,0.6260183337859284,0.5539852266796137,0.0695210175119565,0.24773680080855884,True,0.7142857142857143,0.6862565231773389,0.4869827165500579,0.1145247431261715,0.09446006800408775,0.45576542456619246,0.7469940018827773,0.5301966710249143,watch,watch,0.028064825405980032,-0.004797828112555247,0.14781359642700898,-0.06898373443085404,False,macro_2,macro_2,0.47619047619047616,0.38095238095238093,0.6904761904761905,0.7523809523809524
42,macro_0,0.47028153903784853,0.7365592452518078,0.44135591966363863,0.5473650542867141,0.17189937642799474,0.6769880162327964,True,0.7142857142857143,0.6819193242492048,0.4895024089135363,0.11349399332291861,0.09934037247106627,0.4713986557795116,0.745519981776657,0.5290987479156622,fallback,fallback,0.01631288028022355,-0.0034746232247432783,-0.05881720887781372,-0.2752384427388085,True,adaptive_fallback,fixed_fallback,0.5238095238095238,0.42857142857142855,0.30952380952380953,0.37142857142857133
43,macro_3,0.5656552753874946,0.11878089642244383,0.8616746849442702,0.3616040109587812,0.025324785407676048,0.4865092437039855,True,0.7142857142857143,0.6707048222080851,0.4915487282664237,0.11450505023300342,0.08913049257469549,0.4836820966942895,0.7428841480583873,0.5272188839675466,watch,watch,0.016887989482196063,-0.006569004873331385,0.038436391419948035,-0.1772288726708927,False,macro_3,macro_3,0.5238095238095238,0.47619047619047616,0.6595238095238095,0.6904761904761905
44,macro_3,0.6078969635576451,0.6784950940912253,0.7803648626665103,0.9431875115207293,0.061368849775638314,0.34847501334927594,False,0.7142857142857143,0.6689698269927983,0.4956068072296957,0.11714312314864717,0.09167529681529,0.461463584121178,0.7448518636303947,0.5286642408722692,watch,watch,0.06052879571441583,-0.006215904572017883,0.07923272268537596,-0.13695490007274957,False,macro_3,macro_3,0.5238095238095238,0.47619047619047616,0.6595238095238095,0.6904761904761905
45,macro_2,0.47600074092396094,0.3221390819854703,1.0,0.8702296225841255,0.059842749498496224,0.4929974952063641,True,0.7142857142857143,0.6643903536986588,0.4973016258083276,0.11656062073566757,0.0936947169487009,0.46138395808439164,0.7444748513988899,0.528400106988574,fallback,fallback,0.010627588723814752,-0.005832791288840155,-0.05239936606461304,-0.268474110474929,True,adaptive_fallback,fixed_fallback,0.5238095238095238,0.5238095238095238,0.4095238095238095,0.30952380952380953
46,macro_4,0.5936993203585033,0.38896445662517853,0.5960453174810035,0.49421986759291503,0.17051118164217724,0.5922538787270092,True,0.7142857142857143,0.6660524488036451,0.5049416037291001,0.11740804266013785,0.09957896759253386,0.456474679415,0.7454546519955274,0.5290887514880634,watch,watch,-0.016862189418684004,-0.004040814874738752,0.06461056887043981,-0.15175533163702415,True,macro_4,macro_4,0.5714285714285714,0.5714285714285714,0.5285714285714286,0.47857142857142854
47,macro_0,0.5535988813971693,0.18091685684785036,0.4491976246853875,0.3202362535900602,0.039130776270526,0.47276717814214486,True,0.7619047619047619,0.6524420066656822,0.5040871453382667,0.1169635600981658,0.09613868794795569,0.45444150421098767,0.7440142864144197,0.5280981757367651,watch,watch,0.016663468471864153,-0.0058954635167045135,0.025500705660404188,-0.1904154050172504,False,macro_0,macro_0,0.5714285714285714,0.5714285714285714,0.6285714285714286,0.6285714285714286
48,macro_4,0.6067145715269447,0.2145753989805883,0.5364438313321525,0.5033145529606702,0.053029426332740506,0.5292345600361058,True,0.7619047619047619,0.6365621515864486,0.500732512326382,0.11268333796500102,0.09542511762359747,0.44957465547498787,0.7424304168152617,0.5270360428857461,watch,watch,0.008211859227890028,-0.006828534124327312,0.07967852864119862,-0.13571584528831693,False,macro_4,macro_4,0.5714285714285714,0.5714285714285714,0.6285714285714286,0.6285714285714286
49,macro_1,0.46008919578435953,0.7630446250933202,0.36561031780173153,0.8564830219457189,0.09924760133220631,0.49719002447104016,True,0.7619047619047619,0.6380969201893238,0.49366870707687294,0.11021709752744456,0.09292167051158311,0.4496322032422221,0.7422317837924451,0.5269165739155549,fallback,fallback,-0.029561553554657116,-0.0061745813606948865,-0.06682737813119538,-0.2821425880080856,True,adaptive_fallback,fixed_fallback,0.5714285714285714,0.5714285714285714,0.37857142857142856,0.2785714285714286
50,macro_3,0.3715811550552126,0.506799212193859,0.6882466792155283,0.15136078494760857,0.20407806648810428,0.5341981477177528,True,0.8095238095238095,0.6387879994876734,0.4825362229268211,0.1101778740915889,0.10263967367768331,0.4651718732071083,0.7416376604401868,0.5264193282233974,fallback,fallback,-0.020883917173749666,-0.005120470842197089,-0.15483817316818482,-0.37005650538497414,True,adaptive_fallback,fixed_fallback,0.5714285714285714,0.5714285714285714,0.2785714285714286,0.2785714285714286
51,macro_2,0.4175668117864311,0.5986062439126331,0.7106339776211994,0.8229593054204242,0.10294600818232574,0.4993446734520467,True,0.8095238095238095,0.6453522444374248,0.4706569705629401,0.10247011513522186,0.10012518668934847,0.47440224245983426,0.7407881654591344,0.5258390357873648,fallback,fallback,-0.035226501714414424,-0.004140040873244067,-0.10827222400093367,-0.32322135367270327,True,adaptive_fallback,fixed_fallback,0.5238095238095238,0.5238095238095238,0.4095238095238095,0.30952380952380953
52,macro_3,0.46897017589703155,0.5823619388583604,0.8459488097618771,0.5913722918189775,0.21977817853224274,0.5410224674620232,True,0.8095238095238095,0.6365662314871713,0.4781796932217099,0.09574036067320099,0.10016323882709639,0.4751423334244211,0.7393142596582453,0.5248446437853806,fallback,fallback,-0.016925741100027546,-0.003175155035702182,-0.0558744678883491,-0.2703440837612137,True,adaptive_fallback,fixed_fallback,0.47619047619047616,0.47619047619047616,0.3404761904761905,0.3404761904761905
53,macro_3,0.588941156411876,0.3465442055313322,0.7319051040572085,0.5251746999923939,0.12581292253165907,0.4318959476878434,False,0.8095238095238095,0.6183881244425143,0.48889765076394637,0.09489784015891442,0.09860046385605332,0.4849185972569887,0.7365531797077687,0.5228809634377445,watch,watch,-0.0035546830230137384,-0.003634805428786847,0.06606019297413157,-0.14761202329589262,False,macro_3,macro_3,0.5238095238095238,0.5238095238095238,0.6595238095238095,0.6595238095238095
54,macro_4,0.5075260114355397,0.4541348277129089,0.5521868661801134,0.8759421706747961,0.08161184604768892,0.6742276967252268,True,0.8095238095238095,0.6097047801422649,0.49152240375288614,0.09459987187846806,0.09873253847667009,0.49855071185456623,0.7345783631247388,0.5214455870316749,watch,fallback,0.009487363130236025,-0.005678428009411785,-0.013919575596135214,-0.22705235168919913,True,adaptive_fallback,macro_4,0.5714285714285714,0.5714285714285714,0.6285714285714286,0.2785714285714286
55,macro_3,0.48613130545758715,0.3226165649993223,0.927945203789174,0.6284156112149342,0.1770131096674041,0.40657295833417006,True,0.8571428571428571,0.605220297057897,0.49569352429104924,0.09219551903715803,0.10439729274507806,0.4972706358649983,0.7343798579242672,0.5213148503038139,fallback,fallback,0.02291003008047491,-0.006713540485955271,-0.03518354484622671,-0.24824855246668004,True,adaptive_fallback,fixed_fallback,0.6190476190476191,0.5714285714285714,0.2476190476190476,0.2785714285714286
56,macro_3,0.5102350490440022,0.5485044964685306,0.771250133465633,0.5361286925319646,0.05935652091591122,0.3687943083659597,False,0.8095238095238095,0.5961936410342261,0.49993489565901195,0.09063102176794231,0.09897729136353335,0.4832268407054858,0.7341503360702311,0.5212305871730051,watch,fallback,0.018533647451514212,-0.009831720680639732,-0.01099553812900289,-0.22391528702622887,True,adaptive_fallback,macro_3,0.6666666666666666,0.5714285714285714,0.5666666666666667,0.2785714285714286
57,macro_2,0.6509732553206569,0.09327470306873864,0.826747253476753,0.9303299784864942,0.03680084609495213,0.19191789638455975,True,0.8095238095238095,0.585988220956899,0.5053295201779946,0.09619145759744763,0.10072971260615013,0.45611536455269347,0.7358486922956391,0.5224910149779398,watch,watch,0.03640061588472506,-0.010115602106054467,0.12848224034271705,-0.08487543697498223,False,macro_2,macro_2,0.6666666666666666,0.5714285714285714,0.5666666666666667,0.6285714285714286
58,macro_0,0.4666951212717418,0.5284423094540355,0.38647437969247844,0.22984348093937185,0.10610630379710158,0.3241508453202191,True,0.8095238095238095,0.5907611799681374,0.5090427574939473,0.09291408627131637,0.10364529799465938,0.46862917781934205,0.7352376285526512,0.5220270481619612,fallback,fallback,-0.024449207028026852,-0.005525388894875393,-0.05533192689021943,-0.2685425072809094,True,adaptive_fallback,fixed_fallback,0.6666666666666666,0.5714285714285714,0.31666666666666665,0.2785714285714286
