window_id,new_dominant_prototype,updated_policy,new_residual,new_drift_score,parent_route,child_route,hierarchical_route,parent_changed,child_changed,policy_changed,parent_switch_rate,child_switch_rate,policy_switch_rate,hierarchical_stability_score
33,clustered_ranges,guarded_fallback,0.22709572636010025,0.06020801772054801,parent_0,clustered_ranges,parent_0 / clustered_ranges / guarded_fallback,False,True,True,0.26666666666666666,0.8,0.6666666666666666,0.4933333333333334
34,zipfian_smallints,hybrid,0.22183585958783658,0.12062470593638437,parent_0,zipfian_smallints,parent_0 / zipfian_smallints / hybrid,False,True,True,0.2,0.8,0.6666666666666666,0.5266666666666667
35,uniform_32bit,simd,0.27884479953435454,0.1423265588014972,parent_0,uniform_32bit,parent_0 / uniform_32bit / simd,False,True,True,0.13333333333333333,0.8,0.7333333333333333,0.5466666666666666
36,uniform_32bit,simd,0.24409087092943457,0.0988350843977923,parent_0,uniform_32bit,parent_0 / uniform_32bit / simd,False,False,False,0.13333333333333333,0.8,0.7333333333333333,0.5466666666666666
37,uniform_32bit,simd,0.24521690734561605,0.0356332783020985,parent_0,uniform_32bit,parent_0 / uniform_32bit / simd,False,False,False,0.13333333333333333,0.7333333333333333,0.6666666666666666,0.5800000000000001
38,clustered_ranges,guarded_fallback,0.17063802325873587,0.07013765861992591,parent_0,clustered_ranges,parent_0 / clustered_ranges / guarded_fallback,False,True,True,0.13333333333333333,0.8,0.7333333333333333,0.5466666666666666
39,low_entropy_repeating,coherent_local,0.2739864536034062,0.07472604723199695,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,True,True,True,0.2,0.8,0.7333333333333333,0.5133333333333334
40,uniform_32bit,simd,0.32795369786716394,0.1021868014469287,parent_0,uniform_32bit,parent_0 / uniform_32bit / simd,True,True,True,0.26666666666666666,0.8,0.7333333333333333,0.48000000000000004
41,sequential_ids,hybrid,0.29425093410802516,0.07331911599950613,parent_1,sequential_ids,parent_1 / sequential_ids / hybrid,True,True,True,0.3333333333333333,0.8,0.7333333333333333,0.4466666666666667
42,zipfian_smallints,hybrid,0.19299867670536514,0.10304834620497187,parent_0,zipfian_smallints,parent_0 / zipfian_smallints / hybrid,True,True,False,0.3333333333333333,0.8,0.7333333333333333,0.4466666666666667
43,sequential_ids,hybrid,0.3004184882474437,0.03363397884038255,parent_1,sequential_ids,parent_1 / sequential_ids / hybrid,True,True,False,0.3333333333333333,0.8,0.6666666666666666,0.4600000000000001
44,zipfian_smallints,hybrid,0.26426413613993666,0.09029250221516028,parent_0,zipfian_smallints,parent_0 / zipfian_smallints / hybrid,True,True,False,0.4,0.8666666666666667,0.6666666666666666,0.40666666666666673
45,sequential_ids,hybrid,0.16323652873669273,0.12360647538569347,parent_1,sequential_ids,parent_1 / sequential_ids / hybrid,True,True,False,0.4666666666666667,0.8666666666666667,0.6,0.3866666666666666
46,uniform_32bit,simd,0.26396057268128226,0.12109260727617215,parent_0,uniform_32bit,parent_0 / uniform_32bit / simd,True,True,True,0.5333333333333333,0.8666666666666667,0.6,0.3533333333333334
47,zipfian_smallints,hybrid,0.3461067334792549,0.10803221862634878,parent_0,zipfian_smallints,parent_0 / zipfian_smallints / hybrid,False,True,True,0.5333333333333333,0.8666666666666667,0.6,0.3533333333333334
48,zipfian_smallints,hybrid,0.260756538097379,0.13099983419858827,parent_0,zipfian_smallints,parent_0 / zipfian_smallints / hybrid,False,False,False,0.5333333333333333,0.8,0.5333333333333333,0.3866666666666667
49,low_entropy_repeating,coherent_local,0.3315512545144262,0.16175556229572893,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,True,True,True,0.6,0.8,0.5333333333333333,0.3533333333333333
50,zipfian_smallints,hybrid,0.3377981734731737,0.060561847283857446,parent_0,zipfian_smallints,parent_0 / zipfian_smallints / hybrid,True,True,True,0.6666666666666666,0.8,0.5333333333333333,0.32000000000000006
51,low_entropy_repeating,coherent_local,0.21161490803501515,0.07367120292972375,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,True,True,True,0.7333333333333333,0.8666666666666667,0.6,0.2533333333333333
52,clustered_ranges,guarded_fallback,0.16739883114662146,0.15175754734072022,parent_0,clustered_ranges,parent_0 / clustered_ranges / guarded_fallback,True,True,True,0.8,0.9333333333333333,0.6666666666666666,0.18666666666666668
53,uniform_32bit,simd,0.2366666381740736,0.0464596852748671,parent_0,uniform_32bit,parent_0 / uniform_32bit / simd,False,True,True,0.8,0.9333333333333333,0.6666666666666666,0.18666666666666668
54,uniform_32bit,simd,0.26881083084701174,0.16190632839471905,parent_0,uniform_32bit,parent_0 / uniform_32bit / simd,False,False,False,0.7333333333333333,0.8666666666666667,0.6,0.2533333333333333
55,uniform_32bit,simd,0.3698038535015072,0.2656931233003665,parent_0,uniform_32bit,parent_0 / uniform_32bit / simd,False,False,False,0.6666666666666666,0.8,0.5333333333333333,0.32000000000000006
56,uniform_32bit,simd,0.19062771279808816,0.013397685963434533,parent_0,uniform_32bit,parent_0 / uniform_32bit / simd,False,False,False,0.6,0.7333333333333333,0.4666666666666667,0.38666666666666666
57,clustered_ranges,guarded_fallback,0.26606268774063013,0.07935294523448369,parent_0,clustered_ranges,parent_0 / clustered_ranges / guarded_fallback,False,True,True,0.5333333333333333,0.7333333333333333,0.5333333333333333,0.40666666666666673
58,uniform_32bit,simd,0.21327419205641152,0.11296045567918073,parent_0,uniform_32bit,parent_0 / uniform_32bit / simd,False,True,True,0.4666666666666667,0.7333333333333333,0.6,0.42666666666666664
59,uniform_32bit,simd,0.3139588138472586,0.12785242837226724,parent_0,uniform_32bit,parent_0 / uniform_32bit / simd,False,False,False,0.4,0.6666666666666666,0.6,0.4800000000000001
60,uniform_32bit,simd,0.1878607748304513,0.03626585276478214,parent_0,uniform_32bit,parent_0 / uniform_32bit / simd,False,False,False,0.3333333333333333,0.6,0.6,0.5333333333333333
61,low_entropy_repeating,coherent_local,0.22082152545560016,0.11731087245908398,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,True,True,True,0.3333333333333333,0.6,0.6,0.5333333333333333
62,zipfian_smallints,hybrid,0.25781647128837315,0.16913697555115287,parent_0,zipfian_smallints,parent_0 / zipfian_smallints / hybrid,True,True,True,0.4,0.6,0.6,0.5000000000000001
63,zipfian_smallints,hybrid,0.22004226408765087,0.06075281167914876,parent_0,zipfian_smallints,parent_0 / zipfian_smallints / hybrid,False,False,False,0.4,0.6,0.6,0.5000000000000001
64,sequential_ids,hybrid,0.2064864361278548,0.2264234866217582,parent_1,sequential_ids,parent_1 / sequential_ids / hybrid,True,True,False,0.4,0.6,0.5333333333333333,0.5133333333333334
65,low_entropy_repeating,coherent_local,0.20071679924653685,0.16192446018681725,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,True,True,True,0.4,0.6,0.5333333333333333,0.5133333333333334
66,clustered_ranges,guarded_fallback,0.3058943807724546,0.13924754830529315,parent_0,clustered_ranges,parent_0 / clustered_ranges / guarded_fallback,True,True,True,0.4,0.6,0.5333333333333333,0.5133333333333334
67,sequential_ids,hybrid,0.2406017261405146,0.11796187369322829,parent_1,sequential_ids,parent_1 / sequential_ids / hybrid,True,True,True,0.4,0.6,0.5333333333333333,0.5133333333333334
68,clustered_ranges,guarded_fallback,0.2767643320889248,0.09725082598296099,parent_0,clustered_ranges,parent_0 / clustered_ranges / guarded_fallback,True,True,True,0.4666666666666667,0.6,0.5333333333333333,0.48
69,clustered_ranges,guarded_fallback,0.17646365417396512,0.05610312128401902,parent_0,clustered_ranges,parent_0 / clustered_ranges / guarded_fallback,False,False,False,0.4666666666666667,0.6,0.5333333333333333,0.48
70,low_entropy_repeating,coherent_local,0.3447454753846261,0.1279995806786719,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,True,True,True,0.5333333333333333,0.6666666666666666,0.6,0.41333333333333344
71,clustered_ranges,guarded_fallback,0.24288170043340704,0.13429130698012715,parent_0,clustered_ranges,parent_0 / clustered_ranges / guarded_fallback,True,True,True,0.6,0.7333333333333333,0.6666666666666666,0.3466666666666667
72,uniform_32bit,simd,0.2631629500818314,0.09945363845831313,parent_0,uniform_32bit,parent_0 / uniform_32bit / simd,False,True,True,0.6,0.7333333333333333,0.6666666666666666,0.3466666666666667
73,sequential_ids,hybrid,0.3163773226035933,0.1414378219230807,parent_1,sequential_ids,parent_1 / sequential_ids / hybrid,True,True,True,0.6666666666666666,0.7333333333333333,0.6666666666666666,0.31333333333333346
74,zipfian_smallints,hybrid,0.2609940662333144,0.05877654841397498,parent_0,zipfian_smallints,parent_0 / zipfian_smallints / hybrid,True,True,False,0.7333333333333333,0.8,0.6666666666666666,0.26
75,zipfian_smallints,hybrid,0.16791044804526012,0.20254639661156248,parent_0,zipfian_smallints,parent_0 / zipfian_smallints / hybrid,False,False,False,0.7333333333333333,0.8,0.6666666666666666,0.26
76,low_entropy_repeating,coherent_local,0.23922884720304396,0.10084063394320061,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,True,True,True,0.7333333333333333,0.8,0.6666666666666666,0.26
77,clustered_ranges,guarded_fallback,0.33768665753453214,0.06464771589782559,parent_0,clustered_ranges,parent_0 / clustered_ranges / guarded_fallback,True,True,True,0.7333333333333333,0.8,0.6666666666666666,0.26
78,sequential_ids,hybrid,0.2885996076813427,0.10026974385702052,parent_1,sequential_ids,parent_1 / sequential_ids / hybrid,True,True,True,0.8,0.8666666666666667,0.7333333333333333,0.1933333333333333
79,sequential_ids,hybrid,0.24969268799679573,0.11182785507377437,parent_1,sequential_ids,parent_1 / sequential_ids / hybrid,False,False,False,0.7333333333333333,0.8,0.7333333333333333,0.24666666666666665
80,clustered_ranges,guarded_fallback,0.334448911678823,0.12452924534508727,parent_0,clustered_ranges,parent_0 / clustered_ranges / guarded_fallback,True,True,True,0.7333333333333333,0.8,0.7333333333333333,0.24666666666666665
81,low_entropy_repeating,coherent_local,0.28863632759661145,0.01749139494844887,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,True,True,True,0.7333333333333333,0.8,0.7333333333333333,0.24666666666666665
82,sequential_ids,hybrid,0.19940618378242775,0.059059346978818594,parent_1,sequential_ids,parent_1 / sequential_ids / hybrid,True,True,True,0.7333333333333333,0.8,0.7333333333333333,0.24666666666666665
83,uniform_32bit,simd,0.19731085798427495,0.1032938279649594,parent_0,uniform_32bit,parent_0 / uniform_32bit / simd,True,True,True,0.7333333333333333,0.8,0.7333333333333333,0.24666666666666665
84,low_entropy_repeating,coherent_local,0.17041643693562616,0.12153157462972086,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,True,True,True,0.8,0.8666666666666667,0.8,0.17999999999999994
85,zipfian_smallints,hybrid,0.2209498339999853,0.10361634528190194,parent_0,zipfian_smallints,parent_0 / zipfian_smallints / hybrid,True,True,True,0.8,0.8666666666666667,0.8,0.17999999999999994
86,low_entropy_repeating,coherent_local,0.28228692622023555,0.18686990537213718,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,True,True,True,0.8,0.8666666666666667,0.8,0.17999999999999994
87,uniform_32bit,simd,0.24072965924500597,0.08520286941646485,parent_0,uniform_32bit,parent_0 / uniform_32bit / simd,True,True,True,0.8666666666666667,0.8666666666666667,0.8,0.1466666666666666
88,learned_drift_prototype,prototype_recovery,0.23656847098717004,0.13212483956356108,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,True,True,0.8,0.8666666666666667,0.8,0.17999999999999994
89,learned_drift_prototype,prototype_recovery,0.2605944015072227,0.06578059638833167,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.7333333333333333,0.8,0.8,0.23333333333333328
90,learned_drift_prototype,prototype_recovery,0.2554293868976725,0.13141141650694527,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.7333333333333333,0.8,0.8,0.23333333333333328
91,learned_drift_prototype,prototype_recovery,0.40104844225203523,0.21384223056408352,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.6666666666666666,0.7333333333333333,0.7333333333333333,0.3000000000000001
92,learned_drift_prototype,prototype_recovery,0.19880539896647081,0.10563083192254119,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.6,0.6666666666666666,0.6666666666666666,0.3666666666666667
93,learned_drift_prototype,prototype_recovery,0.16219347988977983,0.09046464930182567,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.5333333333333333,0.6,0.6,0.43333333333333346
94,learned_drift_prototype,prototype_recovery,0.2689363002154204,0.18029268104441168,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.5333333333333333,0.6,0.6,0.43333333333333346
95,learned_drift_prototype,prototype_recovery,0.2062549697353835,0.08729267799661017,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.4666666666666667,0.5333333333333333,0.5333333333333333,0.4999999999999999
96,learned_drift_prototype,prototype_recovery,0.1211626582156807,0.11186670397275461,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.4,0.4666666666666667,0.4666666666666667,0.5666666666666667
97,learned_drift_prototype,prototype_recovery,0.18625513528842622,0.0935280286316963,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.3333333333333333,0.4,0.4,0.6333333333333333
98,learned_drift_prototype,prototype_recovery,0.1973883533099447,0.11528687228737214,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.26666666666666666,0.3333333333333333,0.3333333333333333,0.7000000000000001
99,learned_drift_prototype,prototype_recovery,0.14453629651860211,0.04664773773045046,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.2,0.26666666666666666,0.26666666666666666,0.7666666666666667
100,learned_drift_prototype,prototype_recovery,0.3777548267216979,0.05562887093629844,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.13333333333333333,0.2,0.2,0.8333333333333333
101,learned_drift_prototype,prototype_recovery,0.1841928652927216,0.21184567641606572,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.9
102,learned_drift_prototype,prototype_recovery,0.4243040301544244,0.061421668558732906,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.06666666666666667,0.06666666666666667,0.9666666666666667
103,learned_drift_prototype,prototype_recovery,0.22790506259271817,0.13707777754702546,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
104,learned_drift_prototype,prototype_recovery,0.35372185866433553,0.07065714607858811,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
105,learned_drift_prototype,prototype_recovery,0.23528332924347342,0.1588668788030872,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
106,learned_drift_prototype,prototype_recovery,0.2760859644679971,0.10119219643849503,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
107,learned_drift_prototype,prototype_recovery,0.24197062212903753,0.0512552095815009,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
108,learned_drift_prototype,prototype_recovery,0.2357095753615201,0.10668062549955223,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
109,learned_drift_prototype,prototype_recovery,0.26393019337757534,0.09223363905904919,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
110,learned_drift_prototype,prototype_recovery,0.2782923113527083,0.17063579089099143,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
111,learned_drift_prototype,prototype_recovery,0.25932575966010796,0.13758782041996018,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
112,learned_drift_prototype,prototype_recovery,0.25318932085467205,0.1200042196545707,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
113,learned_drift_prototype,prototype_recovery,0.20670651798742917,0.1358247130836654,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
114,learned_drift_prototype,prototype_recovery,0.24416280409519064,0.22465841544652976,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
115,learned_drift_prototype,prototype_recovery,0.34440129414851456,0.13929232762782504,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
116,learned_drift_prototype,prototype_recovery,0.20421656741831395,0.0643794264008291,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
117,learned_drift_prototype,prototype_recovery,0.3214685771853319,0.13313746125735693,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
118,learned_drift_prototype,prototype_recovery,0.2788086042034966,0.032770700651290355,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
119,learned_drift_prototype,prototype_recovery,0.30564630889349087,0.14272101691071815,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
120,learned_drift_prototype,prototype_recovery,0.18337415893513132,0.09642375962750255,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
121,learned_drift_prototype,prototype_recovery,0.26582303226139115,0.12262333991781217,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
122,learned_drift_prototype,prototype_recovery,0.2324697288517867,0.11482558659670195,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
123,learned_drift_prototype,prototype_recovery,0.23488135730758689,0.12762812560512343,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
124,learned_drift_prototype,prototype_recovery,0.3382895183795894,0.008332922046564883,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
125,learned_drift_prototype,prototype_recovery,0.23578898412941895,0.12882562106862233,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
126,learned_drift_prototype,prototype_recovery,0.267759639381226,0.1014042709339355,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
127,learned_drift_prototype,prototype_recovery,0.14459669305128503,0.13639977418570548,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
128,learned_drift_prototype,prototype_recovery,0.3536410128498511,0.043306929754193105,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
129,learned_drift_prototype,prototype_recovery,0.3018296808218913,0.1035737388438553,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
130,learned_drift_prototype,prototype_recovery,0.24632053925026917,0.06735507446480254,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
131,learned_drift_prototype,prototype_recovery,0.2299326296586474,0.18500222973494793,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
132,learned_drift_prototype,prototype_recovery,0.28495931451926243,0.2066155802704972,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
133,learned_drift_prototype,prototype_recovery,0.3206447133386616,0.1419543339464788,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
134,learned_drift_prototype,prototype_recovery,0.3546360715700675,0.14194965793691494,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
