trial,policy,mean_stability,mean_constraint_score,mean_cost,mean_regret,fallback_rate,reroute_rate,mean_switch_rate
3,conservative_predictive,0.5620768063180677,0.6208133660041141,0.14226203217906763,0.04125416666666667,0.029166666666666667,0.17916666666666667,0.35167250573500575
3,predictive,0.5987018063180677,0.6279633660041141,0.2285661988457343,0.12755833333333333,0.07916666666666666,0.4625,0.48637467856217853
3,reactive,0.5097434729847343,0.5848800326707807,0.2008786988457343,0.09987083333333334,0.12916666666666668,0.0,0.2590965515965516
4,aggressive_predictive,0.5864518063180676,0.6051406145402826,0.3619544000167995,0.2613666666666667,0.19583333333333333,0.5916666666666667,0.47839011682761684
4,cgcs_balanced,0.5888268063180677,0.6248406145402825,0.2191585666834662,0.11857083333333333,0.07083333333333333,0.4375,0.4607697279572279
4,conservative_predictive,0.5653268063180676,0.6229406145402826,0.13891690001679952,0.038329166666666664,0.020833333333333332,0.20416666666666666,0.3600058390683391
4,predictive,0.5927018063180677,0.6213906145402824,0.24549606668346619,0.14490833333333333,0.10416666666666667,0.43333333333333335,0.4655413452288452
4,reactive,0.5097434729847343,0.5844572812069492,0.20121690001679954,0.10062916666666669,0.12916666666666668,0.0,0.2590965515965516
5,aggressive_predictive,0.5911601396514009,0.6092969043643701,0.3568902014908628,0.24952083333333333,0.18333333333333332,0.625,0.4197790057165057
5,cgcs_balanced,0.5913268063180677,0.6293635710310368,0.20121520149086278,0.09384583333333334,0.05,0.44166666666666665,0.45265123765123766
5,conservative_predictive,0.5638268063180677,0.6214885710310368,0.1444652014908628,0.03709583333333333,0.029166666666666667,0.19583333333333333,0.3686169501794502
5,predictive,0.5942018063180677,0.6223885710310367,0.2472277014908628,0.13985833333333333,0.10416666666666667,0.44583333333333336,0.490819123006623
5,reactive,0.5097434729847343,0.5848552376977035,0.20089853482419615,0.09352916666666668,0.12916666666666668,0.0,0.2590965515965516
6,aggressive_predictive,0.5917018063180677,0.611029647609946,0.3524731735610687,0.24805416666666666,0.17916666666666667,0.625,0.4403345612720612
6,cgcs_balanced,0.585910139651401,0.6255879809432794,0.20879400689440206,0.10437500000000001,0.06666666666666667,0.4041666666666667,0.500769727957228
6,conservative_predictive,0.5642018063180676,0.622529647609946,0.14447317356106873,0.04005416666666666,0.029166666666666667,0.2,0.36417250573500576
6,predictive,0.5945768063180678,0.625304647609946,0.2341106735610687,0.12969166666666665,0.09166666666666666,0.4375,0.48160306129056124
6,reactive,0.5097434729847343,0.5857463142766126,0.20018567356106873,0.09576666666666668,0.12916666666666668,0.0,0.2590965515965516
7,aggressive_predictive,0.5946184729847344,0.6127765339323535,0.3498423311698094,0.24759166666666665,0.17083333333333334,0.6458333333333334,0.43227900571650574
7,cgcs_balanced,0.5867434729847344,0.6240015339323536,0.21949649783647604,0.11724583333333333,0.075,0.42083333333333334,0.468319123006623
7,conservative_predictive,0.5638268063180677,0.6229598672656869,0.1355381645031427,0.0332875,0.020833333333333332,0.1875,0.3668113946238946
7,predictive,0.5976184729847344,0.6252265339323536,0.24310899783647605,0.14085833333333334,0.09583333333333334,0.4666666666666667,0.4363746785621786
7,reactive,0.5097434729847343,0.5850765339323536,0.20072149783647605,0.09847083333333334,0.12916666666666668,0.0,0.2590965515965516
8,aggressive_predictive,0.5928684729847344,0.6112702501952555,0.34413735815948787,0.24177916666666668,0.17083333333333334,0.6208333333333333,0.4239456723831724
8,cgcs_balanced,0.5879934729847344,0.6255702501952555,0.2091415248261545,0.10678333333333333,0.0625,0.42083333333333334,0.4779919501794502
8,conservative_predictive,0.5625768063180677,0.6210285835285887,0.13697485815948784,0.034616666666666664,0.025,0.175,0.36841512654012654
8,predictive,0.5979934729847344,0.6264452501952554,0.23134985815948786,0.12899166666666667,0.08333333333333333,0.4583333333333333,0.47776356745106746
8,reactive,0.5097434729847343,0.5842702501952554,0.20136652482615455,0.09900833333333334,0.12916666666666668,0.0,0.2590965515965516
9,aggressive_predictive,0.5921184729847344,0.6116908361580382,0.34566088938926165,0.24912499999999999,0.17083333333333334,0.6208333333333333,0.4239456723831724
9,cgcs_balanced,0.587160139651401,0.6253325028247049,0.21152338938926166,0.11498749999999999,0.06666666666666667,0.4166666666666667,0.4779919501794502
9,conservative_predictive,0.5635768063180677,0.6227741694913715,0.13630672272259498,0.03977083333333333,0.020833333333333332,0.1875,0.33528361684611685
9,predictive,0.5951184729847344,0.6241408361580382,0.23976088938926163,0.14322500000000002,0.09583333333333334,0.44583333333333336,0.46965861684611687
9,reactive,0.5097434729847343,0.5849908361580383,0.2007900560559283,0.10425416666666668,0.12916666666666668,0.0,0.2590965515965516
10,aggressive_predictive,0.5924934729847344,0.611319899622985,0.3485901386173042,0.24530416666666666,0.175,0.625,0.42314551189551186
10,cgcs_balanced,0.585910139651401,0.6243115662896518,0.21369013861730418,0.11040416666666666,0.07083333333333333,0.4083333333333333,0.468269727957228
10,conservative_predictive,0.5638268063180677,0.6229782329563184,0.1355234719506375,0.032237499999999995,0.020833333333333332,0.1875,0.33367988492988493
10,predictive,0.5892851396514011,0.6194115662896517,0.2489276386173042,0.14564166666666667,0.1125,0.4125,0.49410306129056125
10,reactive,0.5097434729847343,0.5850948996229851,0.20070680528397086,0.09742083333333333,0.12916666666666668,0.0,0.2590965515965516
11,aggressive_predictive,0.593785139651401,0.6103710539171302,0.35720838184865483,0.25669166666666665,0.17916666666666667,0.6458333333333334,0.3989456723831724
11,cgcs_balanced,0.5888268063180677,0.6252627205837967,0.2149458818486548,0.11442916666666665,0.06666666666666667,0.43333333333333335,0.43387467856217854
11,conservative_predictive,0.5635768063180677,0.6214127205837967,0.1412708818486548,0.04075416666666666,0.025,0.19166666666666668,0.3444502835127835
11,predictive,0.5958684729847344,0.6237043872504634,0.24241671518198815,0.1419,0.09583333333333334,0.45416666666666666,0.45276356745106744
11,reactive,0.5097434729847343,0.5842543872504635,0.20137921518198812,0.10086250000000001,0.12916666666666668,0.0,0.2590965515965516
12,aggressive_predictive,0.5904518063180677,0.6077581730980459,0.3596903531705889,0.2612,0.1875,0.6208333333333333,0.44477900571650575
12,cgcs_balanced,0.587160139651401,0.6251915064313792,0.2077611865039222,0.10927083333333333,0.0625,0.4125,0.45673544048544046
12,conservative_predictive,0.5678268063180677,0.6249581730980459,0.13397785317058883,0.0354875,0.0125,0.22083333333333333,0.3753465515965516
12,predictive,0.5970351396514011,0.6253915064313792,0.2343820198372555,0.13589166666666666,0.0875,0.45416666666666666,0.4613746785621785
12,reactive,0.5097434729847343,0.5842248397647125,0.20140285317058884,0.1029125,0.12916666666666668,0.0,0.2590965515965516
13,aggressive_predictive,0.5909934729847344,0.6092753363720775,0.3554457892180302,0.25650416666666664,0.18333333333333332,0.6208333333333333,0.4403345612720612
13,cgcs_balanced,0.5892434729847343,0.6260753363720775,0.21513745588469688,0.11619583333333333,0.06666666666666667,0.4375,0.46415245633995633
13,conservative_predictive,0.5659518063180677,0.6248836697054109,0.1298332892180302,0.03089166666666666,0.0125,0.2,0.3542354404854405
13,predictive,0.5945351396514009,0.6213170030387442,0.25729995588469684,0.15835833333333332,0.1125,0.4583333333333333,0.4705413452288452
13,reactive,0.5097434729847343,0.5849003363720775,0.2008624558846969,0.10192083333333334,0.12916666666666668,0.0,0.2590965515965516
14,aggressive_predictive,0.5899934729847343,0.607422018346421,0.36090844363855545,0.2583625,0.19166666666666668,0.6166666666666667,0.4739456723831724
14,cgcs_balanced,0.5896601396514011,0.6254136850130876,0.22038344363855547,0.1178375,0.07083333333333333,0.44583333333333336,0.4666524563399563
14,conservative_predictive,0.5638268063180677,0.6213303516797543,0.1445917769718888,0.04204583333333333,0.029166666666666667,0.19583333333333333,0.4069502835127835
14,predictive,0.5980768063180677,0.6256553516797543,0.23973344363855548,0.1371875,0.09166666666666666,0.4666666666666667,0.4649857896732897
14,reactive,0.5097434729847343,0.584697018346421,0.20102511030522216,0.09847916666666667,0.12916666666666668,0.0,0.2590965515965516
15,aggressive_predictive,0.5945351396514009,0.6121707302420295,0.3467836407887353,0.24775833333333333,0.17083333333333334,0.6375,0.43227900571650574
15,cgcs_balanced,0.5896601396514011,0.6283457302420294,0.19866280745540196,0.09963749999999999,0.05,0.425,0.4574228549228549
15,conservative_predictive,0.5623268063180676,0.6211623969086961,0.13748780745540198,0.0384625,0.025,0.175,0.3519502835127835
15,predictive,0.5987018063180677,0.6275873969086961,0.22886697412206866,0.12984166666666666,0.07916666666666666,0.4625,0.4566524563399563
15,reactive,0.5097434729847343,0.5845040635753628,0.20117947412206866,0.10215416666666667,0.12916666666666668,0.0,0.2590965515965516
16,aggressive_predictive,0.5924518063180676,0.6108223776344005,0.3507789895415051,0.244875,0.17916666666666667,0.625,0.4486678946053946
16,cgcs_balanced,0.5854934729847343,0.6255390443010672,0.20411648954150513,0.0982125,0.0625,0.3958333333333333,0.4563252835127835
16,conservative_predictive,0.5649518063180676,0.6229473776344004,0.14194565620817184,0.03604166666666666,0.025,0.20416666666666666,0.4123669501794502
16,predictive,0.5941601396514009,0.6233807109677338,0.24255815620817184,0.13665416666666666,0.1,0.44166666666666665,0.4455413452288452
16,reactive,0.5097434729847343,0.5852390443010672,0.20059148954150516,0.09468750000000001,0.12916666666666668,0.0,0.2590965515965516
17,aggressive_predictive,0.5907434729847343,0.6090380447097664,0.3562556225478791,0.25319166666666665,0.18333333333333332,0.6208333333333333,0.4611678946053946
17,cgcs_balanced,0.5878268063180677,0.6259963780430997,0.20733895588121246,0.10427499999999999,0.0625,0.4166666666666667,0.44292901542901547
17,conservative_predictive,0.5630768063180677,0.6217213780430997,0.13872228921454577,0.035658333333333334,0.025,0.18333333333333332,0.3748669501794502
17,predictive,0.5937018063180677,0.6220963780430997,0.24661812254787913,0.14355416666666668,0.10416666666666667,0.44166666666666665,0.48054134522884523
17,reactive,0.5097434729847343,0.5847630447097665,0.2009722892145458,0.09790833333333333,0.12916666666666668,0.0,0.2590965515965516
18,aggressive_predictive,0.5921184729847344,0.6104980597068379,0.3537401105502219,0.24996666666666664,0.17916666666666667,0.6291666666666667,0.40311078967328967
18,cgcs_balanced,0.588660139651401,0.6272397263735046,0.20415261055022194,0.10037916666666666,0.058333333333333334,0.42083333333333334,0.4421586168461168
18,conservative_predictive,0.5653268063180676,0.6235313930401711,0.13844427721688862,0.03467083333333333,0.020833333333333332,0.20416666666666666,0.35070028351278354
18,predictive,0.5906601396514011,0.6217897263735046,0.23792761055022194,0.13415416666666666,0.1,0.4125,0.48132528351278353
18,reactive,0.5097434729847343,0.5850480597068378,0.20074427721688862,0.09697083333333333,0.12916666666666668,0.0,0.2590965515965516
19,aggressive_predictive,0.5924934729847344,0.6114383804388762,0.34849535396459136,0.24645,0.175,0.625,0.4120012279387279
19,cgcs_balanced,0.5885768063180677,0.6267467137722095,0.21050368729792462,0.10845833333333332,0.0625,0.42916666666666664,0.4504919501794502
19,conservative_predictive,0.5623268063180676,0.6212467137722094,0.1412953539645913,0.03925,0.029166666666666667,0.17916666666666667,0.3644502835127835
19,predictive,0.5927018063180677,0.6221467137722095,0.24697452063125797,0.14492916666666666,0.10416666666666667,0.4375,0.45271417240167244
19,reactive,0.5097434729847343,0.5852133804388762,0.200612020631258,0.09856666666666668,0.12916666666666668,0.0,0.2590965515965516
20,aggressive_predictive,0.5927434729847344,0.6116344080264469,0.3477185318945348,0.24437916666666665,0.175,0.625,0.4111678946053946
20,cgcs_balanced,0.589910139651401,0.6273760746931135,0.21044353189453474,0.10710416666666665,0.0625,0.4375,0.44820679320679324
20,conservative_predictive,0.5657018063180677,0.6245677413597801,0.13458103189453474,0.031241666666666664,0.016666666666666666,0.20416666666666666,0.3542354404854405
20,predictive,0.598285139651401,0.6269760746931134,0.23626436522786806,0.132925,0.0875,0.4666666666666667,0.4488252835127835
20,reactive,0.5097434729847343,0.5853094080264468,0.20053519856120142,0.09719583333333334,0.12916666666666668,0.0,0.2590965515965516
21,aggressive_predictive,0.5926184729847344,0.6105932266475098,0.35242397699768435,0.25320833333333337,0.17916666666666667,0.6291666666666667,0.44477900571650575
21,cgcs_balanced,0.5903268063180677,0.6278015599808432,0.20706981033101768,0.10785416666666665,0.058333333333333334,0.4375,0.4769302341177341
21,conservative_predictive,0.5637018063180678,0.6227765599808432,0.13422397699768435,0.03500833333333333,0.020833333333333332,0.18333333333333332,0.36028361684611687
21,predictive,0.5966184729847342,0.6246932266475099,0.24184897699768432,0.14263333333333333,0.09583333333333334,0.4583333333333333,0.4769302341177341
21,reactive,0.5097434729847343,0.5849432266475099,0.20082814366435103,0.10161250000000001,0.12916666666666668,0.0,0.2590965515965516
22,aggressive_predictive,0.594285139651401,0.6130991396443234,0.34666091326690013,0.24188333333333334,0.17083333333333334,0.6375,0.44061233904983904
22,cgcs_balanced,0.5928268063180676,0.6312658063109902,0.19772341326690013,0.09294583333333332,0.04583333333333333,0.45,0.4348734598734599
22,conservative_predictive,0.5644518063180677,0.6230408063109901,0.13956924660023345,0.034791666666666665,0.025,0.19583333333333333,0.38764472795722793
22,predictive,0.5974934729847343,0.6275074729776567,0.22965674660023347,0.12487916666666667,0.08333333333333333,0.45416666666666666,0.43576972795722796
22,reactive,0.5097434729847343,0.5855324729776569,0.20035674660023348,0.09557916666666669,0.12916666666666668,0.0,0.2590965515965516
23,aggressive_predictive,0.589410139651401,0.6075039425091795,0.36416457097501526,0.26052916666666665,0.19166666666666668,0.6208333333333333,0.4070012279387279
23,cgcs_balanced,0.588910139651401,0.6266789425091795,0.20785623764168193,0.10422083333333333,0.0625,0.425,0.45137467856217856
23,conservative_predictive,0.5664518063180677,0.6239456091758462,0.1406354043083486,0.037,0.020833333333333332,0.21666666666666667,0.35403361684611684
23,predictive,0.5956184729847344,0.6243622758425129,0.24042707097501526,0.13679166666666667,0.09583333333333334,0.45,0.46970801189551187
23,reactive,0.5097434729847343,0.5850122758425128,0.20077290430834863,0.09713750000000002,0.12916666666666668,0.0,0.2590965515965516
24,aggressive_predictive,0.589910139651401,0.6078854480646353,0.3626193665306507,0.25840416666666666,0.19166666666666668,0.6208333333333333,0.3856107896732897
24,cgcs_balanced,0.5875768063180676,0.6257021147313019,0.2120693665306507,0.10785416666666665,0.06666666666666667,0.42083333333333334,0.43215861684611684
24,conservative_predictive,0.5642018063180676,0.6226021147313019,0.14054019986398406,0.036325,0.025,0.19583333333333333,0.3350058390683391
24,predictive,0.5937434729847343,0.6219187813979686,0.25063603319731736,0.14642083333333333,0.10833333333333334,0.44583333333333336,0.43637467856217854
24,reactive,0.5097434729847343,0.5851937813979686,0.20062769986398404,0.09641250000000001,0.12916666666666668,0.0,0.2590965515965516
25,aggressive_predictive,0.5883684729847344,0.6076305824262644,0.35558409237468064,0.25555,0.1875,0.6,0.4596336071336072
25,cgcs_balanced,0.5890768063180676,0.6285389157595979,0.19620492570801396,0.09617083333333333,0.05,0.4166666666666667,0.43265123765123764
25,conservative_predictive,0.5653268063180676,0.6234139157595978,0.13853825904134728,0.038504166666666666,0.020833333333333332,0.20416666666666666,0.37903361684611686
25,predictive,0.596785139651401,0.6259972490929312,0.23451742570801395,0.13448333333333332,0.0875,0.45416666666666666,0.4295956820956821
25,reactive,0.5097434729847343,0.5849305824262644,0.20083825904134728,0.10080416666666667,0.12916666666666668,0.0,0.2590965515965516
26,aggressive_predictive,0.5888268063180676,0.6077214579133671,0.36168722531833186,0.2569291666666667,0.19166666666666668,0.6125,0.42783456127206126
26,cgcs_balanced,0.587160139651401,0.6245547912467004,0.2198955586516652,0.11513749999999999,0.075,0.425,0.4591030612905613
26,conservative_predictive,0.5655768063180677,0.6240464579133671,0.1374122253183319,0.032654166666666665,0.020833333333333332,0.20416666666666666,0.3542354404854405
26,predictive,0.5941184729847343,0.6242131245800338,0.23801639198499855,0.13325833333333334,0.09583333333333334,0.4375,0.47299195017945017
26,reactive,0.5097434729847343,0.5854631245800338,0.20041222531833192,0.09565416666666667,0.12916666666666668,0.0,0.2590965515965516
27,aggressive_predictive,0.5948268063180677,0.6134766722637305,0.3433280538380412,0.24235416666666668,0.16666666666666666,0.6375,0.4364456723831724
27,cgcs_balanced,0.5888268063180677,0.6260766722637304,0.21429472050470785,0.11332083333333333,0.06666666666666667,0.43333333333333335,0.4513252835127835
27,conservative_predictive,0.5612018063180676,0.6206516722637304,0.1392488871713745,0.038274999999999997,0.029166666666666667,0.16666666666666666,0.34778361684611686
27,predictive,0.594160139651401,0.6232100055970639,0.24269472050470783,0.14172083333333332,0.1,0.44166666666666665,0.463269727957228
27,reactive,0.5097434729847343,0.5850683389303971,0.2007280538380412,0.09975416666666667,0.12916666666666668,0.0,0.2590965515965516
28,aggressive_predictive,0.5915768063180677,0.6095973603896847,0.35749150333727786,0.2558375,0.18333333333333332,0.6291666666666667,0.4320012279387279
28,cgcs_balanced,0.5846601396514011,0.623705693723018,0.21164983667061116,0.10999583333333332,0.07083333333333333,0.3958333333333333,0.4827006327006327
28,conservative_predictive,0.5649518063180676,0.6233223603896846,0.1377706700039445,0.036116666666666665,0.020833333333333332,0.2,0.3415336168461168
28,predictive,0.5935768063180676,0.6241473603896847,0.23334983667061115,0.13169583333333332,0.09166666666666666,0.42916666666666664,0.5013746785621785
28,reactive,0.5097434729847343,0.5849890270563514,0.20079150333727783,0.09913750000000002,0.12916666666666668,0.0,0.2590965515965516
29,aggressive_predictive,0.5918684729847343,0.610935732455156,0.3483849723515674,0.24720833333333334,0.17916666666666667,0.6166666666666667,0.4694055365930366
29,cgcs_balanced,0.590910139651401,0.6286773991218227,0.2086724723515674,0.10749583333333333,0.058333333333333334,0.44583333333333336,0.4499363946238946
29,conservative_predictive,0.5634518063180677,0.6226940657884893,0.13878497235156742,0.037608333333333334,0.025,0.1875,0.39181139462389464
29,predictive,0.595660139651401,0.6243273991218227,0.24433080568490073,0.14315416666666667,0.1,0.45416666666666666,0.4569302341177341
29,reactive,0.5097434729847343,0.585585732455156,0.20031413901823408,0.0991375,0.12916666666666668,0.0,0.2590965515965516
30,aggressive_predictive,0.5955768063180676,0.6140749621319431,0.3466144219434711,0.2438625,0.16666666666666666,0.65,0.40255523411773414
30,cgcs_balanced,0.5896601396514011,0.6285832954652765,0.20234775527680438,0.09959583333333333,0.05416666666666667,0.42916666666666664,0.45604750573500574
30,conservative_predictive,0.5644518063180677,0.624124962131943,0.13095192194347108,0.028199999999999996,0.016666666666666666,0.1875,0.35451321826321824
30,predictive,0.5963268063180677,0.6256249621319431,0.2378477552768044,0.13509583333333333,0.09166666666666666,0.45416666666666666,0.48132528351278353
30,reactive,0.5097434729847343,0.5853666287986098,0.20048942194347108,0.0977375,0.12916666666666668,0.0,0.2590965515965516
31,aggressive_predictive,0.5911601396514009,0.6093179320568648,0.3639983793368671,0.26484583333333334,0.19166666666666668,0.6333333333333333,0.41533456127206125
31,cgcs_balanced,0.5892434729847343,0.627926265390198,0.20978171267020038,0.11062916666666665,0.0625,0.43333333333333335,0.47415245633995634
31,conservative_predictive,0.5657018063180677,0.6253845987235315,0.13392754600353374,0.034775,0.016666666666666666,0.20416666666666666,0.34570028351278353
31,predictive,0.5999518063180677,0.6297095987235315,0.22823587933686706,0.12908333333333333,0.07916666666666666,0.4708333333333333,0.44526356745106743
31,reactive,0.5097434729847343,0.5861262653901982,0.1998817126702004,0.10072916666666668,0.12916666666666668,0.0,0.2590965515965516
32,aggressive_predictive,0.5934934729847343,0.6117020031231495,0.3514294558171726,0.25140833333333334,0.175,0.6375,0.4695012279387279
32,cgcs_balanced,0.586160139651401,0.6243936697898161,0.21300445581717262,0.11298333333333334,0.07083333333333333,0.4083333333333333,0.47956261331261335
32,conservative_predictive,0.5634518063180677,0.6221853364564828,0.1391919558171726,0.039170833333333335,0.025,0.1875,0.3850058390683391
32,predictive,0.5965768063180676,0.6254353364564829,0.23737945581717262,0.13735833333333333,0.09166666666666666,0.45416666666666666,0.4738746785621785
32,reactive,0.5097434729847343,0.5850770031231496,0.20072112248383928,0.10070000000000001,0.12916666666666668,0.0,0.2590965515965516
33,aggressive_predictive,0.5958268063180676,0.6116727535751086,0.3550411887889386,0.25210416666666663,0.175,0.6583333333333333,0.4272296106671106
33,cgcs_balanced,0.5915768063180677,0.6280977535751087,0.2054828554556053,0.10254583333333332,0.05416666666666667,0.44583333333333336,0.4249363946238946
33,conservative_predictive,0.5645768063180676,0.6222977535751087,0.13774952212227196,0.034812499999999996,0.020833333333333332,0.19583333333333333,0.39730401542901544
33,predictive,0.5999934729847343,0.6270894202417754,0.23420785545560527,0.13127083333333334,0.08333333333333333,0.475,0.46081912300662303
33,reactive,0.5097434729847343,0.5841144202417753,0.20149118878893862,0.09855416666666668,0.12916666666666668,0.0,0.2590965515965516
34,aggressive_predictive,0.5921184729847344,0.6104031354264766,0.3538160499745109,0.25140833333333334,0.17916666666666667,0.6291666666666667,0.41088856745106744
34,cgcs_balanced,0.5879934729847344,0.6262531354264766,0.20859521664117758,0.1061875,0.0625,0.42083333333333334,0.43049195017945013
34,conservative_predictive,0.5638268063180677,0.6222114687598099,0.14001188330784423,0.03760416666666666,0.025,0.19166666666666668,0.3418113946238946
34,predictive,0.595535139651401,0.6255198020931433,0.23174938330784425,0.12934166666666666,0.0875,0.44166666666666665,0.44854750573500574
34,reactive,0.5097434729847343,0.5849531354264766,0.20082021664117758,0.09841250000000001,0.12916666666666668,0.0,0.2590965515965516
35,aggressive_predictive,0.594785139651401,0.6128664807221657,0.3456070404046265,0.24989583333333334,0.17083333333333334,0.6375,0.44741138491138494
35,cgcs_balanced,0.5844934729847343,0.6231248140554989,0.21452787373795978,0.11881666666666665,0.075,0.3958333333333333,0.4824857896732897
35,conservative_predictive,0.5642018063180676,0.6231331473888323,0.13624037373795977,0.04052916666666666,0.020833333333333332,0.19166666666666668,0.38528361684611684
35,predictive,0.5935768063180676,0.6242581473888322,0.2332612070712931,0.13755,0.09166666666666666,0.42916666666666664,0.4985969007844008
35,reactive,0.5097434729847343,0.5850998140554988,0.2007028737379598,0.10499166666666666,0.12916666666666668,0.0,0.2590965515965516
36,aggressive_predictive,0.5923684729847344,0.6104057103624451,0.3531939900257362,0.2514041666666667,0.17916666666666667,0.6291666666666667,0.4398121785621785
36,cgcs_balanced,0.5863268063180677,0.6254890436957783,0.2058398233590695,0.10404999999999999,0.0625,0.4041666666666667,0.47098457098457097
36,conservative_predictive,0.5627018063180677,0.6210390436957784,0.14230232335906953,0.04051249999999999,0.029166666666666667,0.18333333333333332,0.3644502835127835
36,predictive,0.5941184729847343,0.623605710362445,0.23850232335906954,0.1367125,0.09583333333333334,0.4375,0.46748578967328963
36,reactive,0.5097434729847343,0.5848557103624451,0.20089815669240288,0.09910833333333334,0.12916666666666668,0.0,0.2590965515965516
37,aggressive_predictive,0.5958268063180676,0.6132313441785374,0.34666931630619563,0.24321666666666666,0.16666666666666666,0.65,0.4356107896732897
37,cgcs_balanced,0.5892434729847343,0.626223010845204,0.21114431630619562,0.10769166666666667,0.0625,0.43333333333333335,0.4791524563399563
37,conservative_predictive,0.5628268063180677,0.6212813441785374,0.13969431630619564,0.03624166666666666,0.025,0.18333333333333332,0.37341512654012654
37,predictive,0.5950768063180677,0.6241813441785374,0.23585264963952896,0.1324,0.09166666666666666,0.44166666666666665,0.4769302341177341
37,reactive,0.5097434729847343,0.5844230108452041,0.20124431630619563,0.09779166666666668,0.12916666666666668,0.0,0.2590965515965516
38,aggressive_predictive,0.5931184729847343,0.610836196819277,0.3566146008602705,0.2522666666666667,0.17916666666666667,0.6416666666666667,0.4403345612720612
38,cgcs_balanced,0.589910139651401,0.6283028634859438,0.20195210086027054,0.09760416666666667,0.05416666666666667,0.42916666666666664,0.4519302341177341
38,conservative_predictive,0.5649518063180676,0.6226945301526104,0.14214793419360386,0.03780000000000001,0.025,0.20416666666666666,0.3981373487623488
38,predictive,0.598535139651401,0.6267528634859438,0.23582293419360387,0.13147499999999998,0.0875,0.4666666666666667,0.4780413452288453
38,reactive,0.5097434729847343,0.5849861968192772,0.2007937675269372,0.09644583333333334,0.12916666666666668,0.0,0.2590965515965516
39,aggressive_predictive,0.594035139651401,0.6115037571238023,0.34855721928331707,0.24839166666666665,0.17083333333333334,0.6375,0.42638315388315384
39,cgcs_balanced,0.5894934729847344,0.6265620904571356,0.20637805261665038,0.1062125,0.058333333333333334,0.42916666666666664,0.4454919501794502
39,conservative_predictive,0.5649518063180676,0.622370423790469,0.13853221928331702,0.03836666666666666,0.020833333333333332,0.2,0.3686169501794502
39,predictive,0.598535139651401,0.6258037571238024,0.23658221928331705,0.13641666666666669,0.0875,0.4666666666666667,0.43665245633995636
39,reactive,0.5097434729847343,0.5840370904571357,0.20155305261665035,0.1013875,0.12916666666666668,0.0,0.2590965515965516
